CVE,Severity,Year,Month,Patches,Affected Versions,cwe,NVD_descriptions,android_versions,NVD_published,NVD_last_modified,NVD_version,attack_vector,attack_complexity,privileges_required,user_interaction,confidentiality_impact,integrity_impact,availability_impact,base_score,base_severity,cwe_info,Date_huawei
CVE-2020-3898,Medium,2021,3,Android Security Bulletins,,CWE-20,A memory corruption issue was addressed with improved validation. This issue is fixed in macOS Catalina 10.15.4. An application may be able to gain elevated privileges.,10.15.4,2020-10-22T18:15:12.893,2021-07-21T11:39:23.747,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Improper Input Validation,2021-03-01
CVE-2020-3898,Medium,2021,3,Android Security Bulletins,,CWE-787,A memory corruption issue was addressed with improved validation. This issue is fixed in macOS Catalina 10.15.4. An application may be able to gain elevated privileges.,10.15.4,2020-10-22T18:15:12.893,2021-07-21T11:39:23.747,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Out-of-bounds Write,2021-03-01
CVE-2020-0264,Medium,2021,3,Android Security Bulletins,,CWE-190,"In libstagefright, there is a possible out of bounds write due to an integer overflow. This could lead to remote code execution with no additional execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-116718596",Android-11,2020-09-17T21:15:12.753,2021-07-21T11:39:23.747,cvssMetricV31,NETWORK,LOW,NONE,REQUIRED,HIGH,HIGH,HIGH,8.8,HIGH,Integer Overflow or Wraparound,2021-03-01
CVE-2020-0264,Medium,2021,3,Android Security Bulletins,,CWE-787,"In libstagefright, there is a possible out of bounds write due to an integer overflow. This could lead to remote code execution with no additional execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-116718596",Android-11,2020-09-17T21:15:12.753,2021-07-21T11:39:23.747,cvssMetricV31,NETWORK,LOW,NONE,REQUIRED,HIGH,HIGH,HIGH,8.8,HIGH,Out-of-bounds Write,2021-03-01
CVE-2020-0303,Medium,2021,3,Android Security Bulletins,,CWE-416,"In the Media extractor, there is a possible use after free due to improper locking. This could lead to remote code execution in the media extractor with no additional execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-148223229",Android-11,2020-09-17T21:15:13.923,2021-07-21T11:39:23.747,cvssMetricV31,NETWORK,LOW,NONE,REQUIRED,HIGH,HIGH,HIGH,8.8,HIGH,Use After Free,2021-03-01
CVE-2020-0303,Medium,2021,3,Android Security Bulletins,,CWE-667,"In the Media extractor, there is a possible use after free due to improper locking. This could lead to remote code execution in the media extractor with no additional execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-148223229",Android-11,2020-09-17T21:15:13.923,2021-07-21T11:39:23.747,cvssMetricV31,NETWORK,LOW,NONE,REQUIRED,HIGH,HIGH,HIGH,8.8,HIGH,Improper Locking,2021-03-01
CVE-2020-0321,Medium,2021,3,Android Security Bulletins,,CWE-787,"In the mp3 extractor, there is a possible out of bounds write due to uninitialized data. This could lead to remote code execution with no additional execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-155171907",Android-11,2020-09-17T21:15:14.487,2021-07-21T11:39:23.747,cvssMetricV31,NETWORK,LOW,NONE,REQUIRED,HIGH,HIGH,HIGH,8.8,HIGH,Out-of-bounds Write,2021-03-01
CVE-2020-0321,Medium,2021,3,Android Security Bulletins,,CWE-908,"In the mp3 extractor, there is a possible out of bounds write due to uninitialized data. This could lead to remote code execution with no additional execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-155171907",Android-11,2020-09-17T21:15:14.487,2021-07-21T11:39:23.747,cvssMetricV31,NETWORK,LOW,NONE,REQUIRED,HIGH,HIGH,HIGH,8.8,HIGH,Use of Uninitialized Resource,2021-03-01
CVE-2020-0125,Medium,2021,3,Android Security Bulletins,,CWE-125,"In mediadrm, there is a possible out of bounds read due to a missing bounds check. This could lead to local information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-137282168",Android-11,2020-09-17T21:15:12.613,2020-09-22T15:00:42.513,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM,Out-of-bounds Read,2021-03-01
CVE-2020-0274,Medium,2021,3,Android Security Bulletins,,NVD-CWE-Other,"In the OMX parser, there is a possible information disclosure due to a returned raw pointer. This could lead to local information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-120781925",Android-11,2020-09-17T21:15:13.067,2020-09-21T19:11:55.770,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM,,2021-03-01
CVE-2020-0328,Medium,2021,3,Android Security Bulletins,,CWE-125,"In the camera, there is a possible out of bounds read due to an integer overflow. This could lead to local information disclosure with System execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-150156131",Android-11,2020-09-17T21:15:14.830,2021-07-21T11:39:23.747,cvssMetricV31,LOCAL,LOW,HIGH,NONE,HIGH,NONE,NONE,4.4,MEDIUM,Out-of-bounds Read,2021-03-01
CVE-2020-0328,Medium,2021,3,Android Security Bulletins,,CWE-190,"In the camera, there is a possible out of bounds read due to an integer overflow. This could lead to local information disclosure with System execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-150156131",Android-11,2020-09-17T21:15:14.830,2021-07-21T11:39:23.747,cvssMetricV31,LOCAL,LOW,HIGH,NONE,HIGH,NONE,NONE,4.4,MEDIUM,Integer Overflow or Wraparound,2021-03-01
CVE-2020-0340,Medium,2021,3,Android Security Bulletins,,CWE-908,"In libcodec2_soft_mp3dec, there is a possible information disclosure due to uninitialized data. This could lead to remote information disclosure with no additional execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-144901522",Android-11,2020-09-17T21:15:15.363,2021-07-21T11:39:23.747,cvssMetricV31,NETWORK,LOW,NONE,REQUIRED,HIGH,NONE,NONE,6.5,MEDIUM,Use of Uninitialized Resource,2021-03-01
CVE-2020-0287,Medium,2021,3,Android Security Bulletins,,CWE-20,"In libmkvextractor, there is a possible resource exhaustion due to a missing bounds check. This could lead to remote denial of service with no additional execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-141860394",Android-11,2020-09-17T21:15:13.363,2021-07-21T11:39:23.747,cvssMetricV31,NETWORK,LOW,NONE,REQUIRED,NONE,NONE,HIGH,6.5,MEDIUM,Improper Input Validation,2021-03-01
CVE-2020-0301,Medium,2021,3,Android Security Bulletins,,CWE-20,"In libstagefright, there is a possible resource exhaustion due to improper input validation. This could lead to remote denial of service with no additional execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-124940460",Android-11,2020-09-17T21:15:13.847,2020-09-21T18:29:47.057,cvssMetricV31,NETWORK,LOW,NONE,REQUIRED,NONE,NONE,HIGH,6.5,MEDIUM,Improper Input Validation,2021-03-01
CVE-2020-0320,Medium,2021,3,Android Security Bulletins,,CWE-20,"In libstagefright, there is a possible resource exhaustion due to improper input validation. This could lead to remote denial of service with no additional execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-129282427",Android-11,2020-09-17T21:15:14.393,2020-09-22T13:12:05.003,cvssMetricV31,NETWORK,LOW,NONE,REQUIRED,NONE,NONE,HIGH,6.5,MEDIUM,Improper Input Validation,2021-03-01
CVE-2020-0332,Medium,2021,3,Android Security Bulletins,,NVD-CWE-Other,"In libstagefright, there is a possible dead loop due to an uncaught exception. This could lead to remote denial of service with no additional execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-124783982",Android-11,2020-09-17T21:15:15.033,2020-09-23T19:52:17.487,cvssMetricV31,NETWORK,LOW,NONE,REQUIRED,NONE,NONE,HIGH,6.5,MEDIUM,,2021-03-01
CVE-2020-0363,Medium,2021,3,Android Security Bulletins,,CWE-20,"In libmedia, there is a possible resource exhaustion due to improper input validation. This could lead to remote denial of service with no additional execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-132274514",Android-11,2020-09-17T21:15:16.613,2020-09-23T16:45:57.637,cvssMetricV31,NETWORK,LOW,NONE,REQUIRED,NONE,NONE,HIGH,6.5,MEDIUM,Improper Input Validation,2021-03-01
CVE-2020-0319,Medium,2021,3,Android Security Bulletins,,CWE-787,"In NFC, there is a possible out of bounds write due to a missing bounds check. This could lead to local escalation of privilege with System execution privileges and a Firmware compromise needed. User interaction is needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-137868765",Android-11,2020-09-18T16:15:16.720,2020-09-21T14:48:51.160,cvssMetricV31,LOCAL,LOW,NONE,REQUIRED,HIGH,HIGH,HIGH,7.8,HIGH,Out-of-bounds Write,2021-03-01
CVE-2020-0326,Medium,2021,3,Android Security Bulletins,,CWE-787,"In NFC, there is a possible out of bounds write due to uninitialized data. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-146453119",Android-11,2020-09-18T16:15:16.860,2021-07-21T11:39:23.747,cvssMetricV31,LOCAL,LOW,HIGH,NONE,HIGH,HIGH,HIGH,6.7,MEDIUM,Out-of-bounds Write,2021-03-01
CVE-2020-0326,Medium,2021,3,Android Security Bulletins,,CWE-908,"In NFC, there is a possible out of bounds write due to uninitialized data. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-146453119",Android-11,2020-09-18T16:15:16.860,2021-07-21T11:39:23.747,cvssMetricV31,LOCAL,LOW,HIGH,NONE,HIGH,HIGH,HIGH,6.7,MEDIUM,Use of Uninitialized Resource,2021-03-01
CVE-2020-0334,Medium,2021,3,Android Security Bulletins,,CWE-787,"In NFC, there is a possible out of bounds write due to a missing bounds check. This could lead to local escalation of privilege with System execution privileges and a Firmware compromise needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-147995915",Android-11,2020-09-18T16:15:17.080,2020-09-21T13:56:06.137,cvssMetricV31,LOCAL,LOW,HIGH,NONE,HIGH,HIGH,HIGH,6.7,MEDIUM,Out-of-bounds Write,2021-03-01
CVE-2020-0350,Medium,2021,3,Android Security Bulletins,,CWE-787,"In NFC, there is a possible out of bounds write due to a missing bounds check. This could lead to local escalation of privilege with System execution privileges and a Firmware compromise needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-139424089",Android-11,2020-09-18T16:15:17.377,2020-09-21T14:51:47.823,cvssMetricV31,LOCAL,LOW,HIGH,NONE,HIGH,HIGH,HIGH,6.7,MEDIUM,Out-of-bounds Write,2021-03-01
CVE-2020-0263,Medium,2021,3,Android Security Bulletins,,NVD-CWE-noinfo,"In the Accessibility service, there is a possible permission bypass due to an unsafe PendingIntent. This could lead to local information disclosure with User execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-154913130",Android-11,2020-09-18T16:15:14.720,2021-07-21T11:39:23.747,cvssMetricV31,LOCAL,LOW,LOW,NONE,NONE,NONE,HIGH,5.5,MEDIUM,,2021-03-01
CVE-2020-0282,Medium,2021,3,Android Security Bulletins,,CWE-125,"In NFC, there is a possible out of bounds read due to a missing bounds check. This could lead to remote information disclosure. System execution privileges, a Firmware compromise, and User interaction are needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-144506224",Android-11,2020-09-18T16:15:15.283,2020-09-21T14:11:36.137,cvssMetricV31,NETWORK,LOW,HIGH,REQUIRED,HIGH,NONE,NONE,4.5,MEDIUM,Out-of-bounds Read,2021-03-01
CVE-2020-0295,Medium,2021,3,Android Security Bulletins,,NVD-CWE-noinfo,"In Telecom, there is a possible permission bypass due to an unsafe PendingIntent. This could lead to local information disclosure with User execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-155650969",Android-11,2020-09-18T16:15:15.860,2021-07-21T11:39:23.747,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM,,2021-03-01
CVE-2020-0300,Medium,2021,3,Android Security Bulletins,,CWE-125,"In NFC, there is a possible out of bounds read due to uninitialized data. This could lead to remote information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-148736216",Android-11,2020-09-18T16:15:16.063,2021-07-21T11:39:23.747,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,NONE,NONE,7.5,HIGH,Out-of-bounds Read,2021-03-01
CVE-2020-0300,Medium,2021,3,Android Security Bulletins,,CWE-908,"In NFC, there is a possible out of bounds read due to uninitialized data. This could lead to remote information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-148736216",Android-11,2020-09-18T16:15:16.063,2021-07-21T11:39:23.747,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,NONE,NONE,7.5,HIGH,Use of Uninitialized Resource,2021-03-01
CVE-2020-0311,Medium,2021,3,Android Security Bulletins,,NVD-CWE-noinfo,"In InputManagerService, there is a possible permission bypass due to an unsafe PendingIntent. This could lead to local information disclosure with User execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-153878642",Android-11,2020-09-18T16:15:16.470,2021-07-21T11:39:23.747,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM,,2021-03-01
CVE-2020-0313,Medium,2021,3,Android Security Bulletins,,NVD-CWE-noinfo,"In NotificationManagerService, there is a possible permission bypass due to an unsafe PendingIntent. This could lead to local information disclosure with User execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-154917989",Android-11,2020-09-18T16:15:16.547,2021-07-21T11:39:23.747,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM,,2021-03-01
CVE-2020-0315,Medium,2021,3,Android Security Bulletins,,NVD-CWE-noinfo,"In Zen Mode, there is a possible permission bypass due to an unsafe PendingIntent. This could lead to local information disclosure with User execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-155642026",Android-11,2020-09-18T16:15:16.597,2021-07-21T11:39:23.747,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM,,2021-03-01
CVE-2020-0325,Medium,2021,3,Android Security Bulletins,,CWE-20,"In NFC, there is a missing bounds check. This could lead to local information disclosure with System execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-145079309",Android-11,2020-09-18T16:15:16.803,2021-07-21T11:39:23.747,cvssMetricV31,LOCAL,LOW,HIGH,NONE,HIGH,NONE,NONE,4.4,MEDIUM,Improper Input Validation,2021-03-01
CVE-2020-0204,Medium,2021,3,Android Security Bulletins,,CWE-367,"In InstallPackage of package.cpp, there is a possible bypass of a signature check due to a Time of Check/Time of Use condition. This could lead to local escalation of privilege by allowing a bypass of the initial zip file signature check for an OS update with no additional execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android-10Android ID: A-136498130",Android-10,2020-06-11T15:15:17.333,2020-06-15T15:44:52.243,cvssMetricV31,LOCAL,HIGH,NONE,REQUIRED,HIGH,HIGH,HIGH,7.0,HIGH,Time-of-check Time-of-use (TOCTOU) Race Condition,2021-03-01
CVE-2020-0156,Medium,2021,3,Android Security Bulletins,,CWE-125,"In NxpNfc::ioctl of NxpNfc.cpp, there is a possible out of bounds read due to a missing bounds check. This could lead to local information disclosure with User execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-10Android ID: A-139736127",Android-10,2020-06-11T15:15:14.037,2020-06-12T18:16:51.157,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM,Out-of-bounds Read,2021-03-01
CVE-2019-19071,Medium,2021,3,Android Security Bulletins,,CWE-401,"A memory leak in the rsi_send_beacon() function in drivers/net/wireless/rsi/rsi_91x_mgmt.c in the Linux kernel through 5.3.11 allows attackers to cause a denial of service (memory consumption) by triggering rsi_prepare_beacon() failures, aka CID-d563131ef23c.",5.3.11,2019-11-18T06:15:13.047,2023-11-07T03:07:27.953,cvssMetricV31,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH,7.5,HIGH,Missing Release of Memory after Effective Lifetime,2021-03-01
CVE-2019-19529,Medium,2021,3,Android Security Bulletins,,CWE-416,"In the Linux kernel before 5.3.11, there is a use-after-free bug that can be caused by a malicious USB device in the drivers/net/can/usb/mcba_usb.c driver, aka CID-4d6636498c41.",5.3.11,2019-12-03T16:15:13.127,2020-08-12T14:17:51.163,cvssMetricV31,PHYSICAL,HIGH,LOW,NONE,HIGH,HIGH,HIGH,6.3,MEDIUM,Use After Free,2021-03-01
CVE-2020-0432,Medium,2021,3,Android Security Bulletins,,CWE-190,"In skb_to_mamac of networking.c, there is a possible out of bounds write due to an integer overflow. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-143560807",,2020-09-17T19:15:13.237,2022-04-28T18:33:20.047,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Integer Overflow or Wraparound,2021-03-01
CVE-2020-0432,Medium,2021,3,Android Security Bulletins,,CWE-787,"In skb_to_mamac of networking.c, there is a possible out of bounds write due to an integer overflow. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-143560807",,2020-09-17T19:15:13.237,2022-04-28T18:33:20.047,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Out-of-bounds Write,2021-03-01
CVE-2019-14896,Medium,2021,3,Android Security Bulletins,,CWE-122,"A heap-based buffer overflow vulnerability was found in the Linux kernel, version kernel-2.6.32, in Marvell WiFi chip driver. A remote attacker could cause a denial of service (system crash) or, possibly execute arbitrary code, when the lbs_ibss_join_existing function is called after a STA connects to an AP.",2.6.32,2019-11-27T09:15:11.107,2023-02-12T23:36:46.337,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Heap-based Buffer Overflow,2021-03-01
CVE-2019-14896,Medium,2021,3,Android Security Bulletins,,CWE-787,"A heap-based buffer overflow vulnerability was found in the Linux kernel, version kernel-2.6.32, in Marvell WiFi chip driver. A remote attacker could cause a denial of service (system crash) or, possibly execute arbitrary code, when the lbs_ibss_join_existing function is called after a STA connects to an AP.",2.6.32,2019-11-27T09:15:11.107,2023-02-12T23:36:46.337,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Out-of-bounds Write,2021-03-01
CVE-2019-14901,Medium,2021,3,Android Security Bulletins,,CWE-122,"A heap overflow flaw was found in the Linux kernel, all versions 3.x.x and 4.x.x before 4.18.0, in Marvell WiFi chip driver. The vulnerability allows a remote attacker to cause a system crash, resulting in a denial of service, or execute arbitrary code. The highest threat with this vulnerability is with the availability of the system. If code execution occurs, the code will run with the permissions of root. This will affect both confidentiality and integrity of files on the system.",4.18.0,2019-11-29T15:15:11.090,2023-02-12T23:37:01.007,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Heap-based Buffer Overflow,2021-03-01
CVE-2019-14901,Medium,2021,3,Android Security Bulletins,,CWE-400,"A heap overflow flaw was found in the Linux kernel, all versions 3.x.x and 4.x.x before 4.18.0, in Marvell WiFi chip driver. The vulnerability allows a remote attacker to cause a system crash, resulting in a denial of service, or execute arbitrary code. The highest threat with this vulnerability is with the availability of the system. If code execution occurs, the code will run with the permissions of root. This will affect both confidentiality and integrity of files on the system.",4.18.0,2019-11-29T15:15:11.090,2023-02-12T23:37:01.007,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Uncontrolled Resource Consumption,2021-03-01
CVE-2019-14901,Medium,2021,3,Android Security Bulletins,,CWE-787,"A heap overflow flaw was found in the Linux kernel, all versions 3.x.x and 4.x.x before 4.18.0, in Marvell WiFi chip driver. The vulnerability allows a remote attacker to cause a system crash, resulting in a denial of service, or execute arbitrary code. The highest threat with this vulnerability is with the availability of the system. If code execution occurs, the code will run with the permissions of root. This will affect both confidentiality and integrity of files on the system.",4.18.0,2019-11-29T15:15:11.090,2023-02-12T23:37:01.007,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Out-of-bounds Write,2021-03-01
CVE-2019-14895,Medium,2021,3,Android Security Bulletins,,CWE-122,"A heap-based buffer overflow was discovered in the Linux kernel, all versions 3.x.x and 4.x.x before 4.18.0, in Marvell WiFi chip driver. The flaw could occur when the station attempts a connection negotiation during the handling of the remote devices country settings. This could allow the remote device to cause a denial of service (system crash) or possibly execute arbitrary code.",4.18.0,2019-11-29T14:15:11.177,2023-02-12T23:36:37.470,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Heap-based Buffer Overflow,2021-03-01
CVE-2019-14895,Medium,2021,3,Android Security Bulletins,,CWE-787,"A heap-based buffer overflow was discovered in the Linux kernel, all versions 3.x.x and 4.x.x before 4.18.0, in Marvell WiFi chip driver. The flaw could occur when the station attempts a connection negotiation during the handling of the remote devices country settings. This could allow the remote device to cause a denial of service (system crash) or possibly execute arbitrary code.",4.18.0,2019-11-29T14:15:11.177,2023-02-12T23:36:37.470,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Out-of-bounds Write,2021-03-01
CVE-2020-8649,Medium,2021,3,Android Security Bulletins,,CWE-416,There is a use-after-free vulnerability in the Linux kernel through 5.5.2 in the vgacon_invert_region function in drivers/video/console/vgacon.c.,5.5.2,2020-02-06T01:15:10.937,2021-12-30T20:44:42.043,cvssMetricV31,PHYSICAL,LOW,LOW,NONE,HIGH,NONE,HIGH,5.9,MEDIUM,Use After Free,2021-03-01
CVE-2019-19535,Medium,2021,3,Android Security Bulletins,,CWE-908,"In the Linux kernel before 5.2.9, there is an info-leak bug that can be caused by a malicious USB device in the drivers/net/can/usb/peak_usb/pcan_usb_fd.c driver, aka CID-30a8beeb3042.",5.2.9,2019-12-03T16:15:13.487,2022-04-26T17:02:42.163,cvssMetricV31,PHYSICAL,LOW,NONE,NONE,HIGH,NONE,NONE,4.6,MEDIUM,Use of Uninitialized Resource,2021-03-01
CVE-2019-19535,Medium,2021,3,Android Security Bulletins,,CWE-909,"In the Linux kernel before 5.2.9, there is an info-leak bug that can be caused by a malicious USB device in the drivers/net/can/usb/peak_usb/pcan_usb_fd.c driver, aka CID-30a8beeb3042.",5.2.9,2019-12-03T16:15:13.487,2022-04-26T17:02:42.163,cvssMetricV31,PHYSICAL,LOW,NONE,NONE,HIGH,NONE,NONE,4.6,MEDIUM,Missing Initialization of Resource,2021-03-01
CVE-2020-25220,Medium,2021,3,Android Security Bulletins,,CWE-416,"The Linux kernel 4.9.x before 4.9.233, 4.14.x before 4.14.194, and 4.19.x before 4.19.140 has a use-after-free because skcd->no_refcnt was not considered during a backport of a CVE-2020-14356 patch. This is related to the cgroups feature.","4.9, 4.9.233, 4.14, 4.14.194, 4.19, 4.19.140",2020-09-10T02:15:11.550,2021-01-20T14:25:46.737,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Use After Free,2021-03-01
CVE-2019-9456,Medium,2021,3,Android Security Bulletins,,CWE-787,In the Android kernel in Pixel C USB monitor driver there is a possible OOB write due to a missing bounds check. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation.,,2019-09-06T22:15:13.787,2022-10-14T01:39:43.630,cvssMetricV31,LOCAL,LOW,HIGH,NONE,HIGH,HIGH,HIGH,6.7,MEDIUM,Out-of-bounds Write,2021-03-01
CVE-2018-18397,Medium,2021,3,Android Security Bulletins,,CWE-863,"The userfaultfd implementation in the Linux kernel before 4.19.7 mishandles access control for certain UFFDIO_ ioctl calls, as demonstrated by allowing local users to write data into holes in a tmpfs file (if the user has read-only access to that file, and that file contains holes), related to fs/userfaultfd.c and mm/userfaultfd.c.",4.19.7,2018-12-12T10:29:00.240,2020-08-24T17:37:01.140,cvssMetricV30,LOCAL,LOW,LOW,NONE,NONE,HIGH,NONE,5.5,MEDIUM,Incorrect Authorization,2021-03-01
CVE-2018-19985,Medium,2021,3,Android Security Bulletins,,CWE-125,"The function hso_get_config_data in drivers/net/usb/hso.c in the Linux kernel through 4.19.8 reads if_num from the USB device (as a u8) and uses it to index a small array, resulting in an object out-of-bounds (OOB) read that potentially allows arbitrary read in the kernel address space.",4.19.8,2019-03-21T16:00:33.373,2019-09-03T00:15:13.080,cvssMetricV30,PHYSICAL,LOW,NONE,NONE,HIGH,NONE,NONE,4.6,MEDIUM,Out-of-bounds Read,2021-03-01
CVE-2018-20511,Medium,2021,3,Android Security Bulletins,,CWE-200,An issue was discovered in the Linux kernel before 4.18.11. The ipddp_ioctl function in drivers/net/appletalk/ipddp.c allows local users to obtain sensitive kernel address information by leveraging CAP_NET_ADMIN to read the ipddp_route dev and next fields via an SIOCFINDIPDDPRT ioctl call.,4.18.11,2018-12-27T14:29:00.457,2019-04-01T21:29:29.497,cvssMetricV30,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM,Exposure of Sensitive Information to an Unauthorized Actor,2021-03-01
CVE-2019-9465,Critical,2021,4,Android Security Bulletins,,NVD-CWE-noinfo,"In the Titan M handling of cryptographic operations, there is a possible information disclosure due to an unusual root cause. This could lead to local information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation. Product: Android Versions: Android-10 Android ID: A-133258003",Android-10,2020-01-07T19:15:11.087,2020-08-24T17:37:01.140,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM,,2021-04-01
CVE-2019-9345,High,2021,4,Android Security Bulletins,,NVD-CWE-noinfo,In the Android kernel in sdcardfs there is a possible violation of the separation of data between profiles due to shared mapping of obb files. This could lead to local escalation of privilege with User execution privileges needed. User interaction is needed for exploitation.,,2019-09-06T22:15:12.520,2020-08-24T17:37:01.140,cvssMetricV30,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,,2021-04-01
CVE-2020-0261,High,2021,4,Android Security Bulletins,,NVD-CWE-noinfo,"In C2 flame devices, there is a possible bypass of seccomp due to a missing configuration file. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-146059841",,2020-08-13T16:15:13.170,2021-07-21T11:39:23.747,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,,2021-04-01
CVE-2020-0479,Medium,2021,4,Android Security Bulletins,,CWE-863,"In callUnchecked of DocumentsProvider.java, there is a possible permissions bypass. This could lead to local escalation of privilege allowing a malicious app to access files available to the DocumentProvider without user permission, with no additional execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-157294893",Android-11,2020-12-15T16:15:13.447,2020-12-16T14:51:44.027,cvssMetricV31,LOCAL,LOW,NONE,REQUIRED,HIGH,HIGH,HIGH,7.8,HIGH,Incorrect Authorization,2021-04-01
