CVE,Year,Month,Patches,Affected Versions,Date_huawei,ID_asb,year_asb,month_asb,spl_type_asb,date_asb,bug_asb,link_asb,Type_asb,Severity,vul_true_asb,component_asb,devices_asb,NVD_descriptions,android_versions,NVD_published,NVD_last_modified,cwe,NVD_version,attack_vector,attack_complexity,privileges_required,user_interaction,confidentiality_impact,integrity_impact,availability_impact,base_score,base_severity,cwe_info,Date_asb
CVE-2019-2204,2020,1,Android Security Bulletins,,2020-01-01,1141,2019,11,11/1/19,,A-138442295,https://android.googlesource.com/platform/external/v8/+/8cd0e2fba8b916e268bc48a04b6ab19a4e523a04,RCE,Critical,9,,,"In FindSharedFunctionInfo of objects.cc, there is a possible out of bounds read due to a mistake in AST traversal. This could lead to remote code execution in the pacprocessor with no additional execution privileges needed. User interaction is not needed for exploitation. Product: Android Versions: Android-8.1, Android-9 Android ID: A-138442295","Android-8, Android-9",2019-11-13T18:15:11.717,2020-01-08T19:15:12.437,CWE-125,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Out-of-bounds Read,2019-11-01
CVE-2019-2214,2019,11,Android Security Bulletins,,2019-11-01,1153,2019,11,11/5/19,,"A-136210786,",https://lore.kernel.org/driverdev-devel/20190709110923.220736-1-maco@android.com/,EoP,High,,binder driver,,"In binder_transaction of binder.c, there is a possible out of bounds write due to a missing bounds check. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-136210786References: Upstream kernel",,2019-11-13T18:15:12.233,2022-04-18T15:46:19.163,CWE-787,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Out-of-bounds Write,2019-11-01
CVE-2019-2213,2019,11,Android Security Bulletins,,2019-11-01,1152,2019,11,11/5/19,,"A-133758011,",https://lore.kernel.org/patchwork/patch/1087916/,EoP,High,,binder driver,,"In binder_free_transaction of binder.c, there is a possible use-after-free due to a race condition. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-133758011References: Upstream kernel",,2019-11-13T18:15:12.170,2021-07-21T11:39:23.747,CWE-362,cvssMetricV31,LOCAL,HIGH,NONE,NONE,HIGH,HIGH,HIGH,7.4,HIGH,Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition'),2019-11-01
CVE-2019-2213,2019,11,Android Security Bulletins,,2019-11-01,1152,2019,11,11/5/19,,"A-133758011,",https://lore.kernel.org/patchwork/patch/1087916/,EoP,High,,binder driver,,"In binder_free_transaction of binder.c, there is a possible use-after-free due to a race condition. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-133758011References: Upstream kernel",,2019-11-13T18:15:12.170,2021-07-21T11:39:23.747,CWE-416,cvssMetricV31,LOCAL,HIGH,NONE,NONE,HIGH,HIGH,HIGH,7.4,HIGH,Use After Free,2019-11-01
CVE-2019-2213,2019,11,Android Security Bulletins,,2019-11-01,1152,2019,11,11/5/19,,"A-133758011,",https://lore.kernel.org/patchwork/patch/1087916/,EoP,High,,binder driver,,"In binder_free_transaction of binder.c, there is a possible use-after-free due to a race condition. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-133758011References: Upstream kernel",,2019-11-13T18:15:12.170,2021-07-21T11:39:23.747,CWE-362,cvssMetricV31,LOCAL,HIGH,NONE,NONE,HIGH,HIGH,HIGH,7.4,HIGH,Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition'),2019-11-01
CVE-2019-2213,2019,11,Android Security Bulletins,,2019-11-01,1152,2019,11,11/5/19,,"A-133758011,",https://lore.kernel.org/patchwork/patch/1087916/,EoP,High,,binder driver,,"In binder_free_transaction of binder.c, there is a possible use-after-free due to a race condition. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-133758011References: Upstream kernel",,2019-11-13T18:15:12.170,2021-07-21T11:39:23.747,CWE-416,cvssMetricV31,LOCAL,HIGH,NONE,NONE,HIGH,HIGH,HIGH,7.4,HIGH,Use After Free,2019-11-01
CVE-2019-2212,2019,11,Android Security Bulletins,,2019-11-01,1146,2019,11,11/1/19,,A-139690488,"https://android.googlesource.com/platform/external/libcxx/+/4cebe6f1f01a34546b3b843b5267619a61bd7d39,https://android.googlesource.com/platform/external/libcxx/+/a16cd9df50f22ccf65cf27eddc0403791116c75a,https://android.googlesource.com/platform/external/libcxx/+/8260b5d56f6880a29b57f73b7f4866e47e9e4818",ID,High,"8.0, 8.1, 9, 10",,,"In poisson_distribution of random, there is an out of bounds read. This could lead to local information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-8.0 Android-8.1 Android-9 Android-10Android ID: A-139690488","Android-8, Android-8, Android-9, Android-10",2019-11-13T18:15:12.107,2020-08-24T17:37:01.140,CWE-125,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM,Out-of-bounds Read,2019-11-01
CVE-2019-2211,2019,11,Android Security Bulletins,,2019-11-01,1136,2019,11,11/1/19,,A-135269669,"https://android.googlesource.com/platform/packages/providers/TvProvider/+/4979d2270d6de469609345ed63b3737524f20286,https://android.googlesource.com/platform/packages/providers/TvProvider/+/320d22948ad7ad74da79ae6b839accc7b5b9e8f8",ID,High,"8.0, 8.1, 9, 10",,,"In createProjectionMapForQuery of TvProvider.java, there is possible SQL injection. This could lead to local information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-8.0 Android-8.1 Android-9 Android-10Android ID: A-135269669","Android-8, Android-8, Android-9, Android-10",2019-11-13T18:15:12.060,2019-11-14T21:36:18.167,CWE-89,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,NONE,NONE,7.5,HIGH,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),2019-11-01
CVE-2019-2209,2019,11,Android Security Bulletins,,2019-11-01,1148,2019,11,11/1/19,,A-139287605,https://android.googlesource.com/platform/packages/apps/Bluetooth/+/5a426f6ed5620a39388aa78ed1d01c465f47958c,ID,High,"8.0, 8.1, 9, 10",,,"In BTA_DmPinReply of bta_dm_api.cc, there is a possible out of bounds read due to an incorrect bounds check. This could lead to local information disclosure with User execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-8.0 Android-8.1 Android-9 Android-10Android ID: A-139287605","Android-8, Android-8, Android-9, Android-10",2019-11-13T18:15:12.000,2019-11-15T14:37:55.923,CWE-125,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM,Out-of-bounds Read,2019-11-01
CVE-2019-2208,2019,11,Android Security Bulletins,,2019-11-01,1147,2019,11,11/1/19,,A-138441919,https://android.googlesource.com/platform/external/v8/+/27798e9cc15435ca3e70df3ac4a201452ad08736,ID,High,9,,,"In PromiseBuiltinsAssembler::NewPromiseCapability of builtins-promise.cc, there is a possible out of bounds read in v8 JIT code due to a bug in code generation. This could lead to remote information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation. Product: Android Versions: Android-8.1, Android-9 Android ID: A-138441919","Android-8, Android-9",2019-11-13T18:15:11.953,2020-08-24T17:37:01.140,CWE-125,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,NONE,NONE,7.5,HIGH,Out-of-bounds Read,2019-11-01
CVE-2019-2208,2020,1,Android Security Bulletins,,2020-01-01,1147,2019,11,11/1/19,,A-138441919,https://android.googlesource.com/platform/external/v8/+/27798e9cc15435ca3e70df3ac4a201452ad08736,ID,High,9,,,"In PromiseBuiltinsAssembler::NewPromiseCapability of builtins-promise.cc, there is a possible out of bounds read in v8 JIT code due to a bug in code generation. This could lead to remote information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation. Product: Android Versions: Android-8.1, Android-9 Android ID: A-138441919","Android-8, Android-9",2019-11-13T18:15:11.953,2020-08-24T17:37:01.140,CWE-125,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,NONE,NONE,7.5,HIGH,Out-of-bounds Read,2019-11-01
CVE-2019-2207,2019,11,Android Security Bulletins,,2019-11-01,1145,2019,11,11/1/19,,A-124524315,https://android.googlesource.com/platform/system/nfc/+/6b2d0bb5460d92abcd5b5b95b269ba2348039cd1,EoP,High,"8.0, 8.1, 9, 10",,,"In nfa_hci_handle_admin_gate_rsp of nfa_hci_act.cc, there is a possible out of bound write due to missing bounds checks. This could lead to local escalation of privilege with system execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-8.0 Android-8.1 Android-9 Android-10Android ID: A-124524315","Android-8, Android-8, Android-9, Android-10",2019-11-13T18:15:11.890,2019-11-15T13:16:13.280,CWE-787,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Out-of-bounds Write,2019-11-01
CVE-2019-2203,2019,11,Android Security Bulletins,,2019-11-01,1140,2019,11,11/1/19,,A-137370777,https://android.googlesource.com/platform/hardware/interfaces/+/db34519cd6559fba3973a2fa38674dbe6e9f7c8e,EoP,High,"8.0, 8.1, 9, 10",,,"In CryptoPlugin::decrypt of CryptoPlugin.cpp, there is a possible out of bounds write due to a heap buffer overflow. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-8.0 Android-8.1 Android-9 Android-10Android ID: A-137370777","Android-8, Android-8, Android-9, Android-10",2019-11-13T18:15:11.657,2019-11-15T13:26:21.213,CWE-787,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Out-of-bounds Write,2019-11-01
CVE-2019-2202,2019,11,Android Security Bulletins,,2019-11-01,1139,2019,11,11/1/19,,A-137283376,https://android.googlesource.com/platform/frameworks/av/+/e732ffadfe369811e85e6362fd7ffa6a9d789f73,EoP,High,"9, 10",,,"In CryptoPlugin::decrypt of CryptoPlugin.cpp, there is a possible out of bounds write due to a heap buffer overflow. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-9 Android-10Android ID: A-137283376","Android-9, Android-10",2019-11-13T18:15:11.593,2019-11-15T13:25:05.537,CWE-787,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Out-of-bounds Write,2019-11-01
CVE-2019-2201,2019,11,Android Security Bulletins,,2019-11-01,1138,2019,11,11/1/19,,A-120551338,https://android.googlesource.com/platform/external/libjpeg-turbo/+/d3db2a2634c422286f75c4b38af98837f3d2f0ff,RCE,High,"8.0, 8.1, 9, 10",,,"In generate_jsimd_ycc_rgb_convert_neon of jsimd_arm64_neon.S, there is a possible out of bounds write due to a missing bounds check. This could lead to remote code execution in an unprivileged process with no additional execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android-8.0 Android-8.1 Android-9 Android-10Android ID: A-120551338","Android-8, Android-8, Android-9, Android-10",2019-11-13T18:15:11.530,2023-11-07T03:09:23.903,CWE-787,cvssMetricV31,LOCAL,LOW,NONE,REQUIRED,HIGH,HIGH,HIGH,7.8,HIGH,Out-of-bounds Write,2019-11-01
CVE-2019-2197,2019,11,Android Security Bulletins,,2019-11-01,1137,2019,11,11/1/19,,A-138529441,https://android.googlesource.com/platform/frameworks/base/+/a57034dfe0afd6d7e6877520fcaa1728e6be90a1,ID,High,"8.0, 8.1, 9, 10",,,"In processPhonebookAccess of CachedBluetoothDevice.java, there is a possible permission bypass due to an insecure default value. This could lead to local information disclosure of the user's contact list with no additional execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android-8.0 Android-8.1 Android-9 Android-10Android ID: A-138529441","Android-8, Android-8, Android-9, Android-10",2019-11-13T18:15:11.373,2021-07-21T11:39:23.747,CWE-1188,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM,Initialization of a Resource with an Insecure Default,2019-11-01
CVE-2019-2195,2019,11,Android Security Bulletins,,2019-11-01,1134,2019,11,11/1/19,,A-139186193,https://android.googlesource.com/platform/external/sqlite/+/0ac06cc4c607ffc5ee85077ffd059633f3b8c050,EoP,High,"8.0, 8.1, 9, 10",,,"In tokenize of sqlite3_android.cpp, there is a possible attacker controlled INSERT statement due to improper input validation. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-8.0 Android-8.1 Android-9 Android-10Android ID: A-139186193","Android-8, Android-8, Android-9, Android-10",2019-11-13T18:15:11.250,2021-07-21T11:39:23.747,CWE-20,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Improper Input Validation,2019-11-01
CVE-2019-2195,2019,11,Android Security Bulletins,,2019-11-01,1134,2019,11,11/1/19,,A-139186193,https://android.googlesource.com/platform/external/sqlite/+/0ac06cc4c607ffc5ee85077ffd059633f3b8c050,EoP,High,"8.0, 8.1, 9, 10",,,"In tokenize of sqlite3_android.cpp, there is a possible attacker controlled INSERT statement due to improper input validation. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-8.0 Android-8.1 Android-9 Android-10Android ID: A-139186193","Android-8, Android-8, Android-9, Android-10",2019-11-13T18:15:11.250,2021-07-21T11:39:23.747,CWE-89,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),2019-11-01
CVE-2019-2195,2019,11,Android Security Bulletins,,2019-11-01,1134,2019,11,11/1/19,,A-139186193,https://android.googlesource.com/platform/external/sqlite/+/0ac06cc4c607ffc5ee85077ffd059633f3b8c050,EoP,High,"8.0, 8.1, 9, 10",,,"In tokenize of sqlite3_android.cpp, there is a possible attacker controlled INSERT statement due to improper input validation. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-8.0 Android-8.1 Android-9 Android-10Android ID: A-139186193","Android-8, Android-8, Android-9, Android-10",2019-11-13T18:15:11.250,2021-07-21T11:39:23.747,CWE-20,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Improper Input Validation,2019-11-01
CVE-2019-2195,2019,11,Android Security Bulletins,,2019-11-01,1134,2019,11,11/1/19,,A-139186193,https://android.googlesource.com/platform/external/sqlite/+/0ac06cc4c607ffc5ee85077ffd059633f3b8c050,EoP,High,"8.0, 8.1, 9, 10",,,"In tokenize of sqlite3_android.cpp, there is a possible attacker controlled INSERT statement due to improper input validation. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-8.0 Android-8.1 Android-9 Android-10Android ID: A-139186193","Android-8, Android-8, Android-9, Android-10",2019-11-13T18:15:11.250,2021-07-21T11:39:23.747,CWE-89,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),2019-11-01
CVE-2019-2193,2019,11,Android Security Bulletins,,2019-11-01,1133,2019,11,11/1/19,,A-132261064,"https://android.googlesource.com/platform/frameworks/base/+/1302073b4c9469fb088294819298f0800593780f,https://android.googlesource.com/platform/packages/apps/ManagedProvisioning/+/35f3b86ec9017afec0b1cf53cc366381b31b09e6",EoP,High,"8.0, 8.1, 9, 10",,,"In WelcomeActivity.java and related files, there is a possible permissions bypass due to a partially provisioned Device Policy Client. This could lead to local escalation of privilege, leaving an Admin app installed with no indication to the user, with User execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-8.0 Android-8.1 Android-9 Android-10Android ID: A-132261064","Android-8, Android-8, Android-9, Android-10",2019-11-13T18:15:11.203,2019-11-15T18:55:07.220,CWE-269,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Improper Privilege Management,2019-11-01
CVE-2019-2192,2019,11,Android Security Bulletins,,2019-11-01,1132,2019,11,11/1/19,,A-138441555,https://android.googlesource.com/platform/frameworks/base/+/ce472cd14f7262a0f5b3ffe656af05ed673c8e08,EoP,High,"9, 10",,,"In call of SliceProvider.java, there is a possible permissions bypass due to improper input validation. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-9 Android-10Android ID: A-138441555","Android-9, Android-10",2019-11-13T18:15:11.140,2019-11-15T18:59:09.883,CWE-20,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Improper Input Validation,2019-11-01
CVE-2019-11833,2019,11,Android Security Bulletins,,2019-11-01,1154,2019,11,11/5/19,,"A-133041647,",https://lore.kernel.org/patchwork/patch/1086060/,ID,Moderate,,ext4 filesystem,,"fs/ext4/extents.c in the Linux kernel through 5.1.2 does not zero out the unused memory region in the extent tree block, which might allow local users to obtain sensitive information by reading uninitialized data in the filesystem.",5.1.2,2019-05-15T13:29:00.197,2023-11-07T03:03:17.040,CWE-908,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM,Use of Uninitialized Resource,2019-11-01
CVE-2019-2232,2019,12,Android Security Bulletins,,2019-12-01,973,2019,12,12/1/19,,A-140632678,https://android.googlesource.com/platform/frameworks/base/+/4ce901e4058d93336dca3413dc53b81bbdf9d3e8,DoS,Critical,"8.0, 8.1, 9, 10",,,"In handleRun of TextLine.java, there is a possible application crash due to improper input validation. This could lead to remote denial of service when processing Unicode with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-8.0 Android-8.1 Android-9 Android-10Android ID: A-140632678","Android-8, Android-8, Android-9, Android-10",2019-12-06T23:15:12.990,2021-07-21T11:39:23.747,CWE-20,cvssMetricV31,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH,7.5,HIGH,Improper Input Validation,2019-12-01
CVE-2019-2232,2019,12,Android Security Bulletins,,2019-12-01,973,2019,12,12/1/19,,A-140632678,https://android.googlesource.com/platform/frameworks/base/+/4ce901e4058d93336dca3413dc53b81bbdf9d3e8,DoS,Critical,"8.0, 8.1, 9, 10",,,"In handleRun of TextLine.java, there is a possible application crash due to improper input validation. This could lead to remote denial of service when processing Unicode with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-8.0 Android-8.1 Android-9 Android-10Android ID: A-140632678","Android-8, Android-8, Android-9, Android-10",2019-12-06T23:15:12.990,2021-07-21T11:39:23.747,CWE-682,cvssMetricV31,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH,7.5,HIGH,Incorrect Calculation,2019-12-01
CVE-2019-2232,2019,12,Android Security Bulletins,,2019-12-01,973,2019,12,12/1/19,,A-140632678,https://android.googlesource.com/platform/frameworks/base/+/4ce901e4058d93336dca3413dc53b81bbdf9d3e8,DoS,Critical,"8.0, 8.1, 9, 10",,,"In handleRun of TextLine.java, there is a possible application crash due to improper input validation. This could lead to remote denial of service when processing Unicode with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-8.0 Android-8.1 Android-9 Android-10Android ID: A-140632678","Android-8, Android-8, Android-9, Android-10",2019-12-06T23:15:12.990,2021-07-21T11:39:23.747,CWE-20,cvssMetricV31,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH,7.5,HIGH,Improper Input Validation,2019-12-01
CVE-2019-2232,2019,12,Android Security Bulletins,,2019-12-01,973,2019,12,12/1/19,,A-140632678,https://android.googlesource.com/platform/frameworks/base/+/4ce901e4058d93336dca3413dc53b81bbdf9d3e8,DoS,Critical,"8.0, 8.1, 9, 10",,,"In handleRun of TextLine.java, there is a possible application crash due to improper input validation. This could lead to remote denial of service when processing Unicode with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-8.0 Android-8.1 Android-9 Android-10Android ID: A-140632678","Android-8, Android-8, Android-9, Android-10",2019-12-06T23:15:12.990,2021-07-21T11:39:23.747,CWE-682,cvssMetricV31,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH,7.5,HIGH,Incorrect Calculation,2019-12-01
CVE-2019-2222,2019,12,Android Security Bulletins,,2019-12-01,979,2019,12,12/1/19,,A-140322595,https://android.googlesource.com/platform/external/libhevc/+/70940fbabd4493ee8d22f8e800f905dfa22e21bf,"RCE, RCE","Moderate, Critical",10,,,"n ihevcd_parse_slice_data of ihevcd_parse_slice.c, there is a possible out of bounds write due to a missing bounds check. This could lead to remote code execution with no additional execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android-8.0 Android-8.1 Android-9 Android-10Android ID: A-140322595","Android-8, Android-8, Android-9, Android-10",2019-12-06T23:15:12.177,2019-12-09T14:25:26.433,CWE-787,cvssMetricV31,LOCAL,LOW,NONE,REQUIRED,HIGH,HIGH,HIGH,7.8,HIGH,Out-of-bounds Write,2019-12-01
CVE-2019-2223,2019,12,Android Security Bulletins,,2019-12-01,980,2019,12,12/1/19,,A-140692129,https://android.googlesource.com/platform/external/libhevc/+/42f70ae4ef53a5fb663e43725000bacb5dc41d9c,"RCE, RCE","Moderate, Critical",10,,,"In ihevcd_ref_list of ihevcd_ref_list.c, there is a possible out of bounds write due to a missing bounds check. This could lead to remote code execution with no additional execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android-8.0 Android-8.1 Android-9 Android-10Android ID: A-140692129","Android-8, Android-8, Android-9, Android-10",2019-12-06T23:15:12.257,2019-12-09T14:21:38.813,CWE-787,cvssMetricV31,LOCAL,LOW,NONE,REQUIRED,HIGH,HIGH,HIGH,7.8,HIGH,Out-of-bounds Write,2019-12-01
CVE-2019-2220,2019,12,Android Security Bulletins,,2019-12-01,977,2019,12,12/1/19,,A-138636979,"https://android.googlesource.com/platform/frameworks/av/+/b0de569edd2d27b8dae9e3048f9c131b6ebc2d45,https://android.googlesource.com/platform/frameworks/base/+/873e19f63f97dbb74db499c1145a1102b1ce8fda",ID,High,"9, 10",,,"In checkOperation of AppOpsService.java, there is a possible bypass of user interaction requirements due to mishandling application suspend. This could lead to local information disclosure no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-9 Android-10Android ID: A-138636979","Android-9, Android-10",2019-12-06T23:15:12.053,2021-07-21T11:39:23.747,NVD-CWE-noinfo,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM,,2019-12-01
CVE-2019-2217,2019,12,Android Security Bulletins,,2019-12-01,975,2019,12,12/1/19,,A-141003796,https://android.googlesource.com/platform/frameworks/native/+/b1c1a377a84e06dd8ad17ddebbe30ddd1efa983f,EoP,High,10,,,"In setCpuVulkanInUse of GpuStats.cpp, there is possible memory corruption due to a use after free. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-10Android ID: A-141003796",Android-10,2019-12-06T23:15:11.867,2021-07-21T11:39:23.747,CWE-416,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Use After Free,2019-12-01
CVE-2019-2217,2019,12,Android Security Bulletins,,2019-12-01,975,2019,12,12/1/19,,A-141003796,https://android.googlesource.com/platform/frameworks/native/+/b1c1a377a84e06dd8ad17ddebbe30ddd1efa983f,EoP,High,10,,,"In setCpuVulkanInUse of GpuStats.cpp, there is possible memory corruption due to a use after free. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-10Android ID: A-141003796",Android-10,2019-12-06T23:15:11.867,2021-07-21T11:39:23.747,CWE-787,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Out-of-bounds Write,2019-12-01
CVE-2019-2217,2019,12,Android Security Bulletins,,2019-12-01,975,2019,12,12/1/19,,A-141003796,https://android.googlesource.com/platform/frameworks/native/+/b1c1a377a84e06dd8ad17ddebbe30ddd1efa983f,EoP,High,10,,,"In setCpuVulkanInUse of GpuStats.cpp, there is possible memory corruption due to a use after free. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-10Android ID: A-141003796",Android-10,2019-12-06T23:15:11.867,2021-07-21T11:39:23.747,CWE-416,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Use After Free,2019-12-01
CVE-2019-2217,2019,12,Android Security Bulletins,,2019-12-01,975,2019,12,12/1/19,,A-141003796,https://android.googlesource.com/platform/frameworks/native/+/b1c1a377a84e06dd8ad17ddebbe30ddd1efa983f,EoP,High,10,,,"In setCpuVulkanInUse of GpuStats.cpp, there is possible memory corruption due to a use after free. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-10Android ID: A-141003796",Android-10,2019-12-06T23:15:11.867,2021-07-21T11:39:23.747,CWE-787,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Out-of-bounds Write,2019-12-01
CVE-2019-2218,2019,12,Android Security Bulletins,,2019-12-01,976,2019,12,12/1/19,,A-141169173,https://android.googlesource.com/platform/frameworks/base/+/dedeee88f4c5f2f8c646a73f0dd09e277bdb1dcd,EoP,High,"8.0, 8.1, 9, 10",,,"In createSessionInternal of PackageInstallerService.java, there is a possible improper permission grant due to a missing permission check. This could lead to local escalation of privilege by installing malicious packages with User execution privileges needed. User interaction is not needed for exploitation. Product: Android Versions: Android-8.0, Android-8.1, Android-9, and Android-10 Android ID: A-141169173","Android-8, Android-8, Android-9, Android-10",2019-12-06T23:15:11.927,2020-08-24T17:37:01.140,CWE-862,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Missing Authorization,2019-12-01
CVE-2019-2218,2020,1,Android Security Bulletins,,2020-01-01,976,2019,12,12/1/19,,A-141169173,https://android.googlesource.com/platform/frameworks/base/+/dedeee88f4c5f2f8c646a73f0dd09e277bdb1dcd,EoP,High,"8.0, 8.1, 9, 10",,,"In createSessionInternal of PackageInstallerService.java, there is a possible improper permission grant due to a missing permission check. This could lead to local escalation of privilege by installing malicious packages with User execution privileges needed. User interaction is not needed for exploitation. Product: Android Versions: Android-8.0, Android-8.1, Android-9, and Android-10 Android ID: A-141169173","Android-8, Android-8, Android-9, Android-10",2019-12-06T23:15:11.927,2020-08-24T17:37:01.140,CWE-862,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Missing Authorization,2019-12-01
