CVE,Severity,Year,Month,Patches,Affected Versions,cwe,NVD_descriptions,android_versions,NVD_published,NVD_last_modified,NVD_version,attack_vector,attack_complexity,privileges_required,user_interaction,confidentiality_impact,integrity_impact,availability_impact,base_score,base_severity
CVE-2018-11903,Medium,2021,5,Android Security Bulletins,,CWE-129,"In all android releases (Android for MSM, Firefox OS for MSM, QRD Android) from CAF using the linux kernel, lack of length validation check for value received from caller function used as an array index for WMA interfaces can lead to OOB write in WLAN HOST.",None,2018-09-19T14:29:01.770,2018-11-08T20:08:51.447,cvssMetricV30,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2018-11903,Medium,2021,5,Android Security Bulletins,,CWE-787,"In all android releases (Android for MSM, Firefox OS for MSM, QRD Android) from CAF using the linux kernel, lack of length validation check for value received from caller function used as an array index for WMA interfaces can lead to OOB write in WLAN HOST.",None,2018-09-19T14:29:01.770,2018-11-08T20:08:51.447,cvssMetricV30,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2018-5911,Medium,2021,5,Android Security Bulletins,,CWE-119,"Buffer overflow in WLAN function due to improper check of buffer size before copying in Snapdragon Auto, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile in MDM9150, MDM9206, MDM9607, MDM9640, MDM9650, MSM8996AU, QCS605, SD 625, SD 636, SD 675, SD 712 / SD 710 / SD 670, SD 730, SD 820A, SD 855, SDM630, SDM660, SDX20, SDX24",None,2019-06-14T17:29:01.207,2019-06-18T13:57:47.750,cvssMetricV30,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2018-11883,Medium,2021,5,Android Security Bulletins,,CWE-129,"In all android releases (Android for MSM, Firefox OS for MSM, QRD Android) from CAF using the linux kernel, in policy mgr unit test if mode parameter in wlan function is given an out of bound value it can cause an out of bound access while accessing the PCL table.",None,2018-09-19T14:29:00.630,2018-11-09T17:30:56.937,cvssMetricV30,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2019-10530,Medium,2021,5,Android Security Bulletins,,CWE-190,"Lack of check of data truncation on user supplied data in kernel leads to buffer overflow in Snapdragon Auto, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wearables in MDM9150, MDM9206, MDM9607, MDM9640, MDM9650, MSM8909W, MSM8996AU, QCS405, QCS605, SD 210/SD 212/SD 205, SD 425, SD 439 / SD 429, SD 450, SD 625, SD 632, SD 636, SD 665, SD 675, SD 712 / SD 710 / SD 670, SD 730, SD 820A, SD 835, SD 845 / SD 850, SD 855, SDA660, SDM439, SDM630, SDM660, SDX20, SDX24",None,2019-12-12T09:15:11.987,2019-12-13T18:55:59.150,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2019-14088,Medium,2021,5,Android Security Bulletins,,CWE-416,"Possible use after free issue while CRM is accessing the link pointer from device private data due to lack of resource protection in Snapdragon Auto, Snapdragon Compute, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wearables in APQ8009, MDM9206, MDM9207C, MDM9607, QCS605, SDM429W, SDX24, SM8150, SXR1130",None,2020-02-07T05:15:12.873,2020-02-12T17:15:56.470,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2019-10623,Medium,2021,5,Android Security Bulletins,,CWE-190,"Possible integer overflow can happen in host driver while processing user controlled string due to improper validation on data received. in Snapdragon Auto, Snapdragon Compute, Snapdragon Consumer Electronics Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile in QCN7605, QCS605, Rennell, SC8180X, SDA845, SDM710, SDX24, SDX55, SM7150, SM8150, SM8250, SXR2130",None,2020-04-16T11:15:14.057,2020-08-24T17:37:01.140,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,NONE,HIGH,7.1,HIGH
CVE-2019-10620,Medium,2021,5,Android Security Bulletins,,CWE-120,"Kernel memory error in debug module due to improper check of user data length before copying into memory in Snapdragon Auto, Snapdragon Consumer Electronics Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile in APQ8096AU, APQ8098, MSM8996AU, QCN7605, SDM439, SDX24, SM8150",None,2020-04-16T11:15:13.870,2020-04-22T15:22:55.260,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2019-10624,Medium,2021,5,Android Security Bulletins,,CWE-119,"While handling the vendor command there is an integer truncation issue that could yield a buffer overflow due to int data type copied to u8 data type in Snapdragon Auto, Snapdragon Compute, Snapdragon Consumer Electronics Connectivity, Snapdragon Industrial IOT, Snapdragon Mobile in APQ8096AU, MSM8996AU, QCA6574AU, QCN7605, Rennell, SC8180X, SDM710, SDX55, SM7150, SM8150, SM8250, SXR2130",None,2020-04-16T11:15:14.103,2021-07-21T11:39:23.747,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2019-10624,Medium,2021,5,Android Security Bulletins,,CWE-681,"While handling the vendor command there is an integer truncation issue that could yield a buffer overflow due to int data type copied to u8 data type in Snapdragon Auto, Snapdragon Compute, Snapdragon Consumer Electronics Connectivity, Snapdragon Industrial IOT, Snapdragon Mobile in APQ8096AU, MSM8996AU, QCA6574AU, QCN7605, Rennell, SC8180X, SDM710, SDX55, SM7150, SM8150, SM8250, SXR2130",None,2020-04-16T11:15:14.103,2021-07-21T11:39:23.747,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2019-14037,Medium,2021,5,Android Security Bulletins,,CWE-416,"Close and bind operations done on a socket can lead to a Use-After-Free condition. in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer Electronics Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon IoT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wearables in APQ8009, APQ8053, APQ8096AU, APQ8098, MDM9206, MDM9207C, MDM9607, MDM9640, MDM9650, MSM8905, MSM8909W, MSM8996, MSM8996AU, QCN7605, QCN7606, QCS605, SC8180X, SDA660, SDA845, SDM439, SDM630, SDM636, SDM660, SDM670, SDM710, SDM845, SDX20, SDX24, SDX55, SM8150, SXR1130",None,2020-07-30T12:15:11.333,2020-07-31T13:55:19.537,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2020-3646,Medium,2021,5,Android Security Bulletins,,CWE-120,"u'Buffer overflow seen as the destination buffer size is lesser than the source buffer size in video application' in Snapdragon Compute, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wearables in Bitra, MSM8909W, QCM2150, QCS405, QCS605, Saipan, SC8180X, SDA845, SDM429W, SDX24, SDX55, SM6150, SM7150, SM8150, SM8250, SXR2130",None,2020-09-08T10:15:15.747,2020-09-14T16:46:54.967,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2019-10564,Medium,2021,5,Android Security Bulletins,,CWE-125,"Possible OOB issue in EEPROM due to lack of check while accessing memory map array at the time of reading operation in Snapdragon Auto, Snapdragon Compute, Snapdragon Consumer Electronics Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wearables in APQ8009, APQ8053, MSM8909W, MSM8917, MSM8953, Nicobar, QCS405, QCS605, QM215, SA6155P, SDA845, SDM429, SDM439, SDM450, SDM632, SDM670, SDM710, SDM845, SDX24, SDX55, SM6150, SM7150, SM8150, SM8250, SXR1130, SXR2130",None,2019-12-18T06:15:12.177,2019-12-23T17:18:01.673,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2019-14099,Medium,2021,5,Android Security Bulletins,,CWE-120,"Device misbehavior may be observed when incorrect offset, length or number of buffers is passed by user space in Snapdragon Auto, Snapdragon Compute, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wearables in APQ8053, MDM9206, MDM9207C, MDM9607, MSM8909W, MSM8917, MSM8953, Nicobar, QCM2150, QCS405, QCS605, QM215, Saipan, SC8180X, SDA845, SDM429, SDM429W, SDM439, SDM450, SDM632, SDX24, SDX55, SM6150, SM7150, SM8150, SM8250, SXR1130, SXR2130",None,2020-07-30T12:15:11.457,2020-07-31T13:45:04.503,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2020-11121,Medium,2021,5,Android Security Bulletins,,CWE-120,"u'Possible buffer overflow in WIFI hal process due to usage of memcpy without checking length of destination buffer' in Snapdragon Auto, Snapdragon Compute, Snapdragon Industrial IOT, Snapdragon Mobile in QCM4290, QCS4290, QM215, QSM8350, SA6145P, SA6155, SA6155P, SA8155, SA8155P, SC8180X, SC8180XP, SDX55, SDX55M, SM4250, SM4250P, SM6115, SM6115P, SM6125, SM6250, SM6350, SM7125, SM7225, SM7250, SM7250P, SM8150, SM8150P, SM8250, SM8350, SM8350P, SXR2130, SXR2130P",None,2020-11-12T10:15:11.890,2020-11-19T21:15:32.827,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2020-11130,Medium,2021,5,Android Security Bulletins,,CWE-120,"u'Possible buffer overflow in WIFI hal process due to copying data without checking the buffer length' in Snapdragon Auto, Snapdragon Compute, Snapdragon Industrial IOT, Snapdragon Mobile in QCM4290, QCS4290, QM215, QSM8350, SA6145P, SA6155, SA6155P, SA8155, SA8155P, SC8180X, SC8180XP, SDX55, SDX55M, SM4250, SM4250P, SM6115, SM6115P, SM6125, SM6250, SM6350, SM7125, SM7225, SM7250, SM7250P, SM8150, SM8150P, SM8250, SM8350, SM8350P, SXR2130, SXR2130P",None,2020-11-12T10:15:12.157,2020-11-19T18:03:37.197,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2020-11148,Medium,2021,5,Android Security Bulletins,,CWE-416,"Use after free issue in HIDL while using callback to post event in Rx thread when internal mutex is not acquired and meantime close is triggered and callback instance is deleted in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Wearables",None,2021-01-21T10:15:13.683,2021-01-29T19:18:54.403,cvssMetricV31,LOCAL,LOW,HIGH,NONE,HIGH,HIGH,HIGH,6.7,MEDIUM
CVE-2020-11150,Medium,2021,5,Android Security Bulletins,,CWE-119,"Out of bound memory access in camera driver due to improper validation on data coming from UMD which is used for offset manipulation of pointer in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wearables",None,2021-01-21T10:15:13.807,2021-01-30T00:29:06.307,cvssMetricV31,LOCAL,LOW,HIGH,NONE,HIGH,HIGH,HIGH,6.7,MEDIUM
CVE-2019-2284,Medium,2021,5,Android Security Bulletins,,CWE-362,"Possible use-after-free issue due to a race condition while calling camera ioctl concurrently in Snapdragon Compute, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wearables in MSM8909W, QCS405, QCS605, Qualcomm 215, SD 425, SD 439 / SD 429, SD 450, SD 625, SD 632, SD 665, SD 675, SD 712 / SD 710 / SD 670, SD 730, SD 845 / SD 850, SD 855, SDM439, SDX24",None,2019-09-30T16:15:11.417,2021-07-21T11:39:23.747,cvssMetricV31,LOCAL,HIGH,LOW,NONE,HIGH,HIGH,HIGH,7.0,HIGH
CVE-2019-2284,Medium,2021,5,Android Security Bulletins,,CWE-416,"Possible use-after-free issue due to a race condition while calling camera ioctl concurrently in Snapdragon Compute, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wearables in MSM8909W, QCS405, QCS605, Qualcomm 215, SD 425, SD 439 / SD 429, SD 450, SD 625, SD 632, SD 665, SD 675, SD 712 / SD 710 / SD 670, SD 730, SD 845 / SD 850, SD 855, SDM439, SDX24",None,2019-09-30T16:15:11.417,2021-07-21T11:39:23.747,cvssMetricV31,LOCAL,HIGH,LOW,NONE,HIGH,HIGH,HIGH,7.0,HIGH
CVE-2021-0516,Critical,2021,6,Android Security Bulletins,,CWE-125,"In p2p_process_prov_disc_req of p2p_pd.c, there is a possible out of bounds read and write due to a use after free. This could lead to remote escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11 Android-8.1 Android-9 Android-10Android ID: A-181660448","Android-11, Android-8, Android-9, Android-10",2021-06-21T17:15:08.550,2021-06-23T18:01:51.797,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL
CVE-2021-0516,Critical,2021,6,Android Security Bulletins,,CWE-416,"In p2p_process_prov_disc_req of p2p_pd.c, there is a possible out of bounds read and write due to a use after free. This could lead to remote escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11 Android-8.1 Android-9 Android-10Android ID: A-181660448","Android-11, Android-8, Android-9, Android-10",2021-06-21T17:15:08.550,2021-06-23T18:01:51.797,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL
CVE-2021-0516,Critical,2021,6,Android Security Bulletins,,CWE-787,"In p2p_process_prov_disc_req of p2p_pd.c, there is a possible out of bounds read and write due to a use after free. This could lead to remote escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11 Android-8.1 Android-9 Android-10Android ID: A-181660448","Android-11, Android-8, Android-9, Android-10",2021-06-21T17:15:08.550,2021-06-23T18:01:51.797,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL
CVE-2021-0507,Critical,2021,6,Android Security Bulletins,,CWE-787,"In handle_rc_metamsg_cmd of btif_rc.cc, there is a possible out of bounds write due to a missing bounds check. This could lead to remote code execution over Bluetooth with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11 Android-8.1 Android-9 Android-10Android ID: A-181860042","Android-11, Android-8, Android-9, Android-10",2021-06-21T17:15:08.277,2021-06-22T20:55:14.687,cvssMetricV31,ADJACENT_NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,8.8,HIGH
CVE-2020-11292,High,2021,6,Android Security Bulletins,,CWE-120,"Possible buffer overflow in voice service due to lack of input validation of parameters in QMI Voice API in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon IoT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wearables",None,2021-06-09T07:15:07.863,2021-06-15T00:35:31.503,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2021-0504,High,2021,6,Android Security Bulletins,,CWE-125,"In avrc_pars_browse_rsp of avrc_pars_ct.cc, there is a possible out of bounds read due to a missing bounds check. This could lead to remote information disclosure over Bluetooth with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-179162665",Android-11,2021-06-21T17:15:08.163,2021-06-22T20:56:47.673,cvssMetricV31,ADJACENT_NETWORK,LOW,NONE,NONE,HIGH,NONE,NONE,6.5,MEDIUM
CVE-2021-0508,High,2021,6,Android Security Bulletins,,CWE-362,"In various functions of DrmPlugin.cpp, there is a possible use after free due to a race condition. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-8.1 Android-9 Android-10 Android-11Android ID: A-176444154","Android-8, Android-9, Android-10, Android-11",2021-06-21T17:15:08.317,2021-06-22T18:29:51.170,cvssMetricV31,LOCAL,HIGH,LOW,NONE,HIGH,HIGH,HIGH,7.0,HIGH
CVE-2021-0508,High,2021,6,Android Security Bulletins,,CWE-416,"In various functions of DrmPlugin.cpp, there is a possible use after free due to a race condition. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-8.1 Android-9 Android-10 Android-11Android ID: A-176444154","Android-8, Android-9, Android-10, Android-11",2021-06-21T17:15:08.317,2021-06-22T18:29:51.170,cvssMetricV31,LOCAL,HIGH,LOW,NONE,HIGH,HIGH,HIGH,7.0,HIGH
CVE-2021-0509,High,2021,6,Android Security Bulletins,,CWE-362,"In various functions of CryptoPlugin.cpp, there is a possible use after free due to a race condition. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-9 Android-10 Android-11 Android-8.1Android ID: A-176444161","Android-9, Android-10, Android-11, Android-8",2021-06-21T17:15:08.353,2021-06-23T18:37:27.007,cvssMetricV31,LOCAL,HIGH,LOW,NONE,HIGH,HIGH,HIGH,7.0,HIGH
CVE-2021-0509,High,2021,6,Android Security Bulletins,,CWE-416,"In various functions of CryptoPlugin.cpp, there is a possible use after free due to a race condition. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-9 Android-10 Android-11 Android-8.1Android ID: A-176444161","Android-9, Android-10, Android-11, Android-8",2021-06-21T17:15:08.353,2021-06-23T18:37:27.007,cvssMetricV31,LOCAL,HIGH,LOW,NONE,HIGH,HIGH,HIGH,7.0,HIGH
CVE-2021-0510,High,2021,6,Android Security Bulletins,,CWE-190,"In decrypt_1_2 of CryptoPlugin.cpp, there is a possible out of bounds write due to an integer overflow. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-9 Android-10 Android-11 Android-8.1Android ID: A-176444622","Android-9, Android-10, Android-11, Android-8",2021-06-21T17:15:08.400,2021-06-23T18:14:57.977,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2021-0510,High,2021,6,Android Security Bulletins,,CWE-787,"In decrypt_1_2 of CryptoPlugin.cpp, there is a possible out of bounds write due to an integer overflow. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-9 Android-10 Android-11 Android-8.1Android ID: A-176444622","Android-9, Android-10, Android-11, Android-8",2021-06-21T17:15:08.400,2021-06-23T18:14:57.977,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2021-0511,High,2021,6,Android Security Bulletins,,CWE-20,"In Dex2oat of dex2oat.cc, there is a possible way to inject bytecode into an app due to improper input validation. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-9 Android-10 Android-11Android ID: A-178055795","Android-9, Android-10, Android-11",2021-06-21T17:15:08.437,2023-08-08T14:21:49.707,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2021-0511,High,2021,6,Android Security Bulletins,,NVD-CWE-Other,"In Dex2oat of dex2oat.cc, there is a possible way to inject bytecode into an app due to improper input validation. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-9 Android-10 Android-11Android ID: A-178055795","Android-9, Android-10, Android-11",2021-06-21T17:15:08.437,2023-08-08T14:21:49.707,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2021-0506,High,2021,6,Android Security Bulletins,,CWE-1021,"In ActivityPicker.java, there is a possible bypass of user interaction in intent resolution due to a tapjacking/overlay attack. This could lead to local escalation of privilege with User execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android-10 Android-11 Android-8.1 Android-9Android ID: A-181962311","Android-10, Android-11, Android-8, Android-9",2021-06-21T17:15:08.240,2021-06-22T20:56:26.830,cvssMetricV31,LOCAL,LOW,LOW,REQUIRED,HIGH,HIGH,HIGH,7.3,HIGH
CVE-2021-0517,High,2021,6,Android Security Bulletins,,CWE-670,"In updateCapabilities of ConnectivityService.java, there is a possible incorrect network state determination due to a logic error in the code. This could lead to biasing of networking tasks to occur on non-VPN networks, which could lead to remote information disclosure, with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-179053823",Android-11,2021-06-21T17:15:08.587,2021-06-23T18:01:09.773,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,NONE,NONE,7.5,HIGH
CVE-2021-0520,High,2021,6,Android Security Bulletins,,CWE-362,"In several functions of MemoryFileSystem.cpp and related files, there is a possible use after free due to a race condition. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11 Android-10Android ID: A-176237595","Android-11, Android-10",2021-06-21T17:15:08.623,2021-06-23T17:43:17.357,cvssMetricV31,LOCAL,HIGH,LOW,NONE,HIGH,HIGH,HIGH,7.0,HIGH
CVE-2021-0520,High,2021,6,Android Security Bulletins,,CWE-416,"In several functions of MemoryFileSystem.cpp and related files, there is a possible use after free due to a race condition. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11 Android-10Android ID: A-176237595","Android-11, Android-10",2021-06-21T17:15:08.623,2021-06-23T17:43:17.357,cvssMetricV31,LOCAL,HIGH,LOW,NONE,HIGH,HIGH,HIGH,7.0,HIGH
CVE-2021-0521,High,2021,6,Android Security Bulletins,,CWE-862,"In getAllPackages of PackageManagerService, there is a possible information disclosure due to a missing permission check. This could lead to local information disclosure of cross-user permissions with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11 Android-8.1 Android-9 Android-10Android ID: A-174661955","Android-11, Android-8, Android-9, Android-10",2021-06-21T17:15:08.660,2021-06-23T17:37:56.373,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM
CVE-2021-0522,High,2021,6,Android Security Bulletins,,CWE-125,"In ConnectionHandler::SdpCb of connection_handler.cc, there is a possible out of bounds read due to a use after free. This could lead to remote information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11 Android-9 Android-10Android ID: A-174182139","Android-11, Android-9, Android-10",2021-06-21T17:15:08.697,2021-06-23T17:34:38.713,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,NONE,NONE,7.5,HIGH
CVE-2021-0522,High,2021,6,Android Security Bulletins,,CWE-416,"In ConnectionHandler::SdpCb of connection_handler.cc, there is a possible out of bounds read due to a use after free. This could lead to remote information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11 Android-9 Android-10Android ID: A-174182139","Android-11, Android-9, Android-10",2021-06-21T17:15:08.697,2021-06-23T17:34:38.713,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,NONE,NONE,7.5,HIGH
CVE-2021-0523,High,2021,6,Android Security Bulletins,,CWE-1021,"In onCreate of WifiScanModeActivity.java, there is a possible way to enable Wi-Fi scanning without user consent due to a tapjacking/overlay attack. This could lead to local escalation of privilege with User execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android-10 Android-11Android ID: A-174047492","Android-10, Android-11",2021-06-21T17:15:08.733,2021-06-23T15:53:07.967,cvssMetricV31,LOCAL,LOW,LOW,REQUIRED,HIGH,HIGH,HIGH,7.3,HIGH
CVE-2021-0505,High,2021,6,Android Security Bulletins,,CWE-862,"In the Settings app, there is a possible way to disable an always-on VPN due to a missing permission check. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-179975048",Android-11,2021-06-21T17:15:08.200,2022-07-12T17:42:04.277,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2021-0599,High,2021,7,Android Security Bulletins,,CWE-610,"In scheduleTimeoutLocked of NotificationRecord.java, there is a possible disclosure of a sensitive identifier via broadcasted intent due to a confused deputy. This could lead to local information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-9 Android-10 Android-11 Android-8.1Android ID: A-175614289","Android-9, Android-10, Android-11, Android-8",2021-07-14T14:15:08.613,2021-07-15T14:17:24.953,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM
CVE-2020-0417,High,2021,7,Android Security Bulletins,,CWE-732,"In setNiNotification of GpsNetInitiatedHandler.java, there is a possible permissions bypass due to an empty mutable PendingIntent. This could lead to local escalation of privilege with User execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-10 Android-8.1 Android-9Android ID: A-154319182","Android-10, Android-8, Android-9",2021-07-14T14:15:08.037,2022-07-12T17:42:04.277,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2021-0586,High,2021,7,Android Security Bulletins,,CWE-1021,"In onCreate of DevicePickerFragment.java, there is a possible way to trick the user to select an unwanted bluetooth device due to a tapjacking/overlay attack. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android-11 Android-8.1 Android-9 Android-10Android ID: A-182584940","Android-11, Android-8, Android-9, Android-10",2021-07-14T14:15:08.347,2021-09-13T14:44:01.597,cvssMetricV31,LOCAL,LOW,NONE,REQUIRED,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2021-0587,High,2021,7,Android Security Bulletins,,CWE-416,"In StreamOut::prepareForWriting of StreamOut.cpp, there is a possible out of bounds write due to a use after free. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-8.1 Android-9 Android-10 Android-11Android ID: A-185259758","Android-8, Android-9, Android-10, Android-11",2021-07-14T14:15:08.377,2021-07-16T13:05:47.773,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2021-0587,High,2021,7,Android Security Bulletins,,CWE-787,"In StreamOut::prepareForWriting of StreamOut.cpp, there is a possible out of bounds write due to a use after free. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-8.1 Android-9 Android-10 Android-11Android ID: A-185259758","Android-8, Android-9, Android-10, Android-11",2021-07-14T14:15:08.377,2021-07-16T13:05:47.773,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2021-0588,High,2021,7,Android Security Bulletins,,CWE-668,"In processInboundMessage of MceStateMachine.java, there is a possible SMS disclosure due to a missing permission check. This could lead to local information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-8.1 Android-9Android ID: A-177238342","Android-8, Android-9",2021-07-14T14:15:08.407,2022-07-12T17:42:04.277,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM
