ID,CVE,year,month,spl_type,date,bug,link,Type,Severity,vul_true,component,devices,NVD_descriptions,android_versions,NVD_published,NVD_last_modified,cwe,NVD_version,attack_vector,attack_complexity,privileges_required,user_interaction,confidentiality_impact,integrity_impact,availability_impact,base_score,base_severity,cwe_info,Date,earliest_version,latest_version
5001,CVE-2019-9501,2020,7,7/5/20,,A-130373736,,RCE,Critical,,Broadcom Firmware,,"The Broadcom wl WiFi driver is vulnerable to a heap buffer overflow. By supplying a vendor information element with a data length larger than 32 bytes, a heap buffer overflow is triggered in wlc_wpa_sup_eapol. In the worst case scenario, by sending specially-crafted WiFi packets, a remote, unauthenticated attacker may be able to execute arbitrary code on a vulnerable system. More typically, this vulnerability will result in denial-of-service conditions.",,2020-02-03T21:15:11.487,2020-02-10T14:28:48.773,CWE-122,cvssMetricV31,ADJACENT_NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,8.8,HIGH,Heap-based Buffer Overflow,2020-07-01,,
5002,CVE-2019-9502,2020,7,7/5/20,,A-130374366,,RCE,Critical,,Broadcom Firmware,,"The Broadcom wl WiFi driver is vulnerable to a heap buffer overflow. If the vendor information element data length is larger than 164 bytes, a heap buffer overflow is triggered in wlc_wpa_plumb_gtk. In the worst case scenario, by sending specially-crafted WiFi packets, a remote, unauthenticated attacker may be able to execute arbitrary code on a vulnerable system. More typically, this vulnerability will result in denial-of-service conditions.",,2020-02-03T21:15:11.547,2020-02-10T14:31:55.877,CWE-787,cvssMetricV31,ADJACENT_NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,8.8,HIGH,Out-of-bounds Write,2020-07-01,,
5002,CVE-2019-9502,2020,7,7/5/20,,A-130374366,,RCE,Critical,,Broadcom Firmware,,"The Broadcom wl WiFi driver is vulnerable to a heap buffer overflow. If the vendor information element data length is larger than 164 bytes, a heap buffer overflow is triggered in wlc_wpa_plumb_gtk. In the worst case scenario, by sending specially-crafted WiFi packets, a remote, unauthenticated attacker may be able to execute arbitrary code on a vulnerable system. More typically, this vulnerability will result in denial-of-service conditions.",,2020-02-03T21:15:11.547,2020-02-10T14:31:55.877,CWE-122,cvssMetricV31,ADJACENT_NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,8.8,HIGH,Heap-based Buffer Overflow,2020-07-01,,
5003,CVE-2018-20669,2020,7,7/5/20,,"A-135368228,",https://android.googlesource.com/kernel/common/+/594cc251fdd0d231d342d88b2fdff4bc42fb0690,EoP,High,,i915 driver,,"An issue where a provided address with access_ok() is not checked was discovered in i915_gem_execbuffer2_ioctl in drivers/gpu/drm/i915/i915_gem_execbuffer.c in the Linux kernel through 4.19.13. A local attacker can craft a malicious IOCTL function call to overwrite arbitrary kernel memory, resulting in a Denial of Service or privilege escalation.",4.19.13,2019-03-21T16:00:37.327,2023-04-11T18:16:08.283,CWE-20,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Improper Input Validation,2020-07-01,,
5006,CVE-2020-0230,2020,7,7/5/20,,"A-156337262,ALPS05018169",,EoP,High,,vcu,,There is a possible out of bounds write due to an incorrect bounds check. Product: AndroidVersions: Android SoCAndroid ID: A-156337262,,2020-07-17T21:15:12.640,2020-07-21T16:30:27.133,CWE-787,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Out-of-bounds Write,2020-07-01,,
5008,CVE-2020-0228,2020,7,7/5/20,,"A-156333723,ALPS04163861",,ID,High,,Recorder related service,,There is an improper configuration of recorder related service. Product: AndroidVersions: Android SoCAndroid ID: A-156333723,,2020-07-17T21:15:12.560,2021-07-21T11:39:23.747,NVD-CWE-noinfo,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,NONE,NONE,7.5,HIGH,,2020-07-01,,
5100,CVE-2019-2056,2020,4,4/5/20,,A-140879284,,ID,High,10,,,There is a possible disclosure of RAM using a shared crypto key due to improperly used crypto. This could lead to local information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-10Android ID: A-140879284,Android-10,2020-04-17T19:15:13.187,2021-07-21T11:39:23.747,NVD-CWE-noinfo,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM,,2020-04-01,10,10
5104,CVE-2020-0076,2020,4,4/5/20,,A-146056878,,EoP,High,,FPC Iris TZ App,,"In get_auth_result of the FPC IRIS TrustZone app, there is a possible out of bounds write due to a missing bounds check. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-146056878",,2020-04-17T19:15:13.637,2020-04-22T19:31:29.657,CWE-787,cvssMetricV31,LOCAL,LOW,HIGH,NONE,HIGH,HIGH,HIGH,6.7,MEDIUM,Out-of-bounds Write,2020-04-01,,
5105,CVE-2020-0075,2020,4,4/5/20,,A-146057864,,ID,Moderate,,FPC Iris TZ App,,"In set_shared_key of the FPC IRIS TrustZone app, there is a possible out of bounds read due to a missing bounds check. This could lead to local information disclosure with System execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-146057864",,2020-04-17T19:15:13.590,2020-04-22T19:36:34.163,CWE-125,cvssMetricV31,LOCAL,LOW,HIGH,NONE,HIGH,NONE,NONE,4.4,MEDIUM,Out-of-bounds Read,2020-04-01,,
5106,CVE-2020-0077,2020,4,4/5/20,,A-146055840,,ID,Moderate,,FPC Iris TZ App,,"In authorize_enroll of the FPC IRIS TrustZone app, there is a possible out of bounds read due to a missing bounds check. This could lead to local information disclosure with System execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-146055840",,2020-04-17T19:15:13.670,2020-04-23T15:21:58.720,CWE-125,cvssMetricV31,LOCAL,LOW,HIGH,NONE,HIGH,NONE,NONE,4.4,MEDIUM,Out-of-bounds Read,2020-04-01,,
5113,CVE-2019-10575,2020,4,4/5/20,,A-142272251,,,Critical,,Closed-source component,,"Wlan binary which is not signed with OEMs RoT is working on secure device without authentication failure in Snapdragon Compute, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile in SDA845, SDM845, SDM850",,2020-04-16T11:15:13.167,2020-08-24T17:37:01.140,CWE-347,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Improper Verification of Cryptographic Signature,2020-04-01,,
5124,CVE-2019-10608,2020,4,4/5/20,,A-142270891,,,High,,Closed-source component,,"Information disclosure issue occurs as there is no binding between the secure keypad session and the secure display session that allows user to take control of the REE to stop the secure keypad session and read the keypad input. in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wired Infrastructure and Networking in APQ8009, MSM8905, MSM8909",,2020-04-16T11:15:13.650,2020-08-24T17:37:01.140,NVD-CWE-noinfo,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM,,2020-04-01,,
5126,CVE-2019-14001,2020,4,4/5/20,,A-142272252,,,High,,Closed-source component,,"Wrong public key usage from existing oem_keystore for hash generation in Snapdragon Auto, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wearables in APQ8009, APQ8017, APQ8053, APQ8096AU, MDM9206, MDM9207C, MDM9607, MDM9650, MSM8905, MSM8909W, MSM8917, MSM8953, MSM8996AU, QM215, SDM429, SDM429W, SDM439, SDM450, SDM630, SDM632, SDM636, SDM660, SDX20",,2020-04-16T11:15:14.213,2020-04-22T14:44:12.600,CWE-327,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Use of a Broken or Risky Cryptographic Algorithm,2020-04-01,,
5159,CVE-2020-0016,2020,12,12/5/20,,A-171413483,,,High,,Broadcom middleware,,"In the Broadcom Nexus firmware, there is an insecure default password. This could lead to local escalation of privilege in the kernel with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android SoCAndroid ID: A-171413483",,2020-12-14T23:15:11.453,2020-12-16T19:42:05.303,CWE-798,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,"The product contains hard-coded credentials, such as a password or cryptographic key, which it uses for its own inbound authentication, outbound communication to external components, or encryption of internal data. ",2020-12-01,,
5160,CVE-2020-0019,2020,12,12/5/20,,A-171413798,,,High,,Broadcom middleware,,"In the Broadcom Nexus firmware, there is an insecure default password. This could lead to local information disclosure in the kernel with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android SoCAndroid ID: A-171413798",,2020-12-14T23:15:11.517,2021-07-21T11:39:23.747,CWE-1188,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM,Initialization of a Resource with an Insecure Default,2020-12-01,,
5161,CVE-2020-0455,2020,12,12/5/20,,"A-170372514,M-ALPS05324771",,,High,,vcu,,There is a possible out of bounds write due to a missing bounds check.Product: AndroidVersions: Android SoCAndroid ID: A-170372514,,2020-12-14T22:15:13.817,2020-12-15T16:30:12.900,CWE-787,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Out-of-bounds Write,2020-12-01,,
5162,CVE-2020-0456,2020,12,12/5/20,,"A-170378843,M-ALPS05304125",,,High,,vcu,,There is a possible out of bounds write due to a missing bounds check.Product: AndroidVersions: Android SoCAndroid ID: A-170378843,,2020-12-14T23:15:11.750,2020-12-15T17:20:33.437,CWE-787,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Out-of-bounds Write,2020-12-01,,
5163,CVE-2020-0457,2020,12,12/5/20,,"A-170367562,M-ALPS05304170",,,High,,vcu,,There is a possible out of bounds write due to a missing bounds check.Product: AndroidVersions: Android SoCAndroid ID: A-170367562,,2020-12-14T22:15:13.880,2020-12-15T17:09:27.377,CWE-787,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Out-of-bounds Write,2020-12-01,,
