ID,CVE,descrip,SPL,SMR,date,last_mod,severity,confid,integrity,availability,req_privileges,attack_vector,attack_complexity,user_req,cwe,cwe_info
1619,CVE-2021-0513,"In deleteNotificationChannel and related functions of NotificationManagerService.java, there is a possible permission bypass due to improper state validation. This could lead to local escalation of privilege via hidden services with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-9 Android-10 Android-11 Android-8.1Android ID: A-156090809",21-Jul,NULL,2021-06-21T17:15:08.517,2022-07-12T17:42:04.277,HIGH,HIGH,HIGH,HIGH,LOW,LOCAL,LOW,NONE,CWE-862,The product does not perform an authorization check when an actor attempts to access a resource or perform an action. 
1555,CVE-2021-0517,"In updateCapabilities of ConnectivityService.java, there is a possible incorrect network state determination due to a logic error in the code. This could lead to biasing of networking tasks to occur on non-VPN networks, which could lead to remote information disclosure, with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-179053823",21-Jun,NULL,2021-06-21T17:15:08.587,2021-06-23T18:01:09.773,HIGH,HIGH,NONE,NONE,NONE,NETWORK,LOW,NONE,CWE-670,"The code contains a control flow path that does not reflect the algorithm that the path is intended to implement, leading to incorrect behavior any time this path is navigated. "
1556,CVE-2021-0520,"In several functions of MemoryFileSystem.cpp and related files, there is a possible use after free due to a race condition. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11 Android-10Android ID: A-176237595",21-Jun,NULL,2021-06-21T17:15:08.623,2021-06-23T17:43:17.357,HIGH,HIGH,HIGH,HIGH,LOW,LOCAL,HIGH,NONE,"CWE-362,CWE-416","The product contains a code sequence that can run concurrently with other code, and the code sequence requires temporary, exclusive access to a shared resource, but a timing window exists in which the shared resource can be modified by another code sequence that is operating concurrently. ,Referencing memory after it has been freed can cause a program to crash, use unexpected values, or execute code. "
1557,CVE-2021-0521,"In getAllPackages of PackageManagerService, there is a possible information disclosure due to a missing permission check. This could lead to local information disclosure of cross-user permissions with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11 Android-8.1 Android-9 Android-10Android ID: A-174661955",21-Jun,NULL,2021-06-21T17:15:08.660,2021-06-23T17:37:56.373,MEDIUM,HIGH,NONE,NONE,LOW,LOCAL,LOW,NONE,CWE-862,The product does not perform an authorization check when an actor attempts to access a resource or perform an action. 
1558,CVE-2021-0522,"In ConnectionHandler::SdpCb of connection_handler.cc, there is a possible out of bounds read due to a use after free. This could lead to remote information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11 Android-9 Android-10Android ID: A-174182139",21-Jun,NULL,2021-06-21T17:15:08.697,2021-06-23T17:34:38.713,HIGH,HIGH,NONE,NONE,NONE,NETWORK,LOW,NONE,"CWE-125,CWE-416","The product reads data past the end, or before the beginning, of the intended buffer. ,Referencing memory after it has been freed can cause a program to crash, use unexpected values, or execute code. "
1559,CVE-2021-0523,"In onCreate of WifiScanModeActivity.java, there is a possible way to enable Wi-Fi scanning without user consent due to a tapjacking/overlay attack. This could lead to local escalation of privilege with User execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android-10 Android-11Android ID: A-174047492",21-Jun,NULL,2021-06-21T17:15:08.733,2021-06-23T15:53:07.967,HIGH,HIGH,HIGH,HIGH,LOW,LOCAL,LOW,REQUIRED,CWE-1021,"The web application does not restrict or incorrectly restricts frame objects or UI layers that belong to another application or domain, which can lead to user confusion about which interface the user is interacting with. "
1620,CVE-2021-0525,"In memory management driver, there is a possible out of bounds write due to a use after free. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android SoCAndroid ID: A-185193929",21-Jul,NULL,2021-06-21T17:15:08.770,2021-06-23T15:51:27.630,HIGH,HIGH,HIGH,HIGH,LOW,LOCAL,LOW,NONE,"CWE-787,CWE-416","The product writes data past the end, or before the beginning, of the intended buffer. ,Referencing memory after it has been freed can cause a program to crash, use unexpected values, or execute code. "
1621,CVE-2021-0526,"In memory management driver, there is a possible out of bounds write due to uninitialized data. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android SoCAndroid ID: A-185195264",21-Jul,NULL,2021-06-21T17:15:08.807,2022-06-28T14:11:45.273,HIGH,HIGH,HIGH,HIGH,LOW,LOCAL,LOW,NONE,CWE-908,The product uses or accesses a resource that has not been initialized. 
1622,CVE-2021-0527,"In memory management driver, there is a possible memory corruption due to a use after free. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android SoCAndroid ID: A-185193931",21-Jul,NULL,2021-06-21T17:15:08.840,2021-06-23T15:54:34.087,HIGH,HIGH,HIGH,HIGH,LOW,LOCAL,LOW,NONE,CWE-416,"Referencing memory after it has been freed can cause a program to crash, use unexpected values, or execute code. "
1623,CVE-2021-0528,"In memory management driver, there is a possible memory corruption due to a double free. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android SoCAndroid ID: A-185195266",21-Jul,NULL,2021-06-21T17:15:08.877,2021-06-23T15:55:08.413,HIGH,HIGH,HIGH,HIGH,LOW,LOCAL,LOW,NONE,CWE-415,"The product calls free() twice on the same memory address, potentially leading to modification of unexpected memory locations. "
1624,CVE-2021-0529,"In memory management driver, there is a possible memory corruption due to improper locking. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android SoCAndroid ID: A-185195268",21-Jul,NULL,2021-06-21T17:15:08.917,2021-06-23T15:55:45.517,HIGH,HIGH,HIGH,HIGH,LOW,LOCAL,LOW,NONE,CWE-667,"The product does not properly acquire or release a lock on a resource, leading to unexpected resource state changes and behaviors. "
1625,CVE-2021-0530,"In memory management driver, there is a possible out of bounds write due to uninitialized data. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android SoCAndroid ID: A-185196175",21-Jul,NULL,2021-06-21T17:15:08.953,2022-06-28T14:11:45.273,HIGH,HIGH,HIGH,HIGH,LOW,LOCAL,LOW,NONE,CWE-908,The product uses or accesses a resource that has not been initialized. 
1626,CVE-2021-0531,"In memory management driver, there is a possible memory corruption due to a use after free. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android SoCAndroid ID: A-185195272",21-Jul,NULL,2021-06-21T17:15:08.990,2021-06-23T15:56:43.927,HIGH,HIGH,HIGH,HIGH,LOW,LOCAL,LOW,NONE,CWE-416,"Referencing memory after it has been freed can cause a program to crash, use unexpected values, or execute code. "
1627,CVE-2021-0532,"In memory management driver, there is a possible memory corruption due to a race condition. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android SoCAndroid ID: A-185196177",21-Jul,NULL,2021-06-21T17:15:09.027,2021-06-23T15:57:32.760,HIGH,HIGH,HIGH,HIGH,LOW,LOCAL,HIGH,NONE,CWE-362,"The product contains a code sequence that can run concurrently with other code, and the code sequence requires temporary, exclusive access to a shared resource, but a timing window exists in which the shared resource can be modified by another code sequence that is operating concurrently. "
1628,CVE-2021-0533,"In memory management driver, there is a possible memory corruption due to a race condition. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android SoCAndroid ID: A-185193932",21-Jul,NULL,2021-06-21T17:15:09.063,2021-06-25T01:06:20.107,HIGH,HIGH,HIGH,HIGH,LOW,LOCAL,HIGH,NONE,CWE-362,"The product contains a code sequence that can run concurrently with other code, and the code sequence requires temporary, exclusive access to a shared resource, but a timing window exists in which the shared resource can be modified by another code sequence that is operating concurrently. "
1641,CVE-2020-11307,"Buffer overflow in modem due to improper array index check before copying into it in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Wearables",21-Aug,NULL,2021-07-13T06:15:07.367,2021-07-15T19:00:33.717,CRITICAL,HIGH,HIGH,HIGH,NONE,NETWORK,LOW,NONE,CWE-129,"The product uses untrusted input when calculating or using an array index, but the product does not validate or incorrectly validates the index to ensure the index references a valid position within the array. "
1712,CVE-2021-1886,"Incorrect handling of pointers in trusted application key import mechanism could cause memory corruption in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon IoT, Snapdragon Voice & Music, Snapdragon Wearables",21-Oct,NULL,2021-07-13T06:15:07.580,2021-07-15T20:10:29.030,HIGH,HIGH,HIGH,HIGH,LOW,LOCAL,LOW,NONE,CWE-787,"The product writes data past the end, or before the beginning, of the intended buffer. "
1713,CVE-2021-1888,"Memory corruption in key parsing and import function due to double freeing the same heap allocation in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon IoT, Snapdragon Voice & Music, Snapdragon Wearables",21-Oct,NULL,2021-07-13T06:15:07.770,2021-07-15T20:14:06.263,HIGH,HIGH,HIGH,HIGH,LOW,LOCAL,LOW,NONE,CWE-415,"The product calls free() twice on the same memory address, potentially leading to modification of unexpected memory locations. "
1714,CVE-2021-1889,"Possible buffer overflow due to lack of length check in Trusted Application in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon IoT, Snapdragon Voice & Music, Snapdragon Wearables",21-Oct,NULL,2021-07-13T06:15:07.870,2021-07-15T20:15:04.030,HIGH,HIGH,HIGH,HIGH,LOW,LOCAL,LOW,NONE,CWE-120,"The product copies an input buffer to an output buffer without verifying that the size of the input buffer is less than the size of the output buffer, leading to a buffer overflow. "
1715,CVE-2021-1890,"Improper length check of public exponent in RSA import key function could cause memory corruption. in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon IoT, Snapdragon Voice & Music, Snapdragon Wearables",21-Oct,NULL,2021-07-13T06:15:07.960,2022-06-28T14:11:45.273,HIGH,HIGH,HIGH,HIGH,LOW,LOCAL,LOW,NONE,CWE-787,"The product writes data past the end, or before the beginning, of the intended buffer. "
1649,CVE-2021-1907,"Possible buffer overflow due to lack of length check in BA request in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile",21-Aug,NULL,2021-07-13T06:15:08.513,2021-07-15T20:13:16.800,HIGH,NONE,NONE,HIGH,NONE,NETWORK,LOW,NONE,CWE-120,"The product copies an input buffer to an output buffer without verifying that the size of the input buffer is less than the size of the output buffer, leading to a buffer overflow. "
1650,CVE-2021-1931,"Possible buffer overflow due to improper validation of buffer length while processing fast boot commands in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music",21-Aug,NULL,2021-07-13T06:15:08.617,2021-07-15T19:06:39.413,MEDIUM,HIGH,HIGH,HIGH,HIGH,LOCAL,LOW,NONE,CWE-120,"The product copies an input buffer to an output buffer without verifying that the size of the input buffer is less than the size of the output buffer, leading to a buffer overflow. "
1651,CVE-2021-1938,"Possible assertion due to improper verification while creating and deleting the peer in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer Electronics Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wired Infrastructure and Networking",21-Aug,NULL,2021-07-13T06:15:08.710,2021-07-15T19:36:35.063,HIGH,NONE,NONE,HIGH,NONE,NETWORK,LOW,NONE,CWE-617,"The product contains an assert() or similar statement that can be triggered by an attacker, which leads to an application exit or other behavior that is more severe than necessary. "
1652,CVE-2021-1940,"Use after free can occur due to improper handling of response from firmware in Snapdragon Auto, Snapdragon Compute, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wearables",21-Aug,NULL,2021-07-13T06:15:08.797,2023-06-12T07:15:17.517,HIGH,HIGH,HIGH,HIGH,LOW,LOCAL,LOW,NONE,CWE-416,"Referencing memory after it has been freed can cause a program to crash, use unexpected values, or execute code. "
1653,CVE-2021-1943,"Possible buffer out of bound read can occur due to improper validation of TBTT count and length while parsing the beacon response in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Wired Infrastructure and Networking",21-Aug,NULL,2021-07-13T06:15:08.890,2021-07-15T20:16:56.990,HIGH,NONE,NONE,HIGH,NONE,NETWORK,LOW,NONE,CWE-125,"The product reads data past the end, or before the beginning, of the intended buffer. "
1654,CVE-2021-1945,"Possible out of bound read due to lack of length check of Bandwidth-NSS IE in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wired Infrastructure and Networking",21-Aug,NULL,2021-07-13T06:15:09.000,2021-09-16T18:43:25.280,HIGH,NONE,NONE,HIGH,NONE,NETWORK,LOW,NONE,CWE-125,"The product reads data past the end, or before the beginning, of the intended buffer. "
1655,CVE-2021-1953,"Improper handling of received malformed FTMR request frame can lead to reachable assertion while responding with FTM1 frame in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer Electronics Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wired Infrastructure and Networking",21-Aug,NULL,2021-07-13T06:15:09.090,2021-07-15T20:18:40.883,HIGH,NONE,NONE,HIGH,NONE,NETWORK,LOW,NONE,CWE-617,"The product contains an assert() or similar statement that can be triggered by an attacker, which leads to an application exit or other behavior that is more severe than necessary. "
1656,CVE-2021-1954,"Possible buffer over read due to improper validation of data pointer while parsing FILS indication IE in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Wired Infrastructure and Networking",21-Aug,NULL,2021-07-13T06:15:09.187,2021-07-15T19:34:23.880,HIGH,NONE,NONE,HIGH,NONE,NETWORK,LOW,NONE,CWE-125,"The product reads data past the end, or before the beginning, of the intended buffer. "
1657,CVE-2021-1955,"Denial of service in SAP case due to improper handling of connections when association is rejected in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer Electronics Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon IoT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wearables",21-Aug,NULL,2021-07-13T06:15:09.283,2021-07-15T19:11:58.767,HIGH,NONE,NONE,HIGH,NONE,NETWORK,LOW,NONE,CWE-617,"The product contains an assert() or similar statement that can be triggered by an attacker, which leads to an application exit or other behavior that is more severe than necessary. "
1658,CVE-2021-1964,"Possible buffer over read due to improper validation of IE size while parsing beacon from peer device in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Wired Infrastructure and Networking",21-Aug,NULL,2021-07-13T06:15:09.373,2021-07-27T13:55:28.840,HIGH,NONE,NONE,HIGH,NONE,NETWORK,LOW,NONE,CWE-125,"The product reads data past the end, or before the beginning, of the intended buffer. "
1643,CVE-2021-1965,"Possible buffer overflow due to lack of parameter length check during MBSSID scan IE parse in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Mobile, Snapdragon Wired Infrastructure and Networking",21-Aug,NULL,2021-07-13T06:15:09.463,2021-07-27T14:36:00.083,CRITICAL,HIGH,HIGH,HIGH,NONE,NETWORK,LOW,NONE,"CWE-120,CWE-20","The product copies an input buffer to an output buffer without verifying that the size of the input buffer is less than the size of the output buffer, leading to a buffer overflow. ,The product receives input or data, but it does not validate or incorrectly validates that the input has the properties that are required to process the data safely and correctly. "
1659,CVE-2021-1970,"Possible out of bound read due to lack of length check of FT sub-elements in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music",21-Aug,NULL,2021-07-13T06:15:09.553,2021-07-27T13:55:51.590,HIGH,HIGH,NONE,NONE,NONE,NETWORK,LOW,NONE,"CWE-125,CWE-20","The product reads data past the end, or before the beginning, of the intended buffer. ,The product receives input or data, but it does not validate or incorrectly validates that the input has the properties that are required to process the data safely and correctly. "
1589,CVE-2020-0417,"In setNiNotification of GpsNetInitiatedHandler.java, there is a possible permissions bypass due to an empty mutable PendingIntent. This could lead to local escalation of privilege with User execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-10 Android-8.1 Android-9Android ID: A-154319182",21-Jul,NULL,2021-07-14T14:15:08.037,2022-07-12T17:42:04.277,HIGH,HIGH,HIGH,HIGH,LOW,LOCAL,LOW,NONE,CWE-732,The product specifies permissions for a security-critical resource in a way that allows that resource to be read or modified by unintended actors. 
1590,CVE-2021-0441,"In onCreate of PermissionActivity.java, there is a possible permission bypass due to Confusing UI. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-174495520",21-Jul,NULL,2021-07-14T14:15:08.137,2021-07-15T23:49:04.463,HIGH,HIGH,HIGH,HIGH,LOW,LOCAL,LOW,REQUIRED,CWE-276,"During installation, installed file permissions are set to allow anyone to modify those files. "
1591,CVE-2021-0486,"In onPackageAddedInternal of PermissionManagerService.java, there is possible access to external storage due to a permissions bypass. This could lead to local escalation of privilege with User execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-10 Android-11Android ID: A-171430330",21-Jul,NULL,2021-07-14T14:15:08.160,2021-07-15T22:30:01.087,HIGH,HIGH,HIGH,HIGH,LOW,LOCAL,LOW,NONE,CWE-276,"During installation, installed file permissions are set to allow anyone to modify those files. "
1645,CVE-2021-0514,"In several functions of the V8 library, there is a possible use after free due to a race condition. This could lead to remote code execution in an unprivileged process with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-10 Android-9 Android-11 Android-8.1Android ID: A-162604069",21-Aug,NULL,2021-07-14T14:15:08.190,2021-07-16T12:42:28.490,HIGH,HIGH,HIGH,HIGH,NONE,NETWORK,HIGH,NONE,CWE-362,"The product contains a code sequence that can run concurrently with other code, and the code sequence requires temporary, exclusive access to a shared resource, but a timing window exists in which the shared resource can be modified by another code sequence that is operating concurrently. "
1646,CVE-2021-0515,"In Factory::CreateStrictFunctionMap of factory.cc, there is a possible out of bounds write due to an incorrect bounds check. This could lead to remote code execution in an unprivileged process with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-9 Android-10 Android-11 Android-8.1Android ID: A-167389063",21-Aug,NULL,2021-07-14T14:15:08.220,2021-07-16T19:22:04.647,CRITICAL,HIGH,HIGH,HIGH,NONE,NETWORK,LOW,NONE,CWE-787,"The product writes data past the end, or before the beginning, of the intended buffer. "
1647,CVE-2021-0577,"In flv extractor, there is a possible out of bounds write due to a heap buffer overflow. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android SoCAndroid ID: A-187161771",21-Aug,NULL,2021-07-14T14:15:08.283,2021-07-16T19:33:23.667,HIGH,HIGH,HIGH,HIGH,LOW,LOCAL,LOW,NONE,CWE-787,"The product writes data past the end, or before the beginning, of the intended buffer. "
1592,CVE-2021-0585,"In beginWrite and beginRead of MessageQueueBase.h, there is a possible out of bounds write due to improper input validation. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-8.1 Android-9 Android-10 Android-11Android ID: A-184963385",21-Jul,NULL,2021-07-14T14:15:08.317,2021-07-16T12:43:27.417,MEDIUM,HIGH,HIGH,HIGH,HIGH,LOCAL,LOW,NONE,CWE-787,"The product writes data past the end, or before the beginning, of the intended buffer. "
1593,CVE-2021-0586,"In onCreate of DevicePickerFragment.java, there is a possible way to trick the user to select an unwanted bluetooth device due to a tapjacking/overlay attack. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android-11 Android-8.1 Android-9 Android-10Android ID: A-182584940",21-Jul,NULL,2021-07-14T14:15:08.347,2021-09-13T14:44:01.597,HIGH,HIGH,HIGH,HIGH,NONE,LOCAL,LOW,REQUIRED,CWE-1021,"The web application does not restrict or incorrectly restricts frame objects or UI layers that belong to another application or domain, which can lead to user confusion about which interface the user is interacting with. "
1594,CVE-2021-0587,"In StreamOut::prepareForWriting of StreamOut.cpp, there is a possible out of bounds write due to a use after free. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-8.1 Android-9 Android-10 Android-11Android ID: A-185259758",21-Jul,NULL,2021-07-14T14:15:08.377,2021-07-16T13:05:47.773,HIGH,HIGH,HIGH,HIGH,LOW,LOCAL,LOW,NONE,"CWE-787,CWE-416","The product writes data past the end, or before the beginning, of the intended buffer. ,Referencing memory after it has been freed can cause a program to crash, use unexpected values, or execute code. "
1595,CVE-2021-0588,"In processInboundMessage of MceStateMachine.java, there is a possible SMS disclosure due to a missing permission check. This could lead to local information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-8.1 Android-9Android ID: A-177238342",21-Jul,NULL,2021-07-14T14:15:08.407,2022-07-12T17:42:04.277,MEDIUM,HIGH,NONE,NONE,LOW,LOCAL,LOW,NONE,CWE-668,"The product exposes a resource to the wrong control sphere, providing unintended actors with inappropriate access to the resource. "
1596,CVE-2021-0589,"In BTM_TryAllocateSCN of btm_scn.cc, there is a possible out of bounds write due to an incorrect bounds check. This could lead to local escalation of privilege with User execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11 Android-8.1 Android-9 Android-10Android ID: A-180939982",21-Jul,NULL,2021-07-14T14:15:08.437,2021-07-16T19:57:24.377,HIGH,HIGH,HIGH,HIGH,LOW,LOCAL,LOW,NONE,CWE-787,"The product writes data past the end, or before the beginning, of the intended buffer. "
1597,CVE-2021-0590,"In sendNetworkConditionsBroadcast of NetworkMonitor.java, there is a possible way for a privileged app to receive WiFi BSSID and SSID without location permissions due to a missing permission check. This could lead to local information disclosure with System execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-10 Android-11 Android-8.1 Android-9Android ID: A-175213041",21-Jul,NULL,2021-07-14T14:15:08.463,2022-07-12T17:42:04.277,MEDIUM,HIGH,NONE,NONE,HIGH,LOCAL,LOW,NONE,NVD-CWE-Other,
1642,CVE-2021-0592,"In various functions in WideVine, there are possible out of bounds writes due to improper input validation. This could lead to remote code execution with no additional execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android SoCAndroid ID: A-188061006",21-Aug,NULL,2021-07-14T14:15:08.497,2021-07-16T19:54:08.143,HIGH,HIGH,HIGH,HIGH,NONE,NETWORK,LOW,REQUIRED,CWE-787,"The product writes data past the end, or before the beginning, of the intended buffer. "
1598,CVE-2021-0594,"In onCreate of ConfirmConnectActivity, there is a possible remote bypass of user consent due to improper input validation. This could lead to remote (proximal, NFC) escalation of privilege allowing an attacker to deceive a user into allowing a Bluetooth connection with no additional execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android-11 Android-8.1 Android-9 Android-10Android ID: A-176445224",21-Jul,NULL,2021-07-14T14:15:08.527,2022-07-12T17:42:04.277,HIGH,HIGH,HIGH,HIGH,NONE,ADJACENT_NETWORK,LOW,REQUIRED,CWE-74,"The product constructs all or part of a command, data structure, or record using externally-influenced input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could modify how it is parsed or interpreted when it is sent to a downstream component. "
1599,CVE-2021-0596,"In phNciNfc_RecvMfResp of phNxpExtns_MifareStd.cpp, there is a possible out of bounds read due to a missing bounds check. This could lead to remote information disclosure over NFC with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11 Android-8.1 Android-9 Android-10Android ID: A-181346550",21-Jul,NULL,2021-07-14T14:15:08.553,2021-07-16T19:45:52.130,HIGH,HIGH,NONE,NONE,NONE,NETWORK,LOW,NONE,CWE-125,"The product reads data past the end, or before the beginning, of the intended buffer. "
1600,CVE-2021-0597,"In notifyProfileAdded and notifyProfileRemoved of SipService.java, there is a possible way to retrieve SIP account names due to a missing permission check. This could lead to local information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-8.1 Android-9 Android-10 Android-11Android ID: A-176496502",21-Jul,NULL,2021-07-14T14:15:08.583,2021-07-15T14:23:16.033,MEDIUM,HIGH,NONE,NONE,LOW,LOCAL,LOW,NONE,CWE-862,The product does not perform an authorization check when an actor attempts to access a resource or perform an action. 
1601,CVE-2021-0599,"In scheduleTimeoutLocked of NotificationRecord.java, there is a possible disclosure of a sensitive identifier via broadcasted intent due to a confused deputy. This could lead to local information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-9 Android-10 Android-11 Android-8.1Android ID: A-175614289",21-Jul,NULL,2021-07-14T14:15:08.613,2021-07-15T14:17:24.953,MEDIUM,HIGH,NONE,NONE,LOW,LOCAL,LOW,NONE,CWE-610,The product uses an externally controlled name or reference that resolves to a resource that is outside of the intended control sphere. 
1602,CVE-2021-0600,"In onCreate of DeviceAdminAdd.java, there is a possible way to mislead a user to activate a device admin app due to improper input validation. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android-8.1 Android-9 Android-10 Android-11Android ID: A-179042963",21-Jul,NULL,2021-07-14T14:15:08.643,2021-07-15T14:13:02.743,HIGH,HIGH,HIGH,HIGH,NONE,LOCAL,LOW,REQUIRED,CWE-20,"The product receives input or data, but it does not validate or incorrectly validates that the input has the properties that are required to process the data safely and correctly. "
1603,CVE-2021-0601,"In encodeFrames of avc_enc_fuzzer.cpp, there is a possible out of bounds write due to a double free. This could lead to local information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-10 Android-11 Android-8.1 Android-9Android ID: A-180643802",21-Jul,NULL,2021-07-14T14:15:08.670,2021-07-15T14:09:35.620,MEDIUM,HIGH,NONE,NONE,LOW,LOCAL,LOW,NONE,"CWE-415,CWE-787","The product calls free() twice on the same memory address, potentially leading to modification of unexpected memory locations. ,The product writes data past the end, or before the beginning, of the intended buffer. "
1604,CVE-2021-0602,"In onCreateOptionsMenu of WifiNetworkDetailsFragment.java, there is a possible way for guest users to view and modify Wi-Fi settings for all configured APs due to a permissions bypass. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-10 Android-11Android ID: A-177573895",21-Jul,NULL,2021-07-14T14:15:08.697,2022-07-12T17:42:04.277,HIGH,HIGH,HIGH,HIGH,LOW,LOCAL,LOW,NONE,CWE-200,The product exposes sensitive information to an actor that is not explicitly authorized to have access to that information. 
1648,CVE-2021-0603,"In onCreate of ContactSelectionActivity.java, there is a possible way to get access to contacts without permission due to a tapjacking/overlay attack. This could lead to local escalation of privilege with User execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-182809425",21-Aug,NULL,2021-07-14T14:15:08.720,2022-06-28T14:11:45.273,HIGH,HIGH,HIGH,HIGH,NONE,LOCAL,LOW,REQUIRED,CWE-1021,"The web application does not restrict or incorrectly restricts frame objects or UI layers that belong to another application or domain, which can lead to user confusion about which interface the user is interacting with. "
