CVE,Year,Month,Date_vivo,ID_asb,year_asb,month_asb,spl_type_asb,date_asb,bug_asb,link_asb,Type_asb,Severity,vul_true_asb,component_asb,devices_asb,NVD_descriptions,android_versions,NVD_published,NVD_last_modified,cwe,NVD_version,attack_vector,attack_complexity,privileges_required,user_interaction,confidentiality_impact,integrity_impact,availability_impact,base_score,base_severity,cwe_info,Date_asb
CVE-2020-11286,2021,02,2021-02-01,4518,2021,02,2/5/21,,"A-172348990,,QC-CR#2755788","https://source.codeaurora.org/quic/la/kernel/msm-3.18/commit/?id=79856f1b189faf189f8cf43e7222fc0b5138563e"" rel=""noreferrer",,High,,Kernel,,"An Untrusted Pointer Dereference can occur while doing USB control transfers, if multiple requests of different standard request categories like device, interface & endpoint are made together. in Snapdragon Auto, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wearables",,2021-02-22T07:15:15.143,2021-07-21T11:39:23.747,CWE-119,cvssMetricV31,PHYSICAL,LOW,NONE,NONE,HIGH,HIGH,HIGH,6.8,MEDIUM,Improper Restriction of Operations within the Bounds of a Memory Buffer,2021-02-01
CVE-2020-11297,2021,02,2021-02-01,4519,2021,02,2/5/21,,"A-172349044,,QC-CR#2588832","https://source.codeaurora.org/quic/la/platform/vendor/qcom-opensource/wlan/qcacld-3.0/commit/?id=2a10c7aa8cdd3277e35176207c44ade90a567e73"" rel=""noreferrer",,High,,WLAN,,"Denial of service in WLAN module due to improper check of subtypes in logic where excessive frames are dropped in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer Electronics Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music",,2021-02-22T07:15:15.317,2021-03-02T18:48:25.853,NVD-CWE-Other,cvssMetricV31,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH,7.5,HIGH,,2021-02-01
CVE-2020-11177,2021,02,2021-02-01,4522,2021,02,2/5/21,,A-162755362,,,High,,Closed-source component,,"User can overwrite Security Code NV item without knowing current SPC due to improper validation of SPC code setting and device lock in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon IoT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wearables",,2021-02-22T07:15:13.660,2021-02-26T15:42:08.097,NVD-CWE-Other,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,8.8,HIGH,,2021-02-01
CVE-2020-11180,2021,02,2021-02-01,4523,2021,02,2/5/21,,A-168050602,,,High,,Closed-source component,,"Out of bound access in computer vision control due to improper validation of command length before processing it in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile",,2021-01-21T10:15:14.150,2021-01-30T00:46:57.757,CWE-119,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Improper Restriction of Operations within the Bounds of a Memory Buffer,2021-02-01
CVE-2020-11187,2021,02,2021-02-01,4524,2021,02,2/5/21,,A-162755638,,,High,,Closed-source component,,"Possible memory corruption in BSI module due to improper validation of parameter count in Snapdragon Auto, Snapdragon Connectivity, Snapdragon Mobile",,2021-02-22T07:15:13.720,2021-02-26T20:27:51.743,CWE-129,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Improper Validation of Array Index,2021-02-01
CVE-2020-11253,2021,02,2021-02-01,4525,2021,02,2/5/21,,A-168722706,,,High,,Closed-source component,,"Arbitrary memory write issue in video driver while setting the internal buffers in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile",,2021-02-22T07:15:14.143,2021-07-21T11:39:23.747,CWE-20,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Improper Input Validation,2021-02-01
CVE-2020-11253,2021,02,2021-02-01,4525,2021,02,2/5/21,,A-168722706,,,High,,Closed-source component,,"Arbitrary memory write issue in video driver while setting the internal buffers in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile",,2021-02-22T07:15:14.143,2021-07-21T11:39:23.747,CWE-787,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Out-of-bounds Write,2021-02-01
CVE-2020-11253,2021,02,2021-02-01,4525,2021,02,2/5/21,,A-168722706,,,High,,Closed-source component,,"Arbitrary memory write issue in video driver while setting the internal buffers in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile",,2021-02-22T07:15:14.143,2021-07-21T11:39:23.747,CWE-20,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Improper Input Validation,2021-02-01
CVE-2020-11253,2021,02,2021-02-01,4525,2021,02,2/5/21,,A-168722706,,,High,,Closed-source component,,"Arbitrary memory write issue in video driver while setting the internal buffers in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile",,2021-02-22T07:15:14.143,2021-07-21T11:39:23.747,CWE-787,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Out-of-bounds Write,2021-02-01
CVE-2020-11269,2021,02,2021-02-01,4526,2021,02,2/5/21,,A-172348983,,,High,,Closed-source component,,"Possible memory corruption while processing EAPOL frames due to lack of validation of key length before using it in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer Electronics Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon IoT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wearables, Snapdragon Wired Infrastructure and Networking",,2021-02-22T07:15:14.220,2021-03-08T21:07:49.110,CWE-190,cvssMetricV31,ADJACENT_NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,8.8,HIGH,Integer Overflow or Wraparound,2021-02-01
CVE-2020-11270,2021,02,2021-02-01,4527,2021,02,2/5/21,,A-172349024,,,High,,Closed-source component,,"Possible denial of service due to RTT responder consistently rejects all FTMR by transmitting FTM1 with failure status in the FTM parameter IE in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer Electronics Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wired Infrastructure and Networking",,2021-02-22T07:15:14.440,2021-03-02T19:52:40.070,CWE-400,cvssMetricV31,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH,7.5,HIGH,Uncontrolled Resource Consumption,2021-02-01
CVE-2020-11275,2021,02,2021-02-01,4528,2021,02,2/5/21,,A-172348985,,,High,,Closed-source component,,"Possible buffer over-read while parsing quiet IE in Rx beacon frame due to improper check of IE length in received beacon in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer Electronics Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon IoT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wired Infrastructure and Networking",,2021-02-22T07:15:14.643,2021-03-08T21:40:32.090,CWE-125,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,NONE,HIGH,9.1,CRITICAL,Out-of-bounds Read,2021-02-01
CVE-2020-11276,2021,02,2021-02-01,4529,2021,02,2/5/21,,A-172349003,,,High,,Closed-source component,,"Possible buffer over read while processing P2P IE and NOA attribute of beacon and probe response frames due to improper validation of P2P IE and NOA attribute lengths in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer Electronics Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon IoT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wired Infrastructure and Networking",,2021-02-22T07:15:14.707,2021-03-02T21:15:59.453,CWE-125,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,NONE,HIGH,9.1,CRITICAL,Out-of-bounds Read,2021-02-01
CVE-2020-11278,2021,02,2021-02-01,4530,2021,02,2/5/21,,A-172349045,,,High,,Closed-source component,,"Possible denial of service while handling host WMI command due to improper validation in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer Electronics Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wired Infrastructure and Networking",,2021-02-22T07:15:14.830,2021-03-02T20:41:49.810,CWE-617,cvssMetricV31,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH,7.5,HIGH,Reachable Assertion,2021-02-01
CVE-2020-11280,2021,02,2021-02-01,4531,2021,02,2/5/21,,A-172348987,,,High,,Closed-source component,,"Denial of service while processing fine timing measurement request (FTMR) frame with reserved bits set in the FTM parameter IE due to improper error handling in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer Electronics Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wired Infrastructure and Networking",,2021-02-22T07:15:14.893,2021-03-02T19:35:27.787,CWE-617,cvssMetricV31,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH,7.5,HIGH,Reachable Assertion,2021-02-01
CVE-2020-11281,2021,02,2021-02-01,4532,2021,02,2/5/21,,A-161714839,,,High,,Closed-source component,,"Allowing RTT frames to be linked with non randomized MAC address by comparing the sequence numbers can lead to information disclosure. in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer Electronics Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wired Infrastructure and Networking",,2021-02-22T07:15:14.957,2021-03-02T18:54:56.110,CWE-200,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,NONE,NONE,7.5,HIGH,Exposure of Sensitive Information to an Unauthorized Actor,2021-02-01
CVE-2020-11283,2021,02,2021-02-01,4533,2021,02,2/5/21,,A-168918306,,,High,,Closed-source component,,"A buffer overflow can occur when playing an MKV clip due to lack of input validation in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wearables",,2021-02-22T07:15:15.097,2021-02-26T15:48:11.947,CWE-787,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Out-of-bounds Write,2021-02-01
CVE-2020-11287,2021,02,2021-02-01,4534,2021,02,2/5/21,,A-172348989,,,High,,Closed-source component,,"Allowing RTT frames to be linked with non randomized MAC address by comparing the sequence numbers can lead to information disclosure. in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer Electronics Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wired Infrastructure and Networking",,2021-02-22T07:15:15.207,2021-07-21T11:39:23.747,CWE-203,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,NONE,NONE,7.5,HIGH,Observable Discrepancy,2021-02-01
CVE-2020-11296,2021,02,2021-02-01,4535,2021,02,2/5/21,,A-172348729,,,High,,Closed-source component,,"Arithmetic overflow can happen while processing NOA IE due to improper error handling in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer Electronics Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon IoT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wired Infrastructure and Networking",,2021-02-22T07:15:15.267,2023-06-21T18:20:36.373,CWE-617,cvssMetricV31,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH,7.5,HIGH,Reachable Assertion,2021-02-01
CVE-2021-0313,2021,01,2021-01-01,4328,2021,01,1/1/21,,A-170968514,https://android.googlesource.com/platform/frameworks/minikin/+/ffb33bcf2520208166cb29f47c60add9c0e37349,DoS,Critical,"8.0, 8.1, 9, 10, 11",,,"In isWordBreakAfter of LayoutUtils.cpp, there is a possible way to slow or crash a TextView due to improper input validation. This could lead to remote denial of service with no additional execution privileges needed. User interaction is not needed for exploitation. Product: Android; Versions: Android-9, Android-10, Android-11, Android-8.0, Android-8.1; Android ID: A-170968514.","Android-9, Android-10, Android-11, Android-8, Android-8",2021-01-11T22:15:13.407,2021-01-13T16:44:34.940,CWE-20,cvssMetricV31,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH,7.5,HIGH,Improper Input Validation,2021-01-01
CVE-2021-0316,2021,01,2021-01-01,4346,2021,01,1/1/21,,A-168802990,https://android.googlesource.com/platform/system/bt/+/f328ab46d5419632aec221f95b186ec71077176e,RCE,Critical,"8.0, 8.1, 9, 10, 11",,,"In avrc_pars_vendor_cmd of avrc_pars_tg.cc, there is a possible out of bounds write due to a missing bounds check. This could lead to remote code execution over Bluetooth with no additional execution privileges needed. User interaction is not needed for exploitation. Product: Android; Versions: Android-11, Android-8.0, Android-8.1, Android-9, Android-10; Android ID: A-168802990.","Android-11, Android-8, Android-8, Android-9, Android-10",2021-01-11T22:15:13.503,2021-01-13T16:44:57.723,CWE-787,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Out-of-bounds Write,2021-01-01
CVE-2020-11134,2021,01,2021-01-01,4362,2021,01,1/5/21,,A-170138862,,,Critical,,Closed-source component,,"Possible stack out of bound write might happen due to time bitmap length and bit duration fields of the attributes like NAN ranging setup attribute inside a NAN management frame are not Properly validated in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer Electronics Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wired Infrastructure and Networking",,2021-06-09T05:15:07.067,2021-06-15T17:31:14.483,CWE-129,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Improper Validation of Array Index,2021-01-01
CVE-2020-11134,2021,01,2021-01-01,4362,2021,01,1/5/21,,A-170138862,,,Critical,,Closed-source component,,"Possible stack out of bound write might happen due to time bitmap length and bit duration fields of the attributes like NAN ranging setup attribute inside a NAN management frame are not Properly validated in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer Electronics Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wired Infrastructure and Networking",,2021-06-09T05:15:07.067,2021-06-15T17:31:14.483,CWE-787,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Out-of-bounds Write,2021-01-01
CVE-2020-11134,2021,01,2021-01-01,4362,2021,01,1/5/21,,A-170138862,,,Critical,,Closed-source component,,"Possible stack out of bound write might happen due to time bitmap length and bit duration fields of the attributes like NAN ranging setup attribute inside a NAN management frame are not Properly validated in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer Electronics Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wired Infrastructure and Networking",,2021-06-09T05:15:07.067,2021-06-15T17:31:14.483,CWE-129,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Improper Validation of Array Index,2021-01-01
CVE-2020-11134,2021,01,2021-01-01,4362,2021,01,1/5/21,,A-170138862,,,Critical,,Closed-source component,,"Possible stack out of bound write might happen due to time bitmap length and bit duration fields of the attributes like NAN ranging setup attribute inside a NAN management frame are not Properly validated in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer Electronics Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wired Infrastructure and Networking",,2021-06-09T05:15:07.067,2021-06-15T17:31:14.483,CWE-787,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Out-of-bounds Write,2021-01-01
CVE-2020-11182,2021,01,2021-01-01,4363,2021,01,1/5/21,,A-168722721,,,Critical,,Closed-source component,,"Possible heap overflow while parsing NAL header due to lack of check of length of data received from user in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile",,2021-06-09T05:15:07.247,2022-05-03T16:04:40.443,CWE-787,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Out-of-bounds Write,2021-01-01
CVE-2021-0303,2021,01,2021-01-01,4329,2021,01,1/1/21,,A-170407229,https://android.googlesource.com/platform/packages/services/Car/+/768c8bfbe91db71e11eae2c57fb678ff2a5bf15e,EoP,High,11,,,"In dispatchGraphTerminationMessage() of packages/services/Car/computepipe/runner/graph/StreamSetObserver.cpp, there is a possible use after free due to a race condition. This could lead to local escalation of privilege with User execution privileges needed. User interaction is not needed for exploitation. Product: Android; Versions: Android-11; Android ID: A-170407229.",Android-11,2021-01-11T22:15:12.987,2021-01-13T15:23:00.173,CWE-362,cvssMetricV31,LOCAL,HIGH,LOW,NONE,HIGH,HIGH,HIGH,7.0,HIGH,Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition'),2021-01-01
CVE-2021-0303,2021,01,2021-01-01,4329,2021,01,1/1/21,,A-170407229,https://android.googlesource.com/platform/packages/services/Car/+/768c8bfbe91db71e11eae2c57fb678ff2a5bf15e,EoP,High,11,,,"In dispatchGraphTerminationMessage() of packages/services/Car/computepipe/runner/graph/StreamSetObserver.cpp, there is a possible use after free due to a race condition. This could lead to local escalation of privilege with User execution privileges needed. User interaction is not needed for exploitation. Product: Android; Versions: Android-11; Android ID: A-170407229.",Android-11,2021-01-11T22:15:12.987,2021-01-13T15:23:00.173,CWE-416,cvssMetricV31,LOCAL,HIGH,LOW,NONE,HIGH,HIGH,HIGH,7.0,HIGH,Use After Free,2021-01-01
CVE-2021-0303,2021,01,2021-01-01,4329,2021,01,1/1/21,,A-170407229,https://android.googlesource.com/platform/packages/services/Car/+/768c8bfbe91db71e11eae2c57fb678ff2a5bf15e,EoP,High,11,,,"In dispatchGraphTerminationMessage() of packages/services/Car/computepipe/runner/graph/StreamSetObserver.cpp, there is a possible use after free due to a race condition. This could lead to local escalation of privilege with User execution privileges needed. User interaction is not needed for exploitation. Product: Android; Versions: Android-11; Android ID: A-170407229.",Android-11,2021-01-11T22:15:12.987,2021-01-13T15:23:00.173,CWE-362,cvssMetricV31,LOCAL,HIGH,LOW,NONE,HIGH,HIGH,HIGH,7.0,HIGH,Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition'),2021-01-01
CVE-2021-0303,2021,01,2021-01-01,4329,2021,01,1/1/21,,A-170407229,https://android.googlesource.com/platform/packages/services/Car/+/768c8bfbe91db71e11eae2c57fb678ff2a5bf15e,EoP,High,11,,,"In dispatchGraphTerminationMessage() of packages/services/Car/computepipe/runner/graph/StreamSetObserver.cpp, there is a possible use after free due to a race condition. This could lead to local escalation of privilege with User execution privileges needed. User interaction is not needed for exploitation. Product: Android; Versions: Android-11; Android ID: A-170407229.",Android-11,2021-01-11T22:15:12.987,2021-01-13T15:23:00.173,CWE-416,cvssMetricV31,LOCAL,HIGH,LOW,NONE,HIGH,HIGH,HIGH,7.0,HIGH,Use After Free,2021-01-01
CVE-2021-0306,2021,01,2021-01-01,4330,2021,01,1/1/21,,A-154505240,"https://android.googlesource.com/platform/frameworks/base/+/03da463b2a94c36e3b46f0a110ec43710b82d404,https://android.googlesource.com/platform/frameworks/base/+/c4ce178c261e6a2dc1aa4c1e1d570f0efd980e47",EoP,High,"8.0, 8.1, 9, 10, 11",,,"In addAllPermissions of PermissionManagerService.java, there is a possible permissions bypass when upgrading major Android versions which allows an app to gain the android.permission.ACTIVITY_RECOGNITION permission without user confirmation. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation. Product: Android; Versions: Android-11, Android-8.0, Android-8.1, Android-9, Android-10; Android ID: A-154505240.","Android-11, Android-8, Android-8, Android-9, Android-10",2021-01-11T22:15:13.080,2021-01-13T15:16:12.097,CWE-269,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Improper Privilege Management,2021-01-01
CVE-2021-0307,2021,01,2021-01-01,4331,2021,01,1/1/21,,A-155648771,"https://android.googlesource.com/platform/cts/+/a8a90255d43845e307b6d133c710b802dbece622,https://android.googlesource.com/platform/frameworks/base/+/a9f825922e1870575aeab11a2035903c217233c9",EoP,High,"10, 11",,,"In updatePermissionSourcePackage of PermissionManagerService.java, there is a possible automatic runtime permission grant due to a confused deputy. This could lead to local escalation of privilege allowing a malicious app to silently gain access to a dangerous permission with no additional execution privileges needed. User interaction is not needed for exploitation. Product: Android; Versions: Android-10, Android-11; Android ID: A-155648771.","Android-10, Android-11",2021-01-11T22:15:13.127,2021-01-13T15:24:43.683,NVD-CWE-Other,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,,2021-01-01
CVE-2021-0310,2021,01,2021-01-01,4332,2021,01,1/1/21,,A-170212632,https://android.googlesource.com/platform/frameworks/native/+/dc6cb05ebe2cefdce215d797a8e418ba26c8c86c,EoP,High,11,,,"In LazyServiceRegistrar of LazyServiceRegistrar.cpp, there is a possible memory corruption due to a use after free. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation. Product: Android; Versions: Android-11; Android ID: A-170212632.",Android-11,2021-01-11T22:15:13.267,2021-01-13T15:31:20.270,CWE-416,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Use After Free,2021-01-01
CVE-2021-0315,2021,01,2021-01-01,4333,2021,01,1/1/21,,A-169763814,https://android.googlesource.com/platform/frameworks/base/+/828fe0b915f30e22fec03dc1ed2e66220ceebd3e,EoP,High,"8.0, 8.1, 9, 10, 11",,,"In onCreate of GrantCredentialsPermissionActivity.java, there is a possible way to convince the user to grant an app access to an account due to a tapjacking/overlay attack. This could lead to local escalation of privilege with User execution privileges needed. User interaction is needed for exploitation. Product: Android; Versions: Android-8.1, Android-9, Android-10, Android-11, Android-8.0; Android ID: A-169763814.","Android-8, Android-9, Android-10, Android-11, Android-8",2021-01-11T22:15:13.457,2021-01-13T16:44:42.973,CWE-1021,cvssMetricV31,LOCAL,LOW,LOW,REQUIRED,HIGH,HIGH,HIGH,7.3,HIGH,Improper Restriction of Rendered UI Layers or Frames,2021-01-01
CVE-2021-0317,2021,01,2021-01-01,4334,2021,01,1/1/21,,A-168319670,https://android.googlesource.com/platform/frameworks/base/+/c4ce178c261e6a2dc1aa4c1e1d570f0efd980e47,EoP,High,"8.0, 8.1, 9, 10, 11",,,"In createOrUpdate of Permission.java and related code, there is possible permission escalation due to a logic error. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is needed for exploitation. Product: Android; Versions: Android-10, Android-11, Android-8.0, Android-8.1, Android-9; Android ID: A-168319670.","Android-10, Android-11, Android-8, Android-8, Android-9",2021-01-11T22:15:13.550,2022-07-12T17:42:04.277,CWE-863,cvssMetricV31,LOCAL,LOW,NONE,REQUIRED,HIGH,HIGH,HIGH,7.8,HIGH,Incorrect Authorization,2021-01-01
CVE-2021-0318,2021,01,2021-01-01,4335,2021,01,1/1/21,,A-168211968,https://android.googlesource.com/platform/frameworks/native/+/adb416ac460cb28ca03e7898bdd154b1d0f8c16b,EoP,High,"8.1, 9, 10, 11",,,"In appendEventsToCacheLocked of SensorEventConnection.cpp, there is a possible out of bounds write due to a use-after-free. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation. Product: Android; Versions: Android-9, Android-8.1, Android-10, Android-11; Android ID: A-168211968.","Android-9, Android-8, Android-10, Android-11",2021-01-11T22:15:13.597,2021-01-13T15:34:58.687,CWE-416,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Use After Free,2021-01-01
CVE-2021-0318,2021,01,2021-01-01,4335,2021,01,1/1/21,,A-168211968,https://android.googlesource.com/platform/frameworks/native/+/adb416ac460cb28ca03e7898bdd154b1d0f8c16b,EoP,High,"8.1, 9, 10, 11",,,"In appendEventsToCacheLocked of SensorEventConnection.cpp, there is a possible out of bounds write due to a use-after-free. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation. Product: Android; Versions: Android-9, Android-8.1, Android-10, Android-11; Android ID: A-168211968.","Android-9, Android-8, Android-10, Android-11",2021-01-11T22:15:13.597,2021-01-13T15:34:58.687,CWE-787,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Out-of-bounds Write,2021-01-01
CVE-2021-0318,2021,01,2021-01-01,4335,2021,01,1/1/21,,A-168211968,https://android.googlesource.com/platform/frameworks/native/+/adb416ac460cb28ca03e7898bdd154b1d0f8c16b,EoP,High,"8.1, 9, 10, 11",,,"In appendEventsToCacheLocked of SensorEventConnection.cpp, there is a possible out of bounds write due to a use-after-free. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation. Product: Android; Versions: Android-9, Android-8.1, Android-10, Android-11; Android ID: A-168211968.","Android-9, Android-8, Android-10, Android-11",2021-01-11T22:15:13.597,2021-01-13T15:34:58.687,CWE-416,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Use After Free,2021-01-01
CVE-2021-0318,2021,01,2021-01-01,4335,2021,01,1/1/21,,A-168211968,https://android.googlesource.com/platform/frameworks/native/+/adb416ac460cb28ca03e7898bdd154b1d0f8c16b,EoP,High,"8.1, 9, 10, 11",,,"In appendEventsToCacheLocked of SensorEventConnection.cpp, there is a possible out of bounds write due to a use-after-free. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation. Product: Android; Versions: Android-9, Android-8.1, Android-10, Android-11; Android ID: A-168211968.","Android-9, Android-8, Android-10, Android-11",2021-01-11T22:15:13.597,2021-01-13T15:34:58.687,CWE-787,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Out-of-bounds Write,2021-01-01
CVE-2021-0319,2021,01,2021-01-01,4336,2021,01,1/1/21,,A-167244818,https://android.googlesource.com/platform/frameworks/base/+/0c17049d39b5a8867f030f6f36433564140e124a,EoP,High,"8.0, 8.1, 9, 10, 11",,,"In checkCallerIsSystemOr of CompanionDeviceManagerService.java, there is a possible way to get a nearby Bluetooth device's MAC address without appropriate permissions due to a permissions bypass. This could lead to local escalation of privilege that grants access to nearby MAC addresses, with User execution privileges needed. User interaction is needed for exploitation. Product: Android; Versions: Android-8.0, Android-8.1, Android-9, Android-10, Android-11; Android ID: A-167244818.","Android-8, Android-8, Android-9, Android-10, Android-11",2021-01-11T22:15:13.643,2021-01-13T16:45:29.943,CWE-863,cvssMetricV31,LOCAL,LOW,LOW,REQUIRED,HIGH,HIGH,HIGH,7.3,HIGH,Incorrect Authorization,2021-01-01
