CVE,SPL,SMR,cwe,NVD_descriptions,android_versions,NVD_published,NVD_last_modified,NVD_version,attack_vector,attack_complexity,privileges_required,user_interaction,confidentiality_impact,integrity_impact,availability_impact,base_score,base_severity,cwe_info
CVE-2021-4083,22-Sep,,CWE-362,A read-after-free memory flaw was found in the Linux kernel's garbage collection for Unix domain socket file handlers in the way users call close() and fget() simultaneously and can potentially trigger a race condition. This flaw allows a local user to crash the system or escalate their privileges on the system. This flaw affects Linux kernel versions prior to 5.16-rc4.,5.16,2022-01-18T17:15:09.403,2023-10-06T18:05:43.720,cvssMetricV31,LOCAL,HIGH,LOW,NONE,HIGH,HIGH,HIGH,7.0,HIGH,Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition')
CVE-2021-4083,22-Sep,,CWE-416,A read-after-free memory flaw was found in the Linux kernel's garbage collection for Unix domain socket file handlers in the way users call close() and fget() simultaneously and can potentially trigger a race condition. This flaw allows a local user to crash the system or escalate their privileges on the system. This flaw affects Linux kernel versions prior to 5.16-rc4.,5.16,2022-01-18T17:15:09.403,2023-10-06T18:05:43.720,cvssMetricV31,LOCAL,HIGH,LOW,NONE,HIGH,HIGH,HIGH,7.0,HIGH,Use After Free
CVE-2021-4083,22-Sep,,CWE-362,A read-after-free memory flaw was found in the Linux kernel's garbage collection for Unix domain socket file handlers in the way users call close() and fget() simultaneously and can potentially trigger a race condition. This flaw allows a local user to crash the system or escalate their privileges on the system. This flaw affects Linux kernel versions prior to 5.16-rc4.,5.16,2022-01-18T17:15:09.403,2023-10-06T18:05:43.720,cvssMetricV31,LOCAL,HIGH,LOW,NONE,HIGH,HIGH,HIGH,7.0,HIGH,Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition')
CVE-2021-4083,22-Sep,,CWE-416,A read-after-free memory flaw was found in the Linux kernel's garbage collection for Unix domain socket file handlers in the way users call close() and fget() simultaneously and can potentially trigger a race condition. This flaw allows a local user to crash the system or escalate their privileges on the system. This flaw affects Linux kernel versions prior to 5.16-rc4.,5.16,2022-01-18T17:15:09.403,2023-10-06T18:05:43.720,cvssMetricV31,LOCAL,HIGH,LOW,NONE,HIGH,HIGH,HIGH,7.0,HIGH,Use After Free
CVE-2021-4083,22-Sep,,CWE-362,A read-after-free memory flaw was found in the Linux kernel's garbage collection for Unix domain socket file handlers in the way users call close() and fget() simultaneously and can potentially trigger a race condition. This flaw allows a local user to crash the system or escalate their privileges on the system. This flaw affects Linux kernel versions prior to 5.16-rc4.,5.16,2022-01-18T17:15:09.403,2023-10-06T18:05:43.720,cvssMetricV31,LOCAL,HIGH,LOW,NONE,HIGH,HIGH,HIGH,7.0,HIGH,Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition')
CVE-2021-4083,22-Sep,,CWE-416,A read-after-free memory flaw was found in the Linux kernel's garbage collection for Unix domain socket file handlers in the way users call close() and fget() simultaneously and can potentially trigger a race condition. This flaw allows a local user to crash the system or escalate their privileges on the system. This flaw affects Linux kernel versions prior to 5.16-rc4.,5.16,2022-01-18T17:15:09.403,2023-10-06T18:05:43.720,cvssMetricV31,LOCAL,HIGH,LOW,NONE,HIGH,HIGH,HIGH,7.0,HIGH,Use After Free
CVE-2021-4083,22-Sep,,CWE-362,A read-after-free memory flaw was found in the Linux kernel's garbage collection for Unix domain socket file handlers in the way users call close() and fget() simultaneously and can potentially trigger a race condition. This flaw allows a local user to crash the system or escalate their privileges on the system. This flaw affects Linux kernel versions prior to 5.16-rc4.,5.16,2022-01-18T17:15:09.403,2023-10-06T18:05:43.720,cvssMetricV31,LOCAL,HIGH,LOW,NONE,HIGH,HIGH,HIGH,7.0,HIGH,Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition')
CVE-2021-4083,22-Sep,,CWE-416,A read-after-free memory flaw was found in the Linux kernel's garbage collection for Unix domain socket file handlers in the way users call close() and fget() simultaneously and can potentially trigger a race condition. This flaw allows a local user to crash the system or escalate their privileges on the system. This flaw affects Linux kernel versions prior to 5.16-rc4.,5.16,2022-01-18T17:15:09.403,2023-10-06T18:05:43.720,cvssMetricV31,LOCAL,HIGH,LOW,NONE,HIGH,HIGH,HIGH,7.0,HIGH,Use After Free
CVE-2021-4083,22-Sep,,CWE-362,A read-after-free memory flaw was found in the Linux kernel's garbage collection for Unix domain socket file handlers in the way users call close() and fget() simultaneously and can potentially trigger a race condition. This flaw allows a local user to crash the system or escalate their privileges on the system. This flaw affects Linux kernel versions prior to 5.16-rc4.,5.16,2022-01-18T17:15:09.403,2023-10-06T18:05:43.720,cvssMetricV31,LOCAL,HIGH,LOW,NONE,HIGH,HIGH,HIGH,7.0,HIGH,Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition')
CVE-2021-4083,22-Sep,,CWE-416,A read-after-free memory flaw was found in the Linux kernel's garbage collection for Unix domain socket file handlers in the way users call close() and fget() simultaneously and can potentially trigger a race condition. This flaw allows a local user to crash the system or escalate their privileges on the system. This flaw affects Linux kernel versions prior to 5.16-rc4.,5.16,2022-01-18T17:15:09.403,2023-10-06T18:05:43.720,cvssMetricV31,LOCAL,HIGH,LOW,NONE,HIGH,HIGH,HIGH,7.0,HIGH,Use After Free
CVE-2021-4083,22-Sep,,CWE-362,A read-after-free memory flaw was found in the Linux kernel's garbage collection for Unix domain socket file handlers in the way users call close() and fget() simultaneously and can potentially trigger a race condition. This flaw allows a local user to crash the system or escalate their privileges on the system. This flaw affects Linux kernel versions prior to 5.16-rc4.,5.16,2022-01-18T17:15:09.403,2023-10-06T18:05:43.720,cvssMetricV31,LOCAL,HIGH,LOW,NONE,HIGH,HIGH,HIGH,7.0,HIGH,Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition')
CVE-2021-4083,22-Sep,,CWE-416,A read-after-free memory flaw was found in the Linux kernel's garbage collection for Unix domain socket file handlers in the way users call close() and fget() simultaneously and can potentially trigger a race condition. This flaw allows a local user to crash the system or escalate their privileges on the system. This flaw affects Linux kernel versions prior to 5.16-rc4.,5.16,2022-01-18T17:15:09.403,2023-10-06T18:05:43.720,cvssMetricV31,LOCAL,HIGH,LOW,NONE,HIGH,HIGH,HIGH,7.0,HIGH,Use After Free
CVE-2021-4083,22-Sep,,CWE-362,A read-after-free memory flaw was found in the Linux kernel's garbage collection for Unix domain socket file handlers in the way users call close() and fget() simultaneously and can potentially trigger a race condition. This flaw allows a local user to crash the system or escalate their privileges on the system. This flaw affects Linux kernel versions prior to 5.16-rc4.,5.16,2022-01-18T17:15:09.403,2023-10-06T18:05:43.720,cvssMetricV31,LOCAL,HIGH,LOW,NONE,HIGH,HIGH,HIGH,7.0,HIGH,Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition')
CVE-2021-4083,22-Sep,,CWE-416,A read-after-free memory flaw was found in the Linux kernel's garbage collection for Unix domain socket file handlers in the way users call close() and fget() simultaneously and can potentially trigger a race condition. This flaw allows a local user to crash the system or escalate their privileges on the system. This flaw affects Linux kernel versions prior to 5.16-rc4.,5.16,2022-01-18T17:15:09.403,2023-10-06T18:05:43.720,cvssMetricV31,LOCAL,HIGH,LOW,NONE,HIGH,HIGH,HIGH,7.0,HIGH,Use After Free
CVE-2022-20399,22-Sep,,CWE-732,"In the SEPolicy configuration of system apps, there is a possible access to the 'ip' utility due to an insecure default value. This could lead to local information disclosure of network data with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-219808546References: Upstream kernel",,2022-09-13T20:15:09.597,2022-09-17T00:09:53.783,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM,Incorrect Permission Assignment for Critical Resource
CVE-2022-22822,22-Sep,,CWE-190,addBinding in xmlparse.c in Expat (aka libexpat) before 2.4.3 has an integer overflow.,2.4.3,2022-01-10T14:12:56.047,2022-10-06T15:29:48.270,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Integer Overflow or Wraparound
CVE-2022-23852,22-Sep,,CWE-190,"Expat (aka libexpat) before 2.4.4 has a signed integer overflow in XML_GetBuffer, for configurations with a nonzero XML_CONTEXT_BYTES.",2.4.4,2022-01-24T02:15:06.733,2022-10-29T02:44:33.083,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Integer Overflow or Wraparound
CVE-2022-23990,22-Sep,,CWE-190,Expat (aka libexpat) before 2.4.4 has an integer overflow in the doProlog function.,2.4.4,2022-01-26T19:15:08.517,2023-11-07T03:44:21.590,cvssMetricV31,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH,7.5,HIGH,Integer Overflow or Wraparound
CVE-2022-25314,22-Sep,,CWE-190,"In Expat (aka libexpat) before 2.4.5, there is an integer overflow in copyString.",2.4.5,2022-02-18T05:15:08.187,2023-11-07T03:44:45.757,cvssMetricV31,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH,7.5,HIGH,Integer Overflow or Wraparound
CVE-2022-20395,22-Sep,,CWE-22,"In checkAccess of MediaProvider.java, there is a possible file deletion due to a path traversal error. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11 Android-12 Android-12L Android-13Android ID: A-221855295","Android-11, Android-12, Android-12, Android-13",2022-09-13T20:15:09.473,2022-09-17T00:03:48.667,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')
CVE-2022-20398,22-Sep,,CWE-732,"In addOrUpdateNetwork of WifiServiceImpl.java, there is a possible way for a guest user to configure Wi-Fi due to a permissions bypass. This could lead to local escalation of privilege with User execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-13Android ID: A-221859734",Android-13,2022-09-13T20:15:09.557,2022-09-19T17:40:05.757,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Incorrect Permission Assignment for Critical Resource
CVE-2022-22091,22-Sep,,NVD-CWE-Other,"Improper authorization of a replayed LTE security mode command can lead to a denial of service in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Wearables",,2022-09-16T06:15:09.970,2023-08-08T14:21:49.707,cvssMetricV31,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH,7.5,HIGH,
CVE-2022-22066,22-Sep,,CWE-125,"Memory corruption occurs while processing command received from HLOS due to improper length check in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wearables",,2022-09-16T06:15:09.603,2023-04-19T17:10:55.030,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Out-of-bounds Read
CVE-2022-22093,22-Sep,,CWE-367,"Memory corruption or temporary denial of service due to improper handling of concurrent hypervisor operations to attach or detach IRQs from virtual interrupt sources in Snapdragon Compute, Snapdragon Connectivity, Snapdragon Industrial IOT, Snapdragon Mobile",,2022-09-16T06:15:10.140,2023-04-19T17:10:55.030,cvssMetricV31,LOCAL,HIGH,LOW,NONE,HIGH,HIGH,HIGH,7.0,HIGH,Time-of-check Time-of-use (TOCTOU) Race Condition
CVE-2022-22094,22-Sep,,CWE-367,"memory corruption in Kernel due to race condition while getting mapping reference in Snapdragon Compute, Snapdragon Connectivity, Snapdragon Industrial IOT, Snapdragon Mobile",,2022-09-16T06:15:10.280,2023-04-19T17:10:55.030,cvssMetricV31,LOCAL,HIGH,LOW,NONE,HIGH,HIGH,HIGH,7.0,HIGH,Time-of-check Time-of-use (TOCTOU) Race Condition
CVE-2022-22095,22-Sep,,CWE-416,"Memory corruption in synx driver due to use-after-free condition in the synx driver due to accessing object handles without acquiring lock in Snapdragon Compute, Snapdragon Connectivity, Snapdragon Industrial IOT, Snapdragon Mobile",,2022-09-16T06:15:10.423,2022-09-20T13:15:51.917,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Use After Free
CVE-2022-22092,22-Sep,,CWE-416,"Memory corruption in kernel due to use after free issue in Snapdragon Compute, Snapdragon Connectivity, Snapdragon Industrial IOT, Snapdragon Mobile",,2022-09-16T06:15:10.050,2023-04-19T17:10:55.030,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Use After Free
CVE-2022-20218,22-Sep,,CWE-732,"In PermissionController, there is a possible way to get and retain permissions without user's consent due to a logic error in the code. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android-12 Android-12LAndroid ID: A-223907044","Android-12, Android-12",2022-07-13T19:15:08.987,2023-08-08T14:22:24.967,cvssMetricV31,LOCAL,LOW,NONE,REQUIRED,HIGH,HIGH,HIGH,7.8,HIGH,Incorrect Permission Assignment for Critical Resource
CVE-2022-25656,22-Sep,,CWE-190,"Possible integer overflow and memory corruption due to improper validation of buffer size sent to write to console when computing the payload size in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Wearables",,2022-09-16T06:15:10.730,2023-04-19T17:10:55.030,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Integer Overflow or Wraparound
CVE-2022-29582,22-Sep,,CWE-362,"In the Linux kernel before 5.17.3, fs/io_uring.c has a use-after-free due to a race condition in io_uring timeouts. This can be triggered by a local user who has no access to any user namespace; however, the race condition perhaps can only be exploited infrequently.",5.17.3,2022-04-22T16:15:09.393,2024-05-01T18:15:09.327,cvssMetricV31,LOCAL,HIGH,LOW,NONE,HIGH,HIGH,HIGH,7.0,HIGH,Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition')
CVE-2022-20393,22-Sep,,CWE-191,"In extract3GPPGlobalDescriptions of TextDescriptions.cpp, there is a possible out of bounds read due to an integer overflow. This could lead to local information disclosure from the media server with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11 Android-12 Android-12LAndroid ID: A-233735886","Android-11, Android-12, Android-12",2022-09-13T20:15:09.433,2023-08-08T14:21:49.707,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM,Integer Underflow (Wrap or Wraparound)
CVE-2022-20396,22-Sep,,CWE-345,"In SettingsActivity.java, there is a possible way to make a device discoverable over Bluetooth, without permission or user interaction, due to a permissions bypass. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-12L Android-13Android ID: A-234440688","Android-12, Android-13",2022-09-13T20:15:09.513,2023-08-08T14:21:49.707,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM,Insufficient Verification of Data Authenticity
CVE-2022-25688,22-Sep,,CWE-120,"Memory corruption in video due to buffer overflow while parsing ps video clips in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wearables",,2022-09-16T06:15:10.967,2023-04-19T17:10:55.030,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Buffer Copy without Checking Size of Input ('Classic Buffer Overflow')
CVE-2022-25690,22-Sep,,CWE-129,"Information disclosure in WLAN due to improper validation of array index while parsing crafted ANQP action frames in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer Electronics Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music",,2022-09-16T06:15:11.027,2023-04-19T17:10:55.030,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,NONE,NONE,7.5,HIGH,Improper Validation of Array Index
CVE-2022-25669,22-Sep,,CWE-125,"Denial of service in video due to buffer over read while parsing MP4 clip in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wearables",,2022-09-16T06:15:10.783,2023-04-19T17:10:55.030,cvssMetricV31,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH,7.5,HIGH,Out-of-bounds Read
CVE-2022-25670,22-Sep,,CWE-125,"Denial of service in WLAN HOST due to buffer over read while unpacking frames in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer Electronics Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wearables",,2022-09-16T06:15:10.847,2023-04-19T17:10:55.030,cvssMetricV31,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH,7.5,HIGH,Out-of-bounds Read
CVE-2022-22074,22-Sep,,CWE-190,"Memory Corruption during wma file playback due to integer overflow in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wearables",,2022-09-16T06:15:09.713,2023-08-08T14:21:49.707,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Integer Overflow or Wraparound
CVE-2022-22089,22-Sep,,CWE-190,"Memory corruption in audio while playing record due to improper list handling in two threads in Snapdragon Connectivity, Snapdragon Mobile, Snapdragon Wearables",,2022-09-16T06:15:09.883,2023-04-19T17:10:55.030,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Integer Overflow or Wraparound
CVE-2022-22081,22-Sep,,CWE-190,"Memory corruption in audio module due to integer overflow in Snapdragon Auto, Snapdragon Connectivity, Snapdragon Mobile, Snapdragon Wearables",,2022-09-16T06:15:09.807,2023-08-08T14:21:49.707,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Integer Overflow or Wraparound
CVE-2022-25693,22-Sep,,CWE-416,"Memory corruption in graphics due to use-after-free while graphics profiling in Snapdragon Connectivity, Snapdragon Mobile",,2022-09-16T06:15:11.097,2023-04-19T17:10:55.030,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Use After Free
CVE-2022-25686,22-Sep,,CWE-120,"Memory corruption in video module due to buffer overflow while processing WAV file in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Wearables",,2022-09-16T06:15:10.907,2023-04-19T17:10:55.030,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Buffer Copy without Checking Size of Input ('Classic Buffer Overflow')
CVE-2022-25696,22-Sep,,CWE-367,"Memory corruption in display due to time-of-check time-of-use race condition during map or unmap in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Wearables",,2022-09-16T06:15:11.180,2023-04-19T17:10:55.030,cvssMetricV31,LOCAL,HIGH,LOW,NONE,HIGH,HIGH,HIGH,7.0,HIGH,Time-of-check Time-of-use (TOCTOU) Race Condition
CVE-2022-25706,22-Sep,,CWE-125,"Information disclosure in Bluetooth driver due to buffer over-read while reading l2cap length in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Wearables",,2022-09-16T06:15:11.263,2023-04-19T17:10:55.030,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,NONE,NONE,7.5,HIGH,Out-of-bounds Read
CVE-2022-26447,22-Sep,,CWE-787,"In BT firmware, there is a possible out of bounds write due to a missing bounds check. This could lead to remote code execution with no additional execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS06784478; Issue ID: ALPS06784478.",,2022-09-06T18:15:11.610,2023-08-08T14:21:49.707,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Out-of-bounds Write
CVE-2022-20388,22-Sep,,NVD-CWE-noinfo,Summary:Product: AndroidVersions: Android SoCAndroid ID: A-238227323,,2022-09-13T20:15:09.217,2022-09-16T02:42:54.563,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,
CVE-2022-20387,22-Sep,,NVD-CWE-noinfo,Summary:Product: AndroidVersions: Android SoCAndroid ID: A-238227324,,2022-09-13T20:15:09.170,2022-09-16T02:42:46.993,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,
CVE-2022-20386,22-Sep,,NVD-CWE-noinfo,Summary:Product: AndroidVersions: Android SoCAndroid ID: A-238227328,,2022-09-13T20:15:09.130,2022-09-16T02:42:40.127,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,
CVE-2022-20391,22-Sep,,NVD-CWE-noinfo,Summary:Product: AndroidVersions: Android SoCAndroid ID: A-238257000,,2022-09-13T20:15:09.347,2022-09-16T02:43:14.370,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,
CVE-2022-20390,22-Sep,,NVD-CWE-noinfo,Summary:Product: AndroidVersions: Android SoCAndroid ID: A-238257002,,2022-09-13T20:15:09.300,2022-09-16T02:43:08.267,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,
CVE-2022-20389,22-Sep,,NVD-CWE-noinfo,Summary:Product: AndroidVersions: Android SoCAndroid ID: A-238257004,,2022-09-13T20:15:09.257,2022-09-16T02:43:01.767,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,
CVE-2022-20385,22-Sep,,CWE-1284,"a function called 'nla_parse', do not check the len of para, it will check nla_type (which can be controlled by userspace) with 'maxtype' (in this case, it is GSCAN_MAX), then it access polciy array 'policy[type]', which OOB access happens.Product: AndroidVersions: Android SoCAndroid ID: A-238379819",,2022-09-13T20:15:09.087,2023-08-08T14:21:49.707,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Improper Validation of Specified Quantity in Input
CVE-2021-0942,22-Sep,,CWE-125,"The path in this case is a little bit convoluted. The end result is that via an ioctl an untrusted app can control the ui32PageIndex offset in the expression:sPA.uiAddr = page_to_phys(psOSPageArrayData->pagearray[ui32PageIndex]);With the current PoC this crashes as an OOB read. However, given that the OOB read value is ending up as the address field of a struct I think i seems plausible that this could lead to an OOB write if the attacker is able to cause the OOB read to pull an interesting kernel address. Regardless if this is a read or write, it is a High severity issue in the kernel.Product: AndroidVersions: Android SoCAndroid ID: A-238904312",,2022-09-13T20:15:08.983,2022-09-16T18:50:57.283,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Out-of-bounds Read
CVE-2021-0943,22-Sep,,CWE-787,"In MMU_MapPages of TBD, there is a possible out of bounds write due to improper input validation. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android SoCAndroid ID: A-238916921",,2022-09-13T20:15:09.023,2022-09-16T19:08:05.393,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Out-of-bounds Write
CVE-2021-0697,22-Sep,,CWE-362,"In PVRSRVRGXSubmitTransferKM of rgxtransfer.c, there is a possible user after free due to a race condition. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android SoCAndroid ID: A-238918403",,2022-09-13T20:15:08.890,2022-09-16T18:32:16.870,cvssMetricV31,LOCAL,HIGH,LOW,NONE,HIGH,HIGH,HIGH,7.0,HIGH,Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition')
CVE-2021-0697,22-Sep,,CWE-416,"In PVRSRVRGXSubmitTransferKM of rgxtransfer.c, there is a possible user after free due to a race condition. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android SoCAndroid ID: A-238918403",,2022-09-13T20:15:08.890,2022-09-16T18:32:16.870,cvssMetricV31,LOCAL,HIGH,LOW,NONE,HIGH,HIGH,HIGH,7.0,HIGH,Use After Free
CVE-2021-0697,22-Sep,,CWE-362,"In PVRSRVRGXSubmitTransferKM of rgxtransfer.c, there is a possible user after free due to a race condition. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android SoCAndroid ID: A-238918403",,2022-09-13T20:15:08.890,2022-09-16T18:32:16.870,cvssMetricV31,LOCAL,HIGH,LOW,NONE,HIGH,HIGH,HIGH,7.0,HIGH,Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition')
CVE-2021-0697,22-Sep,,CWE-416,"In PVRSRVRGXSubmitTransferKM of rgxtransfer.c, there is a possible user after free due to a race condition. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android SoCAndroid ID: A-238918403",,2022-09-13T20:15:08.890,2022-09-16T18:32:16.870,cvssMetricV31,LOCAL,HIGH,LOW,NONE,HIGH,HIGH,HIGH,7.0,HIGH,Use After Free
CVE-2021-0697,22-Sep,,CWE-362,"In PVRSRVRGXSubmitTransferKM of rgxtransfer.c, there is a possible user after free due to a race condition. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android SoCAndroid ID: A-238918403",,2022-09-13T20:15:08.890,2022-09-16T18:32:16.870,cvssMetricV31,LOCAL,HIGH,LOW,NONE,HIGH,HIGH,HIGH,7.0,HIGH,Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition')
CVE-2021-0697,22-Sep,,CWE-416,"In PVRSRVRGXSubmitTransferKM of rgxtransfer.c, there is a possible user after free due to a race condition. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android SoCAndroid ID: A-238918403",,2022-09-13T20:15:08.890,2022-09-16T18:32:16.870,cvssMetricV31,LOCAL,HIGH,LOW,NONE,HIGH,HIGH,HIGH,7.0,HIGH,Use After Free
CVE-2021-0697,22-Sep,,CWE-362,"In PVRSRVRGXSubmitTransferKM of rgxtransfer.c, there is a possible user after free due to a race condition. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android SoCAndroid ID: A-238918403",,2022-09-13T20:15:08.890,2022-09-16T18:32:16.870,cvssMetricV31,LOCAL,HIGH,LOW,NONE,HIGH,HIGH,HIGH,7.0,HIGH,Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition')
CVE-2021-0697,22-Sep,,CWE-416,"In PVRSRVRGXSubmitTransferKM of rgxtransfer.c, there is a possible user after free due to a race condition. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android SoCAndroid ID: A-238918403",,2022-09-13T20:15:08.890,2022-09-16T18:32:16.870,cvssMetricV31,LOCAL,HIGH,LOW,NONE,HIGH,HIGH,HIGH,7.0,HIGH,Use After Free
