ID,CVE,descrip,vul_true,SPL,SMR,date,last_mod,severity,confid,integrity,availability,req_privileges,attack_vector,attack_complexity,user_req,cwe,cwe_info
2193,CVE-2018-13904,"Improper input validation in SCM handler to access storage in TZ can lead to unauthorized access in Snapdragon Auto, Snapdragon Compute, Snapdragon Consumer Electronics Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile in versions MDM9206, MDM9607, MDM9650, MDM9655, QCS605, SD 410/12, SD 675, SD 712 / SD 710 / SD 670, SD 8CX, SXR1130.",,19-Mar,NULL,2019-02-25T22:29:02.743,2019-02-26T18:14:32.593,CRITICAL,HIGH,HIGH,HIGH,NONE,NETWORK,LOW,NONE,CWE-20,"The product receives input or data, but it does not validate or incorrectly validates that the input has the properties that are required to process the data safely and correctly. "
2194,CVE-2018-20346,"SQLite before 3.25.3, when the FTS3 extension is enabled, encounters an integer overflow (and resultant buffer overflow) for FTS3 queries that occur after crafted changes to FTS3 shadow tables, allowing remote attackers to execute arbitrary code by leveraging the ability to run arbitrary SQL statements (such as in certain WebSQL use cases), aka Magellan.",,19-Mar,NULL,2018-12-21T21:29:00.243,2023-11-07T02:56:16.353,HIGH,HIGH,HIGH,HIGH,NONE,NETWORK,HIGH,NONE,CWE-190,"The product performs a calculation that can produce an integer overflow or wraparound, when the logic assumes that the resulting value will always be larger than the original value. This can introduce other weaknesses when the calculation is used for resource management or execution control. "
2195,CVE-2019-1985,"In findAvailSpellCheckerLocked of TextServicesManagerService.java, there is a possible way to bypass the warning dialog when selecting an untrusted spell checker due to a permissions bypass. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-7.0 Android-7.1.1 Android-7.1.2 Android-8.0Android ID: A-118694079",,19-Mar,NULL,2019-06-19T20:15:10.943,2020-08-24T17:37:01.140,HIGH,HIGH,HIGH,HIGH,LOW,LOCAL,LOW,NONE,NVD-CWE-noinfo,NVD-CWE-noinfo
2196,CVE-2019-2004,"In publishKeyEvent, publishMotionEvent and sendUnchainedFinishedSignal of InputTransport.cpp, there are uninitialized data leading to local information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-7.0 Android-7.1.1 Android-7.1.2 Android-8.0 Android-8.1 Android-9Android ID: A-115739809",,19-Mar,NULL,2019-06-19T20:15:11.117,2020-08-24T17:37:01.140,MEDIUM,HIGH,NONE,NONE,LOW,LOCAL,LOW,NONE,CWE-908,The product uses or accesses a resource that has not been initialized. 
2197,CVE-2019-2006,"In serviceDied of HalDeathHandlerHidl.cpp, there is a possible memory corruption due to a use after free. This could lead to local escalation of privilege in the audio server with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-9Android ID: A-116665972",,19-Mar,NULL,2019-06-19T20:15:11.227,2021-07-21T11:39:23.747,CRITICAL,HIGH,HIGH,HIGH,NONE,NETWORK,LOW,NONE,"CWE-362,CWE-416,CWE-787","The product contains a code sequence that can run concurrently with other code, and the code sequence requires temporary, exclusive access to a shared resource, but a timing window exists in which the shared resource can be modified by another code sequence that is operating concurrently. ,Referencing memory after it has been freed can cause a program to crash, use unexpected values, or execute code. ,The product writes data past the end, or before the beginning, of the intended buffer. "
2198,CVE-2019-2007,"In getReadIndex and getWriteIndex of FifoControllerBase.cpp, there is a possible out-of-bounds write due to an integer overflow. This could lead to local escalation of privilege in the audio server with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-8.1 Android-9Android ID: A-120789744",,19-Mar,NULL,2019-06-19T20:15:11.287,2020-08-24T17:37:01.140,CRITICAL,HIGH,HIGH,HIGH,NONE,NETWORK,LOW,NONE,"CWE-190,CWE-787","The product performs a calculation that can produce an integer overflow or wraparound, when the logic assumes that the resulting value will always be larger than the original value. This can introduce other weaknesses when the calculation is used for resource management or execution control. ,The product writes data past the end, or before the beginning, of the intended buffer. "
2199,CVE-2019-2008,"In createEffect of AudioFlinger.cpp, there is a possible memory corruption due to a race condition. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android-8.0 Android-8.1 Android-9Android ID: A-122309228",,19-Mar,NULL,2019-06-19T20:15:11.333,2021-07-21T11:39:23.747,HIGH,HIGH,HIGH,HIGH,NONE,NETWORK,HIGH,REQUIRED,"CWE-362,CWE-787","The product contains a code sequence that can run concurrently with other code, and the code sequence requires temporary, exclusive access to a shared resource, but a timing window exists in which the shared resource can be modified by another code sequence that is operating concurrently. ,The product writes data past the end, or before the beginning, of the intended buffer. "
2200,CVE-2019-2010,"In phNxpNciHal_process_ext_rsp of phNxpNciHal_ext.cc, there is a possible out-of-bound write due to a missing bounds check. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-7.0 Android-7.1.1 Android-7.1.2 Android-8.0 Android-8.1 Android-9Android ID: A-118152591",,19-Mar,NULL,2019-06-19T20:15:11.443,2019-06-20T20:09:47.923,HIGH,HIGH,HIGH,HIGH,LOW,LOCAL,LOW,NONE,CWE-787,"The product writes data past the end, or before the beginning, of the intended buffer. "
2201,CVE-2019-2011,"In readNullableNativeHandleNoDup of Parcel.cpp, there is a possible out of bounds write due to a missing bounds check. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-8.0 Android-8.1 Android-9Android ID: A-120084106",,19-Mar,NULL,2019-06-19T20:15:11.490,2019-06-20T20:03:05.877,HIGH,HIGH,HIGH,HIGH,LOW,LOCAL,LOW,NONE,CWE-787,"The product writes data past the end, or before the beginning, of the intended buffer. "
2202,CVE-2019-2012,"In rw_t3t_act_handle_fmt_rsp of rw_t3t.cc, there is a possible out-of-bound write due to a missing bounds check. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android-7.0 Android-7.1.1 Android-7.1.2 Android-8.0 Android-8.1 Android-9Android ID: A-120497437",,19-Mar,NULL,2019-06-19T20:15:11.537,2019-06-20T19:50:13.270,HIGH,HIGH,HIGH,HIGH,NONE,NETWORK,LOW,REQUIRED,CWE-787,"The product writes data past the end, or before the beginning, of the intended buffer. "
2203,CVE-2019-2013,"In rw_t3t_act_handle_sro_rsp of rw_t3t.cc, there is a possible out-of-bound write due to a missing bounds check. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android-7.0 Android-7.1.1 Android-7.1.2 Android-8.0 Android-8.1 Android-9Android ID: A-120497583",,19-Mar,NULL,2019-06-19T20:15:11.600,2019-06-20T19:43:40.350,HIGH,HIGH,HIGH,HIGH,NONE,NETWORK,LOW,REQUIRED,CWE-787,"The product writes data past the end, or before the beginning, of the intended buffer. "
2204,CVE-2019-2014,"In rw_t3t_handle_get_sc_poll_rsp of rw_t3t.cc, there is a possible out-of-bound write due to a missing bounds check. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android-7.0 Android-7.1.1 Android-7.1.2 Android-8.0 Android-8.1 Android-9Android ID: A-120499324",,19-Mar,NULL,2019-06-19T20:15:11.647,2019-06-20T19:45:13.587,HIGH,HIGH,HIGH,HIGH,NONE,NETWORK,LOW,REQUIRED,CWE-787,"The product writes data past the end, or before the beginning, of the intended buffer. "
2205,CVE-2019-2015,"In rw_t3t_act_handle_check_rsp of rw_t3t.cc, there is a possible out-of-bound write due to a missing bounds check. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android-7.0 Android-7.1.1 Android-7.1.2 Android-8.0 Android-8.1 Android-9Android ID: A-120503926",,19-Mar,NULL,2019-06-19T20:15:11.693,2019-06-20T19:45:10.163,HIGH,HIGH,HIGH,HIGH,NONE,NETWORK,LOW,REQUIRED,CWE-787,"The product writes data past the end, or before the beginning, of the intended buffer. "
2206,CVE-2019-2016,"In NFA_SendRawFrame of nfa_dm_api.cc, there is a possible out-of-bound write due to improper input validation. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android-7.0 Android-7.1.1 Android-7.1.2 Android-8.0 Android-8.1 Android-9Android ID: A-120664978",,19-Mar,NULL,2019-06-19T20:15:11.757,2021-07-21T11:39:23.747,HIGH,HIGH,HIGH,HIGH,NONE,NETWORK,LOW,REQUIRED,"CWE-787,CWE-20","The product writes data past the end, or before the beginning, of the intended buffer. ,The product receives input or data, but it does not validate or incorrectly validates that the input has the properties that are required to process the data safely and correctly. "
2207,CVE-2019-2017,"In rw_t2t_handle_tlv_detect_rsp of rw_t2t_ndef.cc, there is a possible out-of-bound write due to a missing bounds check. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android-7.0 Android-7.1.1 Android-7.1.2 Android-8.0 Android-8.1 Android-9Android ID: A-121035711",,19-Mar,NULL,2019-06-19T21:15:10.323,2019-06-20T18:28:17.407,HIGH,HIGH,HIGH,HIGH,LOW,LOCAL,LOW,NONE,CWE-787,"The product writes data past the end, or before the beginning, of the intended buffer. "
2208,CVE-2019-2018,"In resetPasswordInternal of DevicePolicyManagerService.java, there is a possible bypass of password reset protection due to an unusual root cause. Remote user interaction is needed for exploitation.Product: AndroidVersions: Android-8.1 Android-9Android ID: A-110172241",,19-Mar,NULL,2019-06-19T21:15:10.383,2020-08-24T17:37:01.140,HIGH,HIGH,HIGH,HIGH,NONE,NETWORK,LOW,REQUIRED,CWE-287,"When an actor claims to have a given identity, the product does not prove or insufficiently proves that the claim is correct. "
2209,CVE-2018-9561,"In llcp_util_parse_connect of llcp_util.cc, there is a possible out-of-bound read due to a missing bounds check. This could lead to local information disclosure with no additional execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android-7.0 Android-7.1.1 Android-7.1.2 Android-8.0 Android-8.1 Android-9Android ID: A-111660010",,19-Mar,NULL,2019-06-19T21:15:10.073,2019-06-20T19:53:20.787,MEDIUM,HIGH,NONE,NONE,NONE,NETWORK,LOW,REQUIRED,CWE-125,"The product reads data past the end, or before the beginning, of the intended buffer. "
2210,CVE-2018-9563,"In llcp_util_parse_cc of llcp_util.cc, there is a possible out-of-bound read due to a missing bounds check. This could lead to local information disclosure with no additional execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android-7.0 Android-7.1.1 Android-7.1.2 Android-8.0 Android-8.1 Android-9Android ID: A-114237888",,19-Mar,NULL,2019-06-19T21:15:10.150,2019-06-20T19:29:46.900,MEDIUM,HIGH,NONE,NONE,NONE,NETWORK,LOW,REQUIRED,CWE-125,"The product reads data past the end, or before the beginning, of the intended buffer. "
2211,CVE-2018-9564,"In llcp_util_parse_link_params of llcp_util.cc, there is a possible out-of-bound read due to a missing bounds check. This could lead to local information disclosure with no additional execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android-7.0 Android-7.1.1 Android-7.1.2 Android-8.0 Android-8.1 Android-9Android ID: A-114238578",,19-Mar,NULL,2019-06-19T21:15:10.213,2019-06-20T19:17:25.263,MEDIUM,HIGH,NONE,NONE,NONE,NETWORK,LOW,REQUIRED,CWE-125,"The product reads data past the end, or before the beginning, of the intended buffer. "
2212,CVE-2019-2019,"In ce_t4t_data_cback of ce_t4t.cc, there is a possible out-of-bound read due to a missing bounds check. This could lead to local information disclosure with no additional execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android-7.0 Android-7.1.1 Android-7.1.2 Android-8.0 Android-8.1 Android-9Android ID: A-115635871",,19-Mar,NULL,2019-06-19T21:15:10.463,2019-06-21T12:04:58.363,MEDIUM,HIGH,NONE,NONE,NONE,NETWORK,LOW,REQUIRED,CWE-125,"The product reads data past the end, or before the beginning, of the intended buffer. "
2213,CVE-2019-2020,"In llcp_dlc_proc_rr_rnr_pdu of llcp_dlc.cc, there is a possible out-of-bound read due to a missing bounds check. This could lead to local information disclosure with no additional execution privileges needed. User interaction needed for exploitation.Product: AndroidVersions: Android-7.0 Android-7.1.1 Android-7.1.2 Android-8.0 Android-8.1 Android-9Android ID: A-116788646",,19-Mar,NULL,2019-06-19T21:15:10.510,2019-06-20T19:12:02.463,MEDIUM,HIGH,NONE,NONE,NONE,NETWORK,LOW,REQUIRED,CWE-125,"The product reads data past the end, or before the beginning, of the intended buffer. "
2214,CVE-2019-2021,"In rw_t3t_act_handle_ndef_detect_rsp of rw_t3t.cc, there is a possible out-of-bound read due to a missing bounds check. This could lead to local information disclosure with no additional execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android-7.0 Android-7.1.1 Android-7.1.2 Android-8.0 Android-8.1 Android-9Android ID: A-120428041",,19-Mar,NULL,2019-06-19T21:15:10.557,2019-06-20T19:29:42.633,MEDIUM,HIGH,NONE,NONE,NONE,NETWORK,LOW,REQUIRED,CWE-125,"The product reads data past the end, or before the beginning, of the intended buffer. "
2215,CVE-2019-2022,"In rw_t3t_act_handle_fmt_rsp and rw_t3t_act_handle_sro_rsp of rw_t3t.cc, there is a possible out-of-bound read due to a missing bounds check. This could lead to local information disclosure with no additional execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android-7.0 Android-7.1.1 Android-7.1.2 Android-8.0 Android-8.1 Android-9Android ID: A-120506143",,19-Mar,NULL,2019-06-19T21:15:10.603,2019-06-20T18:38:13.823,MEDIUM,HIGH,NONE,NONE,NONE,NETWORK,LOW,REQUIRED,CWE-125,"The product reads data past the end, or before the beginning, of the intended buffer. "
2216,CVE-2019-2005,"In onPermissionGrantResult of GrantPermissionsActivity.java, there is a possible incorrectly granted permission due to a missing permission check. This could lead to local escalation of privilege on a locked device with no additional execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android-8.0 Android-8.1 Android-9Android ID: A-68777217",,19-Mar,NULL,2019-06-19T20:15:11.177,2020-08-24T17:37:01.140,HIGH,HIGH,HIGH,HIGH,NONE,NETWORK,LOW,REQUIRED,CWE-862,The product does not perform an authorization check when an actor attempts to access a resource or perform an action. 
2217,LVE-SMP-190001,Buffer overflow vulnerability in LAF(LG Advanced Flash),"Android devices with OS  7.0, 7.1, 7.2, 8.0, 8.1",19-Mar,NULL,29-Jan-19,,High,,,,,,,,,
2218,LVE-SMP-190002,Vulnerability due to the use of sensitive security settings such as package verifier and installation of unknown source,"Android devices with OS  7.0, 7.1, 7.2, 8.0, 8.1",19-Mar,NULL,25-Jan-19,,High,,,,,,,,,
2219,CVE-2018-11847,"Malicious TA can tag QSEE kernel memory and map to EL0, there by corrupting the physical memory as well it can be used to corrupt the QSEE kernel and compromise the whole TEE in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer Electronics Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon IoT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wearables and Snapdragon Wired Infrastructure and Networking in versions IPQ8074, MDM9206, MDM9607, MDM9650, MDM9655, MSM8909W, MSM8996AU, QCA8081, SD 210/SD 212/SD 205, SD 410/12, SD 425, SD 427, SD 430, SD 435, SD 439 / SD 429, SD 450, SD 615/16/SD 415, SD 625, SD 632, SD 650/52, SD 820, SD 820A, SD 835, SD 8CX, SDM439 and Snapdragon_High_Med_2016",,19-Feb,NULL,2019-02-11T15:29:00.240,2019-02-21T20:42:31.037,HIGH,HIGH,HIGH,HIGH,LOW,LOCAL,LOW,NONE,CWE-20,"The product receives input or data, but it does not validate or incorrectly validates that the input has the properties that are required to process the data safely and correctly. "
2220,CVE-2019-1986,"In SkSwizzler::onSetSampleX of SkSwizzler.cpp, there is a possible out of bounds write due to a missing bounds check. This could lead to remote escalation of privilege in system_server with no additional execution privileges needed. User interaction is needed for exploitation. Product: Android. Versions: Android-9. Android ID: A-117838472.",,19-Feb,NULL,2019-02-28T17:29:00.583,2019-03-01T12:47:16.777,HIGH,HIGH,HIGH,HIGH,NONE,NETWORK,LOW,REQUIRED,CWE-787,"The product writes data past the end, or before the beginning, of the intended buffer. "
2221,CVE-2019-1987,"In onSetSampleX of SkSwizzler.cpp, there is a possible out of bounds write due to a missing bounds check. This could lead to remote code execution with no additional execution privileges needed. User interaction is needed for exploitation. Product: Android. Versions: Android-7.0 Android-7.1.1 Android-7.1.2 Android-8.0 Android-8.1 Android-9. Android ID: A-118143775.",,19-Feb,NULL,2019-02-28T17:29:00.630,2019-03-01T13:55:11.293,HIGH,HIGH,HIGH,HIGH,NONE,LOCAL,LOW,REQUIRED,CWE-787,"The product writes data past the end, or before the beginning, of the intended buffer. "
2222,CVE-2019-1988,"In sample6 of SkSwizzler.cpp, there is a possible out of bounds write due to improper input validation. This could lead to remote code execution in system_server with no additional execution privileges needed. User interaction is needed for exploitation. Product: Android. Versions: Android-8.0 Android-8.1 Android-9. Android ID: A-118372692.",,19-Feb,NULL,2019-02-28T17:29:00.663,2021-07-21T11:39:23.747,HIGH,HIGH,HIGH,HIGH,NONE,NETWORK,LOW,REQUIRED,"CWE-787,CWE-20","The product writes data past the end, or before the beginning, of the intended buffer. ,The product receives input or data, but it does not validate or incorrectly validates that the input has the properties that are required to process the data safely and correctly. "
2223,CVE-2019-1991,"In btif_dm_data_copy of btif_core.cc, there is a possible out of bounds write due to a buffer overflow. This could lead to remote code execution with no additional execution privileges needed. User interaction is needed for exploitation. Product: Android. Versions: Android-7.0 Android-7.1.1 Android-7.1.2 Android-8.0 Android-8.1 Android-9. Android ID: A-110166268.",,19-Feb,NULL,2019-02-28T17:29:00.693,2020-08-24T17:37:01.140,HIGH,HIGH,HIGH,HIGH,NONE,NETWORK,LOW,REQUIRED,CWE-787,"The product writes data past the end, or before the beginning, of the intended buffer. "
2224,CVE-2019-1992,"In bta_hl_sdp_query_results of bta_hl_main.cc, there is a possible use-after-free due to a race condition. This could lead to remote code execution with no additional execution privileges needed. User interaction is needed for exploitation. Product: Android. Versions: Android-7.0 Android-7.1.1 Android-7.1.2 Android-8.0 Android-8.1 Android-9. Android ID: A-116222069.",,19-Feb,NULL,2019-02-28T17:29:00.740,2021-07-21T11:39:23.747,HIGH,HIGH,HIGH,HIGH,NONE,NETWORK,HIGH,REQUIRED,"CWE-362,CWE-416","The product contains a code sequence that can run concurrently with other code, and the code sequence requires temporary, exclusive access to a shared resource, but a timing window exists in which the shared resource can be modified by another code sequence that is operating concurrently. ,Referencing memory after it has been freed can cause a program to crash, use unexpected values, or execute code. "
2225,CVE-2018-10876,A flaw was found in Linux kernel in the ext4 filesystem code. A use-after-free is possible in ext4_ext_remove_space() function when mounting and operating a crafted ext4 image.,,19-Feb,NULL,2018-07-26T18:29:00.260,2023-02-13T04:51:34.073,MEDIUM,NONE,NONE,HIGH,LOW,LOCAL,LOW,NONE,CWE-416,"Referencing memory after it has been freed can cause a program to crash, use unexpected values, or execute code. "
2226,CVE-2018-10880,Linux kernel is vulnerable to a stack-out-of-bounds write in the ext4 filesystem code when mounting and writing to a crafted ext4 image in ext4_update_inline_data(). An attacker could use this to cause a system crash and a denial of service.,,19-Feb,NULL,2018-07-25T13:29:00.220,2023-02-13T04:51:36.500,MEDIUM,NONE,NONE,HIGH,NONE,LOCAL,LOW,REQUIRED,CWE-787,"The product writes data past the end, or before the beginning, of the intended buffer. "
2227,CVE-2018-10882,"A flaw was found in the Linux kernel's ext4 filesystem. A local user can cause an out-of-bound write in in fs/jbd2/transaction.c code, a denial of service, and a system crash by unmounting a crafted ext4 filesystem image.",,19-Feb,NULL,2018-07-27T18:29:01.407,2023-02-12T23:31:41.267,MEDIUM,NONE,NONE,HIGH,LOW,LOCAL,LOW,NONE,CWE-787,"The product writes data past the end, or before the beginning, of the intended buffer. "
2228,CVE-2018-13405,"The inode_init_owner function in fs/inode.c in the Linux kernel through 3.16 allows local users to create files with an unintended group ownership, in a scenario where a directory is SGID to a certain group and is writable by a user who is not a member of that group. Here, the non-member can trigger creation of a plain file whose group ownership is that group. The intended behavior was that the non-member can trigger creation of a directory (but not a plain file) whose group ownership is that group. The non-member can escalate privileges by making the plain file executable and SGID.",,19-Feb,NULL,2018-07-06T14:29:01.223,2023-11-07T02:52:32.943,HIGH,HIGH,HIGH,HIGH,LOW,LOCAL,LOW,NONE,CWE-269,"The product does not properly assign, modify, track, or check privileges for an actor, creating an unintended sphere of control for that actor. "
2229,CVE-2018-18281,"Since Linux kernel version 3.2, the mremap() syscall performs TLB flushes after dropping pagetable locks. If a syscall such as ftruncate() removes entries from the pagetables of a task that is in the middle of mremap(), a stale TLB entry can remain for a short time that permits access to a physical page after it has been released back to the page allocator and reused. This is fixed in the following kernel versions: 4.9.135, 4.14.78, 4.18.16, 4.19.",,19-Feb,NULL,2018-10-30T18:29:00.737,2020-08-24T17:37:01.140,HIGH,HIGH,HIGH,HIGH,LOW,LOCAL,LOW,NONE,CWE-459,"The product does not properly ""clean up"" and remove temporary or supporting resources after they have been used. "
2230,CVE-2018-17182,"An issue was discovered in the Linux kernel through 4.18.8. The vmacache_flush_all function in mm/vmacache.c mishandles sequence number overflows. An attacker can trigger a use-after-free (and possibly gain privileges) via certain thread creation, map, unmap, invalidation, and dereference operations.",,19-Feb,NULL,2018-09-19T09:29:00.620,2023-02-24T18:33:26.187,HIGH,HIGH,HIGH,HIGH,LOW,LOCAL,LOW,NONE,CWE-416,"Referencing memory after it has been freed can cause a program to crash, use unexpected values, or execute code. "
2231,CVE-2018-10877,Linux kernel ext4 filesystem is vulnerable to an out-of-bound access in the ext4_ext_drop_refs() function when operating on a crafted ext4 filesystem image.,,19-Feb,NULL,2018-07-18T15:29:00.267,2023-02-13T04:51:34.743,MEDIUM,HIGH,HIGH,HIGH,HIGH,LOCAL,LOW,REQUIRED,CWE-125,"The product reads data past the end, or before the beginning, of the intended buffer. "
2232,CVE-2018-11962,"In all android releases(Android for MSM, Firefox OS for MSM, QRD Android) from CAF using the linux kernel, Use-after-free issue in heap while loading audio effects config in audio effects factory.",,19-Feb,NULL,2019-02-11T15:29:00.457,2019-02-12T15:44:39.273,HIGH,HIGH,HIGH,HIGH,LOW,LOCAL,LOW,NONE,CWE-416,"Referencing memory after it has been freed can cause a program to crash, use unexpected values, or execute code. "
2233,CVE-2018-12014,"In all android releases(Android for MSM, Firefox OS for MSM, QRD Android) from CAF using the linux kernel, Null pointer dereference vulnerability may occur due to missing NULL assignment in NAT module of freed pointer.",,19-Feb,NULL,2019-02-11T15:29:00.630,2020-08-24T17:37:01.140,HIGH,HIGH,HIGH,HIGH,LOW,LOCAL,LOW,NONE,"CWE-476,CWE-416","A NULL pointer dereference occurs when the application dereferences a pointer that it expects to be valid, but is NULL, typically causing a crash or exit. ,Referencing memory after it has been freed can cause a program to crash, use unexpected values, or execute code. "
2234,CVE-2018-13889,"In all android releases(Android for MSM, Firefox OS for MSM, QRD Android) from CAF using the linux kernel, Heap memory was accessed after it was freed",,19-Feb,NULL,2019-02-11T15:29:00.770,2019-02-12T15:11:41.613,HIGH,HIGH,HIGH,HIGH,LOW,LOCAL,LOW,NONE,CWE-416,"Referencing memory after it has been freed can cause a program to crash, use unexpected values, or execute code. "
2235,CVE-2018-11888,"Unauthorized access may be allowed by the SCP11 Crypto Services TA will processing commands from other TA in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer Electronics Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile and Snapdragon Voice & Music in versions MDM9607, MDM9650, MDM9655, MSM8996AU, SD 210/SD 212/SD 205, SD 410/12, SD 425, SD 427, SD 430, SD 435, SD 439 / SD 429, SD 450, SD 615/16/SD 415, SD 625, SD 632, SD 650/52, SD 820, SD 820A, SD 835, SD 8CX, SDM439, Snapdragon_High_Med_2016.",,19-Feb,NULL,2019-02-11T15:29:00.363,2019-10-03T00:03:26.223,HIGH,HIGH,HIGH,HIGH,LOW,LOCAL,LOW,NONE,CWE-862,The product does not perform an authorization check when an actor attempts to access a resource or perform an action. 
2236,CVE-2018-13888,"There is potential for memory corruption in the RIL daemon due to de reference of memory outside the allocated array length in RIL in Snapdragon Auto, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Wearables in versions MDM9206, MDM9607, MDM9635M, MDM9650, MSM8909W, SD 210/SD 212/SD 205, SD 425, SD 427, SD 430, SD 435, SD 439 / SD 429, SD 450, SD 625, SD 636, SD 650/52, SD 675, SD 712 / SD 710 / SD 670, SD 820A, SD 835, SD 845 / SD 850, SD 855, SDM439, SDM630, SDM660, ZZ_QCS605.",,19-Feb,NULL,2019-02-11T15:29:00.740,2019-02-14T18:21:02.493,HIGH,HIGH,HIGH,HIGH,LOW,LOCAL,LOW,NONE,CWE-119,"The product performs operations on a memory buffer, but it can read from or write to a memory location that is outside of the intended boundary of the buffer. "
2237,CVE-2017-17760,"OpenCV 3.3.1 has a Buffer Overflow in the cv::PxMDecoder::readData function in grfmt_pxm.cpp, because an incorrect size value is used.",,19-Feb,NULL,2017-12-29T18:29:00.460,2021-12-16T18:49:04.540,MEDIUM,NONE,NONE,HIGH,NONE,NETWORK,LOW,REQUIRED,CWE-119,"The product performs operations on a memory buffer, but it can read from or write to a memory location that is outside of the intended boundary of the buffer. "
2238,CVE-2018-5268,"In OpenCV 3.3.1, a heap-based buffer overflow happens in cv::Jpeg2KDecoder::readComponent8u in modules/imgcodecs/src/grfmt_jpeg2000.cpp when parsing a crafted image file.",,19-Feb,NULL,2018-01-08T05:29:00.320,2021-11-30T18:55:35.257,MEDIUM,NONE,NONE,HIGH,NONE,LOCAL,LOW,REQUIRED,CWE-787,"The product writes data past the end, or before the beginning, of the intended buffer. "
2239,CVE-2018-5269,"In OpenCV 3.3.1, an assertion failure happens in cv::RBaseStream::setPos in modules/imgcodecs/src/bitstrm.cpp because of an incorrect integer cast.",,19-Feb,NULL,2018-01-08T05:29:00.367,2021-11-30T18:55:40.083,MEDIUM,NONE,NONE,HIGH,NONE,LOCAL,LOW,REQUIRED,CWE-617,"The product contains an assert() or similar statement that can be triggered by an attacker, which leads to an application exit or other behavior that is more severe than necessary. "
2240,CVE-2019-1993,"In register_app of btif_hd.cc, there is a possible memory corruption due to an integer overflow. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation. Product: Android. Versions: Android-8.0 Android-8.1 Android-9. Android ID: A-119819889.",,19-Feb,NULL,2019-02-28T17:29:00.770,2021-07-21T11:39:23.747,HIGH,HIGH,HIGH,HIGH,LOW,LOCAL,LOW,NONE,"CWE-190,CWE-787","The product performs a calculation that can produce an integer overflow or wraparound, when the logic assumes that the resulting value will always be larger than the original value. This can introduce other weaknesses when the calculation is used for resource management or execution control. ,The product writes data past the end, or before the beginning, of the intended buffer. "
2241,CVE-2019-1994,"In refresh of DevelopmentTiles.java, there is the possibility of leaving development settings accessible due to an insecure default value. This could lead to unwanted access to development settings, with no additional execution privileges needed. User interaction is needed for exploitation. Product: Android. Versions: Android-8.0 Android-8.1 Android-9. Android ID: A-117770924.",,19-Feb,NULL,2019-02-28T17:29:00.817,2020-08-24T17:37:01.140,HIGH,HIGH,HIGH,HIGH,NONE,NETWORK,LOW,REQUIRED,CWE-1188,"The product initializes or sets a resource with a default that is intended to be changed by the administrator, but the default is not secure. "
