CVE,SPL,SMR,Year,Month,Date_lg,ID_asb,year_asb,month_asb,spl_type_asb,date_asb,bug_asb,link_asb,Type_asb,Severity_asb,vul_true,component_asb,devices_asb,NVD_descriptions,android_versions,NVD_published,NVD_last_modified,cwe,NVD_version,attack_vector,attack_complexity,privileges_required,user_interaction,confidentiality_impact,integrity_impact,availability_impact,base_score,base_severity,cwe_info,Date_asb
CVE-2019-2115,19-Sep,,2019,09,2019-09-01,1279,2019,09,9/1/19,,A-129768470,"https://android.googlesource.com/platform/system/core/+/6a9c4e7968e73393110b169b33fb636531fe7fc2,https://android.googlesource.com/platform/system/gatekeeper/+/9d4b63592231755c52124b2ea7d57ee2b2c35ef6",EoP,High,"7.1.1, 7.1.2, 8.0, 8.1, 9",,,"In GateKeeper::MintAuthToken of gatekeeper.cpp in Android 7.1.1, 7.1.2, 8.0, 8.1 and 9, there is possible memory corruption due to a double free. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation.","7.1.1, 7.1.2, 8.0, 8.1",2019-09-05T22:15:11.727,2021-07-21T11:39:23.747,CWE-415,cvssMetricV30,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Double Free,2019-09-01
CVE-2019-2115,19-Sep,,2019,09,2019-09-01,1279,2019,09,9/1/19,,A-129768470,"https://android.googlesource.com/platform/system/core/+/6a9c4e7968e73393110b169b33fb636531fe7fc2,https://android.googlesource.com/platform/system/gatekeeper/+/9d4b63592231755c52124b2ea7d57ee2b2c35ef6",EoP,High,"7.1.1, 7.1.2, 8.0, 8.1, 9",,,"In GateKeeper::MintAuthToken of gatekeeper.cpp in Android 7.1.1, 7.1.2, 8.0, 8.1 and 9, there is possible memory corruption due to a double free. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation.","7.1.1, 7.1.2, 8.0, 8.1",2019-09-05T22:15:11.727,2021-07-21T11:39:23.747,CWE-787,cvssMetricV30,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Out-of-bounds Write,2019-09-01
CVE-2019-2178,19-Sep,,2019,09,2019-09-01,1280,2019,09,9/1/19,,A-124462242,https://android.googlesource.com/platform/system/nfc/+/ea8d43c47462fda80359abf84c04a6cf7ce90f64,EoP,High,"7.1.1, 7.1.2, 8.0, 8.1, 9",,,"In rw_t4t_sm_read_ndef of rw_t4t in Android 7.1.1, 7.1.2, 8.0, 8.1 and 9, there is a possible out of bounds write due to a missing bounds check. This could lead to local escalation of privilege in the NFC service with no additional execution privileges needed. User interaction is not needed for exploitation.","7.1.1, 7.1.2, 8.0, 8.1",2019-09-05T22:15:12.227,2019-09-06T16:08:02.267,CWE-787,cvssMetricV30,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Out-of-bounds Write,2019-09-01
CVE-2019-2179,19-Sep,,2019,09,2019-09-01,1281,2019,09,9/1/19,,A-126200054,https://android.googlesource.com/platform/system/nfc/+/91c68129df64a627ed3b5b946e19949f17b1f8f7,ID,High,"7.1.1, 7.1.2, 8.0, 8.1, 9",,,"In NDEF_MsgValidate of ndef_utils in Android 7.1.1, 7.1.2, 8.0, 8.1 and 9, there is a possible out of bounds read due to an integer overflow. This could lead to local information disclosure with no additional execution privileges needed. User interaction is needed for exploitation.","7.1.1, 7.1.2, 8.0, 8.1",2019-09-05T22:15:12.287,2020-08-24T17:37:01.140,CWE-125,cvssMetricV30,LOCAL,LOW,NONE,REQUIRED,HIGH,NONE,NONE,5.5,MEDIUM,Out-of-bounds Read,2019-09-01
CVE-2019-2179,19-Sep,,2019,09,2019-09-01,1281,2019,09,9/1/19,,A-126200054,https://android.googlesource.com/platform/system/nfc/+/91c68129df64a627ed3b5b946e19949f17b1f8f7,ID,High,"7.1.1, 7.1.2, 8.0, 8.1, 9",,,"In NDEF_MsgValidate of ndef_utils in Android 7.1.1, 7.1.2, 8.0, 8.1 and 9, there is a possible out of bounds read due to an integer overflow. This could lead to local information disclosure with no additional execution privileges needed. User interaction is needed for exploitation.","7.1.1, 7.1.2, 8.0, 8.1",2019-09-05T22:15:12.287,2020-08-24T17:37:01.140,CWE-190,cvssMetricV30,LOCAL,LOW,NONE,REQUIRED,HIGH,NONE,NONE,5.5,MEDIUM,Integer Overflow or Wraparound,2019-09-01
CVE-2019-2179,19-Sep,,2019,09,2019-09-01,1281,2019,09,9/1/19,,A-126200054,https://android.googlesource.com/platform/system/nfc/+/91c68129df64a627ed3b5b946e19949f17b1f8f7,ID,High,"7.1.1, 7.1.2, 8.0, 8.1, 9",,,"In NDEF_MsgValidate of ndef_utils in Android 7.1.1, 7.1.2, 8.0, 8.1 and 9, there is a possible out of bounds read due to an integer overflow. This could lead to local information disclosure with no additional execution privileges needed. User interaction is needed for exploitation.","7.1.1, 7.1.2, 8.0, 8.1",2019-09-05T22:15:12.287,2020-08-24T17:37:01.140,CWE-125,cvssMetricV30,LOCAL,LOW,NONE,REQUIRED,HIGH,NONE,NONE,5.5,MEDIUM,Out-of-bounds Read,2019-09-01
CVE-2019-2179,19-Sep,,2019,09,2019-09-01,1281,2019,09,9/1/19,,A-126200054,https://android.googlesource.com/platform/system/nfc/+/91c68129df64a627ed3b5b946e19949f17b1f8f7,ID,High,"7.1.1, 7.1.2, 8.0, 8.1, 9",,,"In NDEF_MsgValidate of ndef_utils in Android 7.1.1, 7.1.2, 8.0, 8.1 and 9, there is a possible out of bounds read due to an integer overflow. This could lead to local information disclosure with no additional execution privileges needed. User interaction is needed for exploitation.","7.1.1, 7.1.2, 8.0, 8.1",2019-09-05T22:15:12.287,2020-08-24T17:37:01.140,CWE-190,cvssMetricV30,LOCAL,LOW,NONE,REQUIRED,HIGH,NONE,NONE,5.5,MEDIUM,Integer Overflow or Wraparound,2019-09-01
CVE-2019-2180,19-Sep,,2019,09,2019-09-01,1282,2019,09,9/1/19,,A-110899492,https://android.googlesource.com/platform/external/libcups/+/b58481780c9e85fc71c990f90f0dcdbdcee8fc00,ID,High,"8.0, 8.1, 9",,,"In ippSetValueTag of ipp.c in Android 8.0, 8.1 and 9, there is a possible out of bounds read due to improper input validation. This could lead to local information disclosure from the printer service with no additional execution privileges needed. User interaction is not needed for exploitation.","8.0, 8.1",2019-09-05T22:15:12.367,2020-08-24T17:37:01.140,CWE-125,cvssMetricV30,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM,Out-of-bounds Read,2019-09-01
CVE-2019-2124,19-Sep,,2019,09,2019-09-01,1283,2019,09,9/1/19,,A-127320867,"https://android.googlesource.com/platform/packages/apps/Email/+/c504e21a118f30955ff0df81ead92313767bc0ab,https://android.googlesource.com/platform/packages/apps/Email/+/e81f6f92bbdd43f34aa25fc2b7605aeb887af2cc,https://android.googlesource.com/platform/packages/apps/UnifiedEmail/+/8c19e4f8fa80ab21da9bd684f038f24cb1240011",ID,High,"7.1.1, 7.1.2, 8.0, 8.1, 9",,,"In ComposeActivityEmailExternal of ComposeActivityEmailExternal.java in Android 7.1.1, 7.1.2, 8.0, 8.1 and 9, there is a possible way to silently attach files to an email due to a confused deputy. This could lead to local information disclosure.","7.1.1, 7.1.2, 8.0, 8.1",2019-09-05T22:15:11.867,2021-07-21T11:39:23.747,NVD-CWE-noinfo,cvssMetricV30,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM,,2019-09-01
CVE-2019-2308,19-Aug,,2019,08,2019-08-01,1181,2019,07,7/5/19,,"A-129852114,,QC-CR#2338800",https://source.codeaurora.org/quic/la/kernel/msm-4.9/commit/?id=cc2e11eeb988964af72309f71b0fb21c11ed6ca9,,Critical,,DSP_Services,,"User application could potentially make RPC call to the fastrpc driver and the driver will allow the message to go through to the remote subsystem in Snapdragon Auto, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wearables in MDM9150, MDM9607, MDM9650, MSM8909W, MSM8996AU, QCS405, QCS605, Qualcomm 215, SD 425, SD 427, SD 430, SD 435, SD 439 / SD 429, SD 450, SD 625, SD 632, SD 636, SD 665, SD 675, SD 712 / SD 710 / SD 670, SD 730, SD 820A, SD 835, SD 845 / SD 850, SD 855, SDA660, SDM439, SDM630, SDM660, SDX20, SDX24",,2019-07-25T17:15:13.410,2020-08-24T17:37:01.140,NVD-CWE-noinfo,cvssMetricV30,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,,2019-07-01
CVE-2019-2330,19-Aug,,2019,08,2019-08-01,1182,2019,07,7/5/19,,"A-129850940,,QC-CR#2379952",https://source.codeaurora.org/quic/la/kernel/msm-4.4/commit/?id=979cdd6f6e26da14aa95e2e7e116f9af72b122dc,,Critical,,Kernel,,"improper input validation in allocation request for secure allocations can lead to page fault. in Snapdragon Auto, Snapdragon Compute, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wearables, Snapdragon Wired Infrastructure and Networking in IPQ4019, IPQ8064, IPQ8074, MDM9150, MDM9640, MDM9650, MSM8909W, MSM8996AU, QCS405, QCS605, Qualcomm 215, SD 425, SD 427, SD 430, SD 435, SD 439 / SD 429, SD 450, SD 625, SD 632, SD 636, SD 665, SD 675, SD 712 / SD 710 / SD 670, SD 730, SD 820A, SD 835, SD 845 / SD 850, SD 855, SDA660, SDM439, SDM630, SDM660, SDX20, SDX24",,2019-07-25T17:15:13.987,2019-08-05T17:19:08.943,CWE-20,cvssMetricV30,LOCAL,LOW,LOW,NONE,NONE,NONE,HIGH,5.5,MEDIUM,Improper Input Validation,2019-07-01
CVE-2019-2254,19-Aug,,2019,08,2019-08-01,1189,2019,07,7/5/19,,A-122473972,,,Critical,,Closed-source component,,"Position determination accuracy may be degraded due to wrongly decoded information in Snapdragon Auto, Snapdragon Compute, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon IoT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wearables in MDM9150, MDM9206, MDM9607, MDM9615, MDM9625, MDM9635M, MDM9640, MDM9650, MDM9655, MSM8909W, MSM8996AU, QCS605, Qualcomm 215, SD 210/SD 212/SD 205, SD 425, SD 427, SD 430, SD 435, SD 439 / SD 429, SD 450, SD 615/16/SD 415, SD 625, SD 632, SD 636, SD 650/52, SD 665, SD 675, SD 712 / SD 710 / SD 670, SD 730, SD 820, SD 820A, SD 835, SD 845 / SD 850, SD 855, SD 8CX, SDA660, SDM439, SDM630, SDM660, SDX20, Snapdragon_High_Med_2016, SXR1130",,2019-07-25T17:15:12.487,2021-07-21T11:39:23.747,CWE-119,cvssMetricV30,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Improper Restriction of Operations within the Bounds of a Memory Buffer,2019-07-01
CVE-2019-2130,19-Aug,,2019,08,2019-08-01,1021,2019,08,8/1/19,,A-132073833,https://android.googlesource.com/platform/external/chromium-libpac/+/32b25b2def7f6fec12df7e22e24e16edf7b57890,RCE,Critical,"7.0, 7.1.1, 7.1.2, 8.0, 8.1, 9",,,"In CompilationJob::FinalizeJob of compiler.cc, there is a possible remote code execution due to type confusion. This could lead to escalation of privilege from a malicious proxy configuration with no additional execution privileges needed. User interaction is not needed for exploitation. Product: Android. Versions: Android-7.0 Android-7.1.1 Android-7.1.2 Android-8.0 Android-8.1 Android-9. Android ID: A-132073833.","Android-7, Android-7, Android-7, Android-8, Android-8, Android-9",2019-08-20T20:15:12.620,2020-08-24T17:37:01.140,CWE-843,cvssMetricV30,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Access of Resource Using Incompatible Type ('Type Confusion'),2019-08-01
CVE-2019-10539,19-Aug,,2019,08,2019-08-01,1037,2019,08,8/5/19,,A-135126805,,,Critical,,Closed-source component,,"Possible buffer overflow issue due to lack of length check when parsing the extended cap IE header length in Snapdragon Auto, Snapdragon Compute, Snapdragon Consumer Electronics Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wired Infrastructure and Networking in IPQ8074, MDM9206, MDM9607, MDM9640, MDM9650, MSM8996AU, QCA6174A, QCA6574, QCA6574AU, QCA6584, QCA8081, QCA9379, QCS404, QCS405, QCS605, Qualcomm 215, SD 210/SD 212/SD 205, SD 425, SD 427, SD 430, SD 435, SD 439 / SD 429, SD 450, SD 625, SD 632, SD 636, SD 665, SD 675, SD 712 / SD 710 / SD 670, SD 730, SD 820, SD 820A, SD 835, SD 845 / SD 850, SD 855, SD 8CX, SDA660, SDM439, SDM630, SDM660, SDX20, SDX24, SXR1130",,2019-09-30T16:15:11.040,2019-10-02T16:43:48.257,CWE-120,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Buffer Copy without Checking Size of Input ('Classic Buffer Overflow'),2019-08-01
CVE-2019-10540,19-Aug,,2019,08,2019-08-01,1038,2019,08,8/5/19,,A-135126805,,,Critical,,Closed-source component,,"Buffer overflow in WLAN NAN function due to lack of check of count value received in NAN availability attribute in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer Electronics Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wired Infrastructure and Networking in IPQ8074, MSM8996AU, QCA6174A, QCA6574AU, QCA8081, QCA9377, QCA9379, QCS404, QCS405, QCS605, SD 636, SD 665, SD 675, SD 712 / SD 710 / SD 670, SD 730, SD 820, SD 835, SD 845 / SD 850, SD 855, SD 8CX, SDA660, SDM630, SDM660, SXR1130",,2019-09-30T16:15:11.103,2019-10-03T14:08:44.517,CWE-120,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Buffer Copy without Checking Size of Input ('Classic Buffer Overflow'),2019-08-01
CVE-2019-2276,19-Aug,,2019,08,2019-08-01,1183,2019,07,7/5/19,,"A-130890737,,QC-CR#2335974",https://source.codeaurora.org/quic/la/platform/vendor/qcom-opensource/wlan/qcacld-3.0/commit/?id=f563b1c638f678f2e0bc5820643fb35006a39648,,High,,WLAN HOST,,"Possible out of bound read occurs while processing beaconing request due to lack of check on action frames received from user controlled space in Snapdragon Auto, Snapdragon Consumer Electronics Connectivity, Snapdragon Consumer IOT, Snapdragon Mobile, Snapdragon Voice & Music in MDM9607, MSM8996AU, QCA6174A, QCA6574AU, QCA9377, QCA9379, QCS405, QCS605, SD 636, SD 665, SD 675, SD 712 / SD 710 / SD 670, SD 730, SD 820A, SD 845 / SD 850, SD 855, SDM630, SDM660, SDX24",,2019-07-25T17:15:12.753,2019-07-29T00:51:20.030,CWE-125,cvssMetricV30,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Out-of-bounds Read,2019-07-01
CVE-2019-2305,19-Aug,,2019,08,2019-08-01,1184,2019,07,7/5/19,,"A-78530292,,QC-CR#2253984",https://source.codeaurora.org/quic/la/platform/vendor/qcom-opensource/wlan/qcacld-3.0/commit/?id=1fb81bf82d50a236e963a66eee1aa3310c8d4666,,High,,WLAN Driver,,"Out of bound access when reason code is extracted from frame data without validating the frame length in Snapdragon Auto, Snapdragon Consumer Electronics Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music in MDM9150, MDM9206, MDM9607, MDM9640, MDM9650, MSM8996AU, QCA6174A, QCA6574AU, QCA9377, QCA9379, QCS405, QCS605, SD 425, SD 427, SD 430, SD 435, SD 450, SD 625, SD 636, SD 665, SD 675, SD 712 / SD 710 / SD 670, SD 730, SD 820, SD 820A, SD 835, SD 845 / SD 850, SD 855, SDA660, SDM630, SDM660, SDX20, SDX24",,2019-07-25T17:15:13.223,2019-07-29T00:32:09.603,CWE-125,cvssMetricV30,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Out-of-bounds Read,2019-07-01
CVE-2019-2278,19-Aug,,2019,08,2019-08-01,1185,2019,07,7/5/19,,"A-130567114,,QC-CR#2345293",https://source.codeaurora.org/quic/le/kernel/lk/commit/?id=8ac15b064823c01aafc4264b9b4c7b0b16d057a6,,High,,HLOS,,"User keystore signature is ignored in boot and can lead to bypass boot image signature verification in Snapdragon Auto, Snapdragon Consumer IOT, Snapdragon Mobile in MDM9607, MDM9640, SD 425, SD 427, SD 430, SD 435, SD 450, SD 625, SD 636, SD 712 / SD 710 / SD 670, SD 845 / SD 850, SDM660",,2019-07-25T17:15:12.817,2020-08-24T17:37:01.140,CWE-347,cvssMetricV30,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Improper Verification of Cryptographic Signature,2019-07-01
CVE-2019-2307,19-Aug,,2019,08,2019-08-01,1186,2019,07,7/5/19,,"A-129850941,,QC-CR#2337425",https://source.codeaurora.org/quic/la/platform/vendor/qcom-opensource/wlan/qcacld-2.0/commit/?id=de8328b525884de4437f380cf05343a5f4455ac6,,High,,WLAN HOST,,"Possible integer underflow due to lack of validation before calculation of data length in 802.11 Rx management configuration in Snapdragon Auto, Snapdragon Consumer Electronics Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music in MDM9150, MDM9206, MDM9607, MDM9640, MDM9650, MSM8996AU, QCA6174A, QCA6574AU, QCA9377, QCA9379, QCS405, QCS605, SD 210/SD 212/SD 205, SD 425, SD 427, SD 430, SD 435, SD 450, SD 600, SD 625, SD 636, SD 665, SD 675, SD 712 / SD 710 / SD 670, SD 730, SD 820, SD 820A, SD 835, SD 845 / SD 850, SD 855, SDM630, SDM660, SDX20, SDX24",802.11,2019-07-25T17:15:13.347,2019-07-29T19:43:05.213,CWE-125,cvssMetricV30,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Out-of-bounds Read,2019-07-01
CVE-2019-2307,19-Aug,,2019,08,2019-08-01,1186,2019,07,7/5/19,,"A-129850941,,QC-CR#2337425",https://source.codeaurora.org/quic/la/platform/vendor/qcom-opensource/wlan/qcacld-2.0/commit/?id=de8328b525884de4437f380cf05343a5f4455ac6,,High,,WLAN HOST,,"Possible integer underflow due to lack of validation before calculation of data length in 802.11 Rx management configuration in Snapdragon Auto, Snapdragon Consumer Electronics Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music in MDM9150, MDM9206, MDM9607, MDM9640, MDM9650, MSM8996AU, QCA6174A, QCA6574AU, QCA9377, QCA9379, QCS405, QCS605, SD 210/SD 212/SD 205, SD 425, SD 427, SD 430, SD 435, SD 450, SD 600, SD 625, SD 636, SD 665, SD 675, SD 712 / SD 710 / SD 670, SD 730, SD 820, SD 820A, SD 835, SD 845 / SD 850, SD 855, SDM630, SDM660, SDX20, SDX24",802.11,2019-07-25T17:15:13.347,2019-07-29T19:43:05.213,CWE-191,cvssMetricV30,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Integer Underflow (Wrap or Wraparound),2019-07-01
CVE-2019-2307,19-Aug,,2019,08,2019-08-01,1186,2019,07,7/5/19,,"A-129850941,,QC-CR#2337425",https://source.codeaurora.org/quic/la/platform/vendor/qcom-opensource/wlan/qcacld-2.0/commit/?id=de8328b525884de4437f380cf05343a5f4455ac6,,High,,WLAN HOST,,"Possible integer underflow due to lack of validation before calculation of data length in 802.11 Rx management configuration in Snapdragon Auto, Snapdragon Consumer Electronics Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music in MDM9150, MDM9206, MDM9607, MDM9640, MDM9650, MSM8996AU, QCA6174A, QCA6574AU, QCA9377, QCA9379, QCS405, QCS605, SD 210/SD 212/SD 205, SD 425, SD 427, SD 430, SD 435, SD 450, SD 600, SD 625, SD 636, SD 665, SD 675, SD 712 / SD 710 / SD 670, SD 730, SD 820, SD 820A, SD 835, SD 845 / SD 850, SD 855, SDM630, SDM660, SDX20, SDX24",802.11,2019-07-25T17:15:13.347,2019-07-29T19:43:05.213,CWE-125,cvssMetricV30,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Out-of-bounds Read,2019-07-01
CVE-2019-2307,19-Aug,,2019,08,2019-08-01,1186,2019,07,7/5/19,,"A-129850941,,QC-CR#2337425",https://source.codeaurora.org/quic/la/platform/vendor/qcom-opensource/wlan/qcacld-2.0/commit/?id=de8328b525884de4437f380cf05343a5f4455ac6,,High,,WLAN HOST,,"Possible integer underflow due to lack of validation before calculation of data length in 802.11 Rx management configuration in Snapdragon Auto, Snapdragon Consumer Electronics Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music in MDM9150, MDM9206, MDM9607, MDM9640, MDM9650, MSM8996AU, QCA6174A, QCA6574AU, QCA9377, QCA9379, QCS405, QCS605, SD 210/SD 212/SD 205, SD 425, SD 427, SD 430, SD 435, SD 450, SD 600, SD 625, SD 636, SD 665, SD 675, SD 712 / SD 710 / SD 670, SD 730, SD 820, SD 820A, SD 835, SD 845 / SD 850, SD 855, SDM630, SDM660, SDX20, SDX24",802.11,2019-07-25T17:15:13.347,2019-07-29T19:43:05.213,CWE-191,cvssMetricV30,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Integer Underflow (Wrap or Wraparound),2019-07-01
CVE-2019-2326,19-Aug,,2019,08,2019-08-01,1187,2019,07,7/5/19,,"A-129850483,,QC-CR#2372306","https://source.codeaurora.org/quic/la/platform/vendor/opensource/audio-kernel/commit/?id=c0d32d41dbc9f2c4910ba757ccbc2d9454e8d796,https://source.codeaurora.org/quic/la/kernel/msm-4.4/commit/?id=8f477c1614c367cabd8d37ec0bd309db287f1435",,High,,Audio,,"Data token is received from ADSP and is used without validation as an index into the array leads to out of bound access in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wearables in MDM9150, MDM9206, MDM9607, MDM9640, MDM9650, MSM8909W, MSM8996AU, QCS405, QCS605, Qualcomm 215, SD 210/SD 212/SD 205, SD 425, SD 427, SD 430, SD 435, SD 439 / SD 429, SD 450, SD 625, SD 632, SD 636, SD 665, SD 675, SD 712 / SD 710 / SD 670, SD 730, SD 820, SD 820A, SD 835, SD 845 / SD 850, SD 855, SDA660, SDM439, SDM630, SDM660, SDX20, SDX24",,2019-07-25T17:15:13.800,2019-08-05T16:51:18.447,CWE-129,cvssMetricV30,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Improper Validation of Array Index,2019-07-01
CVE-2019-2328,19-Aug,,2019,08,2019-08-01,1188,2019,07,7/5/19,,"A-129851238,,QC-CR#2375115","https://source.codeaurora.org/quic/la/kernel/msm-4.4/commit/?id=f9559ef56f459081a03d057304a1d9bb72d0f629,https://source.codeaurora.org/quic/la/platform/vendor/opensource/audio-kernel/commit/?id=258efb21152abb8c8dcfc04604b121665c147ff0",,High,,Audio,,"Possible buffer overflow when number of channels passed is more than size of channel mapping array in Snapdragon Auto, Snapdragon Compute, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon IoT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wearables in MDM9150, MDM9206, MDM9607, MDM9640, MDM9650, MSM8909W, MSM8996AU, QCS405, QCS605, Qualcomm 215, SD 210/SD 212/SD 205, SD 425, SD 427, SD 430, SD 435, SD 439 / SD 429, SD 450, SD 600, SD 615/16/SD 415, SD 625, SD 632, SD 636, SD 665, SD 675, SD 712 / SD 710 / SD 670, SD 730, SD 820, SD 820A, SD 835, SD 845 / SD 850, SD 855, SDA660, SDM439, SDM630, SDM660, SDX20, SDX24",,2019-07-25T17:15:13.927,2019-08-05T17:04:16.607,CWE-119,cvssMetricV30,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Improper Restriction of Operations within the Bounds of a Memory Buffer,2019-07-01
CVE-2019-2235,19-Aug,,2019,08,2019-08-01,1192,2019,07,7/5/19,,A-122473271,,,High,,Closed-source component,,"Buffer overflow occurs when emulated RPMB is used due to sector size assumptions in the TA rollback protection logic. in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer Electronics Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wired Infrastructure and Networking in MDM9206, MDM9607, MDM9650, MDM9655, MSM8996AU, QCS404, QCS605, Qualcomm 215, SD 410/12, SD 425, SD 427, SD 430, SD 435, SD 439 / SD 429, SD 450, SD 625, SD 632, SD 636, SD 712 / SD 710 / SD 670, SD 820, SD 820A, SD 835, SD 845 / SD 850, SD 8CX, SDA660, SDM439, SDM630, SDM660, Snapdragon_High_Med_2016, SXR1130",,2019-07-25T17:15:11.940,2019-07-29T14:14:25.737,CWE-119,cvssMetricV30,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Improper Restriction of Operations within the Bounds of a Memory Buffer,2019-07-01
CVE-2019-2236,19-Aug,,2019,08,2019-08-01,1193,2019,07,7/5/19,,A-122474808,,,High,,Closed-source component,,"Null pointer dereference during secure application termination using specific application ids. in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer Electronics Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wired Infrastructure and Networking in IPQ8074, MDM9206, MDM9607, MDM9650, MDM9655, MSM8996AU, QCA8081, QCS605, Qualcomm 215, SD 410/12, SD 425, SD 427, SD 430, SD 435, SD 439 / SD 429, SD 450, SD 625, SD 632, SD 636, SD 650/52, SD 675, SD 712 / SD 710 / SD 670, SD 730, SD 820, SD 820A, SD 835, SD 8CX, SDA660, SDM439, SDM630, SDM660, Snapdragon_High_Med_2016, SXR1130",,2019-07-25T17:15:12.037,2019-07-26T17:44:07.817,CWE-476,cvssMetricV30,LOCAL,LOW,LOW,NONE,NONE,NONE,HIGH,5.5,MEDIUM,NULL Pointer Dereference,2019-07-01
CVE-2019-2237,19-Aug,,2019,08,2019-08-01,1194,2019,07,7/5/19,,A-122472479,,,High,,Closed-source component,,"Failure in taking appropriate action to handle the error case If keypad gpio deactivation fails leads to silent failure scenario and subsequent logic gets executed everytime in Snapdragon Auto, Snapdragon Compute, Snapdragon Consumer Electronics Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile in MDM9206, MDM9607, MDM9650, MDM9655, QCS605, SD 210/SD 212/SD 205, SD 410/12, SD 675, SD 712 / SD 710 / SD 670, SD 730, SD 8CX, SXR1130",,2019-07-25T17:15:12.083,2019-07-26T17:09:09.807,CWE-388,cvssMetricV30,LOCAL,LOW,LOW,NONE,NONE,HIGH,NONE,5.5,MEDIUM,7PK - Errors,2019-07-01
