CVE,SMR,no_sam,vul_true,SAMSUNG,cwe,cwe_info,NVD_descriptions,android_versions,NVD_published,NVD_last_modified,NVD_version,attack_vector,attack_complexity,privileges_required,user_interaction,confidentiality_impact,integrity_impact,availability_impact,base_score,base_severity,Month,Year,Date_samsung
CVE-2022-30729,SMR-JUN 2022,False,,,CWE-923,Improper Restriction of Communication Channel to Intended Endpoints,Implicit Intent hijacking vulnerability in Settings prior to SMR Jun-2022 Release 1 allows attackers to get Wi-Fi SSID and password via a malicious QR code scanner.,,2022-06-07T18:15:13.037,2022-06-11T02:05:56.707,cvssMetricV31,PHYSICAL,LOW,NONE,NONE,HIGH,NONE,NONE,4.6,MEDIUM,06,2022,2022-06-01
CVE-2022-30713,SMR-JUN 2022,False,,,CWE-20,Improper Input Validation,Improper validation vulnerability in LSOItemData prior to SMR Jun-2022 Release 1 allows attackers to launch certain activities.,,2022-06-07T18:15:12.170,2022-06-11T01:57:47.293,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,NONE,9.1,CRITICAL,06,2022,2022-06-01
CVE-2022-30713,SMR-JUN 2022,False,,,CWE-20,Improper Input Validation,Improper validation vulnerability in LSOItemData prior to SMR Jun-2022 Release 1 allows attackers to launch certain activities.,,2022-06-07T18:15:12.170,2022-06-11T01:57:47.293,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,NONE,9.1,CRITICAL,06,2022,2022-06-01
CVE-2022-30716,SMR-JUN 2022,False,,,CWE-755,Improper Handling of Exceptional Conditions,Unprotected broadcast in sendIntentForToastDumpLog in DisplayToast prior to SMR Jun-2022 Release 1 allows untrusted applications to access toast message information from device.,,2022-06-07T18:15:12.370,2022-06-11T01:59:00.953,cvssMetricV31,NETWORK,LOW,NONE,NONE,LOW,NONE,NONE,5.3,MEDIUM,06,2022,2022-06-01
CVE-2022-30716,SMR-JUN 2022,False,,,CWE-280,Improper Handling of Insufficient Permissions or Privileges,Unprotected broadcast in sendIntentForToastDumpLog in DisplayToast prior to SMR Jun-2022 Release 1 allows untrusted applications to access toast message information from device.,,2022-06-07T18:15:12.370,2022-06-11T01:59:00.953,cvssMetricV31,NETWORK,LOW,NONE,NONE,LOW,NONE,NONE,5.3,MEDIUM,06,2022,2022-06-01
CVE-2022-30711,SMR-JUN 2022,False,,,CWE-20,Improper Input Validation,Improper validation vulnerability in FeedsInfo prior to SMR Jun-2022 Release 1 allows attackers to launch certain activities.,,2022-06-07T18:15:12.040,2022-06-11T01:56:33.227,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,NONE,9.1,CRITICAL,06,2022,2022-06-01
CVE-2022-30711,SMR-JUN 2022,False,,,CWE-20,Improper Input Validation,Improper validation vulnerability in FeedsInfo prior to SMR Jun-2022 Release 1 allows attackers to launch certain activities.,,2022-06-07T18:15:12.040,2022-06-11T01:56:33.227,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,NONE,9.1,CRITICAL,06,2022,2022-06-01
CVE-2022-30726,SMR-JUN 2022,False,,,NVD-CWE-noinfo,,Unprotected component vulnerability in DeviceSearchTrampoline in SecSettingsIntelligence prior to SMR Jun-2022 Release 1 allows local attackers to launch activities of SecSettingsIntelligence.,,2022-06-07T18:15:12.970,2022-06-11T02:05:06.087,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,06,2022,2022-06-01
CVE-2022-30726,SMR-JUN 2022,False,,,CWE-20,Improper Input Validation,Unprotected component vulnerability in DeviceSearchTrampoline in SecSettingsIntelligence prior to SMR Jun-2022 Release 1 allows local attackers to launch activities of SecSettingsIntelligence.,,2022-06-07T18:15:12.970,2022-06-11T02:05:06.087,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,06,2022,2022-06-01
CVE-2022-33701,SMR-JUL 2022,False,,,NVD-CWE-Other,,Improper access control vulnerability in KnoxCustomManagerService prior to SMR Jul-2022 Release 1 allows attacker to call PowerManaer.goToSleep method which is protected by system permission by sending braodcast intent.,,2022-07-12T14:15:17.933,2023-07-21T17:47:31.997,cvssMetricV31,LOCAL,LOW,LOW,NONE,NONE,NONE,LOW,3.3,LOW,07,2022,2022-07-01
CVE-2022-33701,SMR-JUL 2022,False,,,CWE-284,Improper Access Control,Improper access control vulnerability in KnoxCustomManagerService prior to SMR Jul-2022 Release 1 allows attacker to call PowerManaer.goToSleep method which is protected by system permission by sending braodcast intent.,,2022-07-12T14:15:17.933,2023-07-21T17:47:31.997,cvssMetricV31,LOCAL,LOW,LOW,NONE,NONE,NONE,LOW,3.3,LOW,07,2022,2022-07-01
CVE-2022-33696,SMR-JUL 2022,False,,,CWE-668,Exposure of Resource to Wrong Sphere,Exposure of Sensitive Information in Telephony service prior to SMR Jul-2022 Release 1 allows local attacker to access imsi and iccid via log.,,2022-07-12T14:15:17.650,2022-07-16T03:43:20.653,cvssMetricV31,LOCAL,LOW,LOW,NONE,LOW,NONE,NONE,3.3,LOW,07,2022,2022-07-01
CVE-2022-33696,SMR-JUL 2022,False,,,CWE-213,Exposure of Sensitive Information Due to Incompatible Policies,Exposure of Sensitive Information in Telephony service prior to SMR Jul-2022 Release 1 allows local attacker to access imsi and iccid via log.,,2022-07-12T14:15:17.650,2022-07-16T03:43:20.653,cvssMetricV31,LOCAL,LOW,LOW,NONE,LOW,NONE,NONE,3.3,LOW,07,2022,2022-07-01
CVE-2022-30755,SMR-JUL 2022,False,,,CWE-287,Improper Authentication,Improper authentication vulnerability in AppLock prior to SMR Jul-2022 Release 1 allows attacker to bypass password confirm activity by hijacking the implicit intent.,,2022-07-12T14:15:16.190,2022-07-16T03:52:45.677,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,07,2022,2022-07-01
CVE-2022-30755,SMR-JUL 2022,False,,,CWE-287,Improper Authentication,Improper authentication vulnerability in AppLock prior to SMR Jul-2022 Release 1 allows attacker to bypass password confirm activity by hijacking the implicit intent.,,2022-07-12T14:15:16.190,2022-07-16T03:52:45.677,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,07,2022,2022-07-01
CVE-2022-30758,SMR-JUL 2022,False,,,CWE-276,Incorrect Default Permissions,Implicit Intent hijacking vulnerability in Finder prior to SMR Jul-2022 Release 1 allow allows attackers to access some protected information with privilege of Finder.,,2022-07-12T14:15:16.353,2022-07-16T03:50:55.100,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM,07,2022,2022-07-01
CVE-2022-30758,SMR-JUL 2022,False,,,CWE-276,Incorrect Default Permissions,Implicit Intent hijacking vulnerability in Finder prior to SMR Jul-2022 Release 1 allow allows attackers to access some protected information with privilege of Finder.,,2022-07-12T14:15:16.353,2022-07-16T03:50:55.100,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM,07,2022,2022-07-01
CVE-2022-33686,SMR-JUL 2022,False,,,CWE-552,Files or Directories Accessible to External Parties,Exposure of Sensitive Information in GsmAlarmManager prior to SMR Jul-2022 Release 1 allows local attacker to access iccid via log.,,2022-07-12T14:15:17.073,2022-07-16T03:47:42.367,cvssMetricV31,LOCAL,LOW,HIGH,NONE,LOW,NONE,NONE,2.3,LOW,07,2022,2022-07-01
CVE-2022-33686,SMR-JUL 2022,False,,,CWE-200,Exposure of Sensitive Information to an Unauthorized Actor,Exposure of Sensitive Information in GsmAlarmManager prior to SMR Jul-2022 Release 1 allows local attacker to access iccid via log.,,2022-07-12T14:15:17.073,2022-07-16T03:47:42.367,cvssMetricV31,LOCAL,LOW,HIGH,NONE,LOW,NONE,NONE,2.3,LOW,07,2022,2022-07-01
CVE-2022-30751,SMR-JUL 2022,False,,,NVD-CWE-Other,,Improper access control vulnerability in sendDHCPACKBroadcast function of SemWifiApClient prior to SMR Jul-2022 Release 1 allows attacker to access wifi ap client mac address that connected by using WIFI_AP_STA_DHCPACK_EVENT action.,,2022-07-12T14:15:15.967,2023-07-21T17:07:00.337,cvssMetricV31,LOCAL,LOW,LOW,NONE,LOW,NONE,NONE,3.3,LOW,07,2022,2022-07-01
CVE-2022-30751,SMR-JUL 2022,False,,,CWE-284,Improper Access Control,Improper access control vulnerability in sendDHCPACKBroadcast function of SemWifiApClient prior to SMR Jul-2022 Release 1 allows attacker to access wifi ap client mac address that connected by using WIFI_AP_STA_DHCPACK_EVENT action.,,2022-07-12T14:15:15.967,2023-07-21T17:07:00.337,cvssMetricV31,LOCAL,LOW,LOW,NONE,LOW,NONE,NONE,3.3,LOW,07,2022,2022-07-01
CVE-2022-33690,SMR-JUL 2022,False,,,CWE-22,Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),Improper input validation in Contacts Storage prior to SMR Jul-2022 Release 1 allows attacker to access arbitrary file.,,2022-07-12T14:15:17.313,2022-07-16T03:46:13.267,cvssMetricV31,LOCAL,LOW,LOW,NONE,LOW,NONE,NONE,3.3,LOW,07,2022,2022-07-01
CVE-2022-33690,SMR-JUL 2022,False,,,CWE-20,Improper Input Validation,Improper input validation in Contacts Storage prior to SMR Jul-2022 Release 1 allows attacker to access arbitrary file.,,2022-07-12T14:15:17.313,2022-07-16T03:46:13.267,cvssMetricV31,LOCAL,LOW,LOW,NONE,LOW,NONE,NONE,3.3,LOW,07,2022,2022-07-01
CVE-2022-33695,SMR-JUL 2022,False,,,CWE-732,Incorrect Permission Assignment for Critical Resource,Use of improper permission in InputManagerService prior to SMR Jul-2022 Release 1 allows unauthorized access to the service.,,2022-07-12T14:15:17.593,2022-07-15T17:59:07.970,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,07,2022,2022-07-01
CVE-2022-33695,SMR-JUL 2022,False,,,CWE-732,Incorrect Permission Assignment for Critical Resource,Use of improper permission in InputManagerService prior to SMR Jul-2022 Release 1 allows unauthorized access to the service.,,2022-07-12T14:15:17.593,2022-07-15T17:59:07.970,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,07,2022,2022-07-01
CVE-2022-33700,SMR-JUL 2022,False,,,CWE-668,Exposure of Resource to Wrong Sphere,Exposure of Sensitive Information in putDsaSimImsi in TelephonyUI prior to SMR Jul-2022 Release 1 allows local attacker to access imsi via log.,,2022-07-12T14:15:17.873,2022-07-16T03:14:35.077,cvssMetricV31,LOCAL,LOW,HIGH,NONE,LOW,NONE,NONE,2.3,LOW,07,2022,2022-07-01
CVE-2022-33700,SMR-JUL 2022,False,,,CWE-200,Exposure of Sensitive Information to an Unauthorized Actor,Exposure of Sensitive Information in putDsaSimImsi in TelephonyUI prior to SMR Jul-2022 Release 1 allows local attacker to access imsi via log.,,2022-07-12T14:15:17.873,2022-07-16T03:14:35.077,cvssMetricV31,LOCAL,LOW,HIGH,NONE,LOW,NONE,NONE,2.3,LOW,07,2022,2022-07-01
CVE-2022-30754,SMR-JUL 2022,False,,,NVD-CWE-noinfo,,Implicit Intent hijacking vulnerability in AppLinker prior to SMR Jul-2022 Release 1 allow allows attackers to launch certain activities with privilege of AppLinker.,,2022-07-12T14:15:16.133,2022-07-16T03:53:05.927,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,07,2022,2022-07-01
CVE-2022-30754,SMR-JUL 2022,False,,,CWE-20,Improper Input Validation,Implicit Intent hijacking vulnerability in AppLinker prior to SMR Jul-2022 Release 1 allow allows attackers to launch certain activities with privilege of AppLinker.,,2022-07-12T14:15:16.133,2022-07-16T03:53:05.927,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,07,2022,2022-07-01
CVE-2022-33688,SMR-JUL 2022,False,,,CWE-532,Insertion of Sensitive Information into Log File,Sensitive information exposure vulnerability in EventType in SecTelephonyProvider prior to SMR Jul-2022 Release 1 allows local attackers with log access permission to get IMSI through device log.,,2022-07-12T14:15:17.183,2022-07-16T03:47:03.883,cvssMetricV31,LOCAL,LOW,LOW,NONE,LOW,NONE,NONE,3.3,LOW,07,2022,2022-07-01
CVE-2022-33688,SMR-JUL 2022,False,,,CWE-532,Insertion of Sensitive Information into Log File,Sensitive information exposure vulnerability in EventType in SecTelephonyProvider prior to SMR Jul-2022 Release 1 allows local attackers with log access permission to get IMSI through device log.,,2022-07-12T14:15:17.183,2022-07-16T03:47:03.883,cvssMetricV31,LOCAL,LOW,LOW,NONE,LOW,NONE,NONE,3.3,LOW,07,2022,2022-07-01
CVE-2022-30750,SMR-JUL 2022,False,,,NVD-CWE-Other,,Improper access control vulnerability in updateLastConnectedClientInfo function of SemWifiApClient prior to SMR Jul-2022 Release 1 allows attacker to access wifi ap client mac address that connected.,,2022-07-12T14:15:15.907,2023-07-21T17:07:04.067,cvssMetricV31,LOCAL,LOW,LOW,NONE,LOW,NONE,NONE,3.3,LOW,07,2022,2022-07-01
CVE-2022-30750,SMR-JUL 2022,False,,,CWE-284,Improper Access Control,Improper access control vulnerability in updateLastConnectedClientInfo function of SemWifiApClient prior to SMR Jul-2022 Release 1 allows attacker to access wifi ap client mac address that connected.,,2022-07-12T14:15:15.907,2023-07-21T17:07:04.067,cvssMetricV31,LOCAL,LOW,LOW,NONE,LOW,NONE,NONE,3.3,LOW,07,2022,2022-07-01
CVE-2022-33693,SMR-JUL 2022,False,,,CWE-532,Insertion of Sensitive Information into Log File,Exposure of Sensitive Information in CID Manager prior to SMR Jul-2022 Release 1 allows local attacker to access iccid via log.,,2022-07-12T14:15:17.487,2022-07-15T17:55:55.250,cvssMetricV31,LOCAL,LOW,HIGH,NONE,LOW,NONE,NONE,2.3,LOW,07,2022,2022-07-01
CVE-2022-33693,SMR-JUL 2022,False,,,CWE-200,Exposure of Sensitive Information to an Unauthorized Actor,Exposure of Sensitive Information in CID Manager prior to SMR Jul-2022 Release 1 allows local attacker to access iccid via log.,,2022-07-12T14:15:17.487,2022-07-15T17:55:55.250,cvssMetricV31,LOCAL,LOW,HIGH,NONE,LOW,NONE,NONE,2.3,LOW,07,2022,2022-07-01
CVE-2022-33698,SMR-JUL 2022,False,,,CWE-668,Exposure of Resource to Wrong Sphere,Exposure of Sensitive Information in Telecom application prior to SMR Jul-2022 Release 1 allows local attackers to access ICCID via log.,,2022-07-12T14:15:17.760,2022-07-16T03:15:02.857,cvssMetricV31,LOCAL,LOW,LOW,NONE,LOW,NONE,NONE,3.3,LOW,07,2022,2022-07-01
CVE-2022-33698,SMR-JUL 2022,False,,,CWE-200,Exposure of Sensitive Information to an Unauthorized Actor,Exposure of Sensitive Information in Telecom application prior to SMR Jul-2022 Release 1 allows local attackers to access ICCID via log.,,2022-07-12T14:15:17.760,2022-07-16T03:15:02.857,cvssMetricV31,LOCAL,LOW,LOW,NONE,LOW,NONE,NONE,3.3,LOW,07,2022,2022-07-01
CVE-2022-33697,SMR-JUL 2022,False,,,CWE-532,Insertion of Sensitive Information into Log File,Sensitive information exposure vulnerability in ImsServiceSwitchBase in ImsCore prior to SMR Jul-2022 Release 1 allows local attackers with log access permission to get IMSI through device log.,,2022-07-12T14:15:17.707,2022-07-16T03:15:18.303,cvssMetricV31,LOCAL,LOW,LOW,NONE,LOW,NONE,NONE,3.3,LOW,07,2022,2022-07-01
CVE-2022-33697,SMR-JUL 2022,False,,,CWE-532,Insertion of Sensitive Information into Log File,Sensitive information exposure vulnerability in ImsServiceSwitchBase in ImsCore prior to SMR Jul-2022 Release 1 allows local attackers with log access permission to get IMSI through device log.,,2022-07-12T14:15:17.707,2022-07-16T03:15:18.303,cvssMetricV31,LOCAL,LOW,LOW,NONE,LOW,NONE,NONE,3.3,LOW,07,2022,2022-07-01
CVE-2022-33689,SMR-JUL 2022,False,,,NVD-CWE-Other,,Improper access control vulnerability in TelephonyUI prior to SMR Jul-2022 Release 1 allows attackers to change preferred network type by unprotected binder call.,,2022-07-12T14:15:17.250,2023-06-29T15:18:05.100,cvssMetricV31,LOCAL,LOW,LOW,NONE,NONE,LOW,NONE,3.3,LOW,07,2022,2022-07-01
CVE-2022-33689,SMR-JUL 2022,False,,,CWE-287,Improper Authentication,Improper access control vulnerability in TelephonyUI prior to SMR Jul-2022 Release 1 allows attackers to change preferred network type by unprotected binder call.,,2022-07-12T14:15:17.250,2023-06-29T15:18:05.100,cvssMetricV31,LOCAL,LOW,LOW,NONE,NONE,LOW,NONE,3.3,LOW,07,2022,2022-07-01
CVE-2022-33691,SMR-JUL 2022,False,,,CWE-367,Time-of-check Time-of-use (TOCTOU) Race Condition,A possible race condition vulnerability in score driver prior to SMR Jul-2022 Release 1 can allow local attackers to interleave malicious operations.,,2022-07-12T14:15:17.373,2022-07-16T03:45:58.163,cvssMetricV31,LOCAL,HIGH,LOW,NONE,NONE,HIGH,NONE,4.7,MEDIUM,07,2022,2022-07-01
CVE-2022-33691,SMR-JUL 2022,False,,,CWE-367,Time-of-check Time-of-use (TOCTOU) Race Condition,A possible race condition vulnerability in score driver prior to SMR Jul-2022 Release 1 can allow local attackers to interleave malicious operations.,,2022-07-12T14:15:17.373,2022-07-16T03:45:58.163,cvssMetricV31,LOCAL,HIGH,LOW,NONE,NONE,HIGH,NONE,4.7,MEDIUM,07,2022,2022-07-01
CVE-2022-30757,SMR-JUL 2022,False,,,NVD-CWE-Other,,Improper authorization in isemtelephony prior to SMR Jul-2022 Release 1 allows attacker to obtain CID without ACCESS_FINE_LOCATION permission.,,2022-07-12T14:15:16.300,2023-07-21T17:06:53.367,cvssMetricV31,LOCAL,LOW,LOW,NONE,LOW,NONE,NONE,3.3,LOW,07,2022,2022-07-01
CVE-2022-30757,SMR-JUL 2022,False,,,CWE-285,Improper Authorization,Improper authorization in isemtelephony prior to SMR Jul-2022 Release 1 allows attacker to obtain CID without ACCESS_FINE_LOCATION permission.,,2022-07-12T14:15:16.300,2023-07-21T17:06:53.367,cvssMetricV31,LOCAL,LOW,LOW,NONE,LOW,NONE,NONE,3.3,LOW,07,2022,2022-07-01
CVE-2022-30753,SMR-JUL 2022,False,,,CWE-276,Incorrect Default Permissions,Improper use of a unique device ID in unprotected SecSoterService prior to SMR Jul-2022 Release 1 allows local attackers to get the device ID without permission.,,2022-07-12T14:15:16.077,2022-07-16T03:53:19.610,cvssMetricV31,LOCAL,LOW,LOW,NONE,LOW,NONE,NONE,3.3,LOW,07,2022,2022-07-01
CVE-2022-30753,SMR-JUL 2022,False,,,CWE-200,Exposure of Sensitive Information to an Unauthorized Actor,Improper use of a unique device ID in unprotected SecSoterService prior to SMR Jul-2022 Release 1 allows local attackers to get the device ID without permission.,,2022-07-12T14:15:16.077,2022-07-16T03:53:19.610,cvssMetricV31,LOCAL,LOW,LOW,NONE,LOW,NONE,NONE,3.3,LOW,07,2022,2022-07-01
CVE-2022-30752,SMR-JUL 2022,False,,,NVD-CWE-Other,,Improper access control vulnerability in sendDHCPACKBroadcast function of SemWifiApClient prior to SMR Jul-2022 Release 1 allows attacker to access wifi ap client mac address that connected by using WIFI_AP_STA_STATE_CHANGED action.,,2022-07-12T14:15:16.023,2023-07-21T17:07:42.753,cvssMetricV31,LOCAL,LOW,LOW,NONE,LOW,NONE,NONE,3.3,LOW,07,2022,2022-07-01
CVE-2022-30752,SMR-JUL 2022,False,,,CWE-284,Improper Access Control,Improper access control vulnerability in sendDHCPACKBroadcast function of SemWifiApClient prior to SMR Jul-2022 Release 1 allows attacker to access wifi ap client mac address that connected by using WIFI_AP_STA_STATE_CHANGED action.,,2022-07-12T14:15:16.023,2023-07-21T17:07:42.753,cvssMetricV31,LOCAL,LOW,LOW,NONE,LOW,NONE,NONE,3.3,LOW,07,2022,2022-07-01
CVE-2022-33685,SMR-JUL 2022,False,,,NVD-CWE-Other,,Unprotected dynamic receiver in Wearable Manager Service prior to SMR Jul-2022 Release 1 allows attacker to launch arbitray activity and access senstive information.,,2022-07-12T14:15:17.017,2022-07-16T03:50:20.473,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM,07,2022,2022-07-01
CVE-2022-33685,SMR-JUL 2022,False,,,CWE-561,Dead Code,Unprotected dynamic receiver in Wearable Manager Service prior to SMR Jul-2022 Release 1 allows attacker to launch arbitray activity and access senstive information.,,2022-07-12T14:15:17.017,2022-07-16T03:50:20.473,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM,07,2022,2022-07-01
CVE-2022-33687,SMR-JUL 2022,False,,,CWE-532,Insertion of Sensitive Information into Log File,Exposure of Sensitive Information in telephony-common.jar prior to SMR Jul-2022 Release 1 allows local attackers to access IMSI via log.,,2022-07-12T14:15:17.127,2022-07-16T03:47:22.087,cvssMetricV31,LOCAL,LOW,LOW,NONE,LOW,NONE,NONE,3.3,LOW,07,2022,2022-07-01
CVE-2022-33687,SMR-JUL 2022,False,,,CWE-200,Exposure of Sensitive Information to an Unauthorized Actor,Exposure of Sensitive Information in telephony-common.jar prior to SMR Jul-2022 Release 1 allows local attackers to access IMSI via log.,,2022-07-12T14:15:17.127,2022-07-16T03:47:22.087,cvssMetricV31,LOCAL,LOW,LOW,NONE,LOW,NONE,NONE,3.3,LOW,07,2022,2022-07-01
CVE-2022-33692,SMR-JUL 2022,False,,,CWE-668,Exposure of Resource to Wrong Sphere,Exposure of Sensitive Information in Messaging application prior to SMR Jul-2022 Release 1 allows local attacker to access imsi and iccid via log.,,2022-07-12T14:15:17.430,2022-07-16T03:45:40.823,cvssMetricV31,LOCAL,LOW,LOW,NONE,LOW,NONE,NONE,3.3,LOW,07,2022,2022-07-01
CVE-2022-33692,SMR-JUL 2022,False,,,CWE-213,Exposure of Sensitive Information Due to Incompatible Policies,Exposure of Sensitive Information in Messaging application prior to SMR Jul-2022 Release 1 allows local attacker to access imsi and iccid via log.,,2022-07-12T14:15:17.430,2022-07-16T03:45:40.823,cvssMetricV31,LOCAL,LOW,LOW,NONE,LOW,NONE,NONE,3.3,LOW,07,2022,2022-07-01
CVE-2022-33694,SMR-JUL 2022,False,,,CWE-668,Exposure of Resource to Wrong Sphere,Exposure of Sensitive Information in CSC application prior to SMR Jul-2022 Release 1 allows local attacker to access wifi information via unprotected intent broadcasting.,,2022-07-12T14:15:17.540,2022-07-15T17:56:21.470,cvssMetricV31,LOCAL,LOW,LOW,NONE,LOW,NONE,NONE,3.3,LOW,07,2022,2022-07-01
CVE-2022-33694,SMR-JUL 2022,False,,,CWE-213,Exposure of Sensitive Information Due to Incompatible Policies,Exposure of Sensitive Information in CSC application prior to SMR Jul-2022 Release 1 allows local attacker to access wifi information via unprotected intent broadcasting.,,2022-07-12T14:15:17.540,2022-07-15T17:56:21.470,cvssMetricV31,LOCAL,LOW,LOW,NONE,LOW,NONE,NONE,3.3,LOW,07,2022,2022-07-01
CVE-2022-33702,SMR-JUL 2022,False,,,NVD-CWE-Other,,Improper authorization vulnerability in Knoxguard prior to SMR Jul-2022 Release 1 allows local attacker to disable keyguard and bypass Knoxguard lock by factory reset.,,2022-07-12T14:15:17.990,2023-06-29T15:45:33.300,cvssMetricV31,LOCAL,LOW,LOW,NONE,NONE,HIGH,NONE,5.5,MEDIUM,07,2022,2022-07-01
CVE-2022-33702,SMR-JUL 2022,False,,,CWE-285,Improper Authorization,Improper authorization vulnerability in Knoxguard prior to SMR Jul-2022 Release 1 allows local attacker to disable keyguard and bypass Knoxguard lock by factory reset.,,2022-07-12T14:15:17.990,2023-06-29T15:45:33.300,cvssMetricV31,LOCAL,LOW,LOW,NONE,NONE,HIGH,NONE,5.5,MEDIUM,07,2022,2022-07-01
CVE-2022-33703,SMR-JUL 2022,False,,,CWE-20,Improper Input Validation,Improper validation vulnerability in CACertificateInfo prior to SMR Jul-2022 Release 1 allows attackers to launch certain activities.,,2022-07-12T14:15:18.047,2022-07-16T03:05:46.650,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,07,2022,2022-07-01
CVE-2022-33703,SMR-JUL 2022,False,,,CWE-20,Improper Input Validation,Improper validation vulnerability in CACertificateInfo prior to SMR Jul-2022 Release 1 allows attackers to launch certain activities.,,2022-07-12T14:15:18.047,2022-07-16T03:05:46.650,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,07,2022,2022-07-01
CVE-2022-33704,SMR-JUL 2022,False,,,CWE-20,Improper Input Validation,Improper validation vulnerability in ucmRetParcelable of KnoxSDK prior to SMR Jul-2022 Release 1 allows attackers to launch certain activities.,,2022-07-12T14:15:18.103,2022-07-16T03:05:24.030,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,07,2022,2022-07-01
CVE-2022-33704,SMR-JUL 2022,False,,,CWE-20,Improper Input Validation,Improper validation vulnerability in ucmRetParcelable of KnoxSDK prior to SMR Jul-2022 Release 1 allows attackers to launch certain activities.,,2022-07-12T14:15:18.103,2022-07-16T03:05:24.030,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,07,2022,2022-07-01
CVE-2022-30756,SMR-JUL 2022,False,,,NVD-CWE-noinfo,,Implicit Intent hijacking vulnerability in Finder prior to SMR Jul-2022 Release 1 allow allows attackers to launch certain activities with privilege of Finder.,,2022-07-12T14:15:16.247,2022-07-16T03:51:54.207,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,07,2022,2022-07-01
CVE-2022-30756,SMR-JUL 2022,False,,,CWE-20,Improper Input Validation,Implicit Intent hijacking vulnerability in Finder prior to SMR Jul-2022 Release 1 allow allows attackers to launch certain activities with privilege of Finder.,,2022-07-12T14:15:16.247,2022-07-16T03:51:54.207,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,07,2022,2022-07-01
CVE-2022-33699,SMR-JUL 2022,False,,,CWE-668,Exposure of Resource to Wrong Sphere,Exposure of Sensitive Information in getDsaSimImsi in TelephonyUI prior to SMR Jul-2022 Release 1 allows local attacker to access imsi via log.,,2022-07-12T14:15:17.817,2022-07-16T03:14:43.927,cvssMetricV31,LOCAL,LOW,HIGH,NONE,LOW,NONE,NONE,2.3,LOW,07,2022,2022-07-01
CVE-2022-33699,SMR-JUL 2022,False,,,CWE-200,Exposure of Sensitive Information to an Unauthorized Actor,Exposure of Sensitive Information in getDsaSimImsi in TelephonyUI prior to SMR Jul-2022 Release 1 allows local attacker to access imsi via log.,,2022-07-12T14:15:17.817,2022-07-16T03:14:43.927,cvssMetricV31,LOCAL,LOW,HIGH,NONE,LOW,NONE,NONE,2.3,LOW,07,2022,2022-07-01
CVE-2022-33716,SMR-AUG 2022,False,,,CWE-908,Use of Uninitialized Resource,An absence of variable initialization in ICCC TA prior to SMR Aug-2022 Release 1 allows local attacker to read uninitialized memory.,,2022-08-05T16:15:13.210,2022-08-11T19:10:23.540,cvssMetricV31,LOCAL,LOW,HIGH,NONE,HIGH,NONE,NONE,4.4,MEDIUM,08,2022,2022-08-01
CVE-2022-33716,SMR-AUG 2022,False,,,CWE-457,"The product writes data past the end, or before the beginning, of the intended buffer. ,The code uses a variable that has not been initialized, leading to unpredictable or unintended results. ",An absence of variable initialization in ICCC TA prior to SMR Aug-2022 Release 1 allows local attacker to read uninitialized memory.,,2022-08-05T16:15:13.210,2022-08-11T19:10:23.540,cvssMetricV31,LOCAL,LOW,HIGH,NONE,HIGH,NONE,NONE,4.4,MEDIUM,08,2022,2022-08-01
